"rank","name","rating","rank_change","rating_change"
"1","신진서","10,185","-","28"
"2","박정환","9,939","-","-33"
"3","신민준","9,826","-","-17"
"4","변상일","9,780","-","39"
"5","이동훈","9,674","1","-6"
"6","강동윤","9,670","1","-6"
"7","김지석","9,662","2","-19"
"8","이지현(남)","9,597","-","0"
"9","안성준","9,572","-","0"
"10","박영훈","9,571","-","7"
"11","최철한","9,540","-","0"
"12","이영구","9,529","-","0"
"13","나 현","9,519","-","0"
"14","원성진","9,487","-","0"
"15","박진솔","9,479","-","0"
"16","홍성지","9,472","-","0"
"17","한승주","9,457","-","0"
"18","조한승","9,456","-","0"
"19","백홍석","9,444","1","0"
"20","김명훈","9,440","1","0"
"21","최 정","9,435","2","-15"
"22","강유택","9,426","-","0"
"23","윤준상","9,418","-","0"
"24","설현준","9,416","-","0"
"25","송지훈","9,413","-","0"
"25","박건호","9,413","-","0"
"27","박승화","9,404","-","0"
"28","백현우","9,402","진 입",""
"29","강승민","9,399","1","0"
"30","김승재","9,398","1","0"
"31","김정현","9,396","1","0"
"32","이원영","9,389","1","0"
"33","박하민","9,382","1","0"
"34","이창석","9,355","1","0"
"35","윤찬희","9,351","1","0"
"36","허영호","9,348","1","0"
"37","진시영","9,346","1","16"
"38","박민규","9,344","2","0"
"39","이태현","9,339","2","0"
"40","홍기표","9,328","1","0"
"41","최재영","9,310","1","0"
"42","문유빈","9,294","3","21"
"43","한태희","9,293","2","0"
"44","이창호","9,291","2","0"
"45","목진석","9,280","1","0"
"46","이원도","9,270","3","-14"
"47","박상진","9,269","1","0"
"48","류수항","9,266","1","0"
"49","정서준","9,263","1","0"
"50","한상훈","9,258","1","0"
"51","안정기","9,254","1","0"
"52","김상천","9,252","3","31"
"53","민상연","9,249","2","0"
"54","송규상","9,241","2","0"
"55","김세동","9,238","2","0"
"56","한웅규","9,223","2","0"
"57","이호승","9,217","-","10"
"57","고근태","9,217","1","0"
"59","송태곤","9,203","-","0"
"60","김형우","9,197","1","0"
"61","김주호","9,195","1","0"
"62","류민형","9,194","1","0"
"63","박정상","9,191","1","0"
"64","김기용","9,189","1","0"
"65","안형준","9,184","1","0"
"66","이호범","9,178","1","0"
"67","백찬희","9,173","7","41"
"68","심재익","9,162","3","3"
"69","이춘규","9,161","-","0"
"69","홍민표","9,161","-","0"
"71","박종훈","9,160","20","87"
"72","박창명","9,159","1","0"
"73","최광호","9,151","13","-51"
"74","유병용","9,150","1","20"
"75","김창훈","9,132","17","-74"
"76","온소진","9,129","8","-42"
"77","박재근","9,124","1","0"
"78","김현찬","9,122","1","0"
"79","김진휘","9,120","4","16"
"80","김성진","9,119","2","0"
"81","위태웅","9,118","2","0"
"82","이형진","9,115","2","0"
"83","안조영","9,111","2","0"
"84","강지훈","9,110","진 입",""
"85","박준석","9,105","3","0"
"86","이현호","9,100","11","48"
"87","유창혁","9,092","3","16"
"88","조인선","9,088","3","0"
"89","이상헌","9,087","4","-1"
"89","양우석","9,087","2","0"
"91","김기범","9,076","2","-4"
"92","진동규","9,068","1","0"
"93","황재연","9,063","진 입",""
"94","송상훈","9,062","6","23"
"95","최명훈","9,060","3","-11"
"96","김남훈","9,057","1","0"
"97","박현수","9,055","10","-32"
"98","박영롱","9,053","2","0"
"99","이희성","9,050","1","0"
"100","김희수","9,045","6","-19"
