"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,639","-","-56"
"2","이창호","9,609","-","16"
"3","강동윤","9,548","-","-13"
"4","박영훈","9,548","-","19"
"5","최철한","9,488","-","25"
"6","목진석","9,469","1","33"
"7","조한승","9,450","1","-4"
"8","김지석","9,442","-","10"
"9","윤준상","9,430","4","67"
"10","박정상","9,412","1","23"
"11","이영구","9,411","-","42"
"12","원성진","9,402","2","19"
"13","한상훈","9,371","4","34"
"14","허영호","9,370","2","7"
"15","백홍석","9,362","3","31"
"16","박정환","9,345","2","-3"
"17","안조영","9,341","4","73"
"18","홍성지","9,319","2","46"
"19","강유택","9,299","4","-43"
"20","안형준","9,246","4","-93"
"21","홍민표","9,243","1","2"
"22","김승재","9,231","4","26"
"23","한웅규","9,227","4","-71"
"24","조훈현","9,226","-","-1"
"25","김형우","9,207","2","7"
"26","류동완","9,204","3","-28"
"27","이원도","9,195","1","-2"
"28","이춘규","9,192","3","-32"
"29","최명훈","9,175","-","6"
"30","이희성","9,158","3","33"
"31","김주호","9,143","-","0"
"32","고근태","9,142","2","-19"
"33","박승화","9,125","1","-3"
"34","온소진","9,121","4","25"
"35","윤찬희","9,115","4","35"
"36","이태현","9,108","1","2"
"37","유창혁","9,088","2","-26"
"38","송태곤","9,085","2","-22"
"39","진시영","9,080","3","26"
"40","최원용","9,075","-","3"
"41","이현호","9,073","7","-48"
"42","김승준","9,070","7","54"
"43","진동규","9,067","-","23"
"44","서건우","9,044","4","22"
"45","전영규","9,038","-","1"
"46","이정우","9,029","2","-15"
"47","김기용","9,018","-","-6"
"48","윤성현","9,015","7","-45"
"49","이재웅","9,011","진 입",""
"50","백대현","9,003","-","-10"
