"rank","name","rating","rank_change","rating_change"
"1","박정환","9,898","-","17"
"2","김지석","9,795","-","-12"
"3","이세돌","9,780","-","8"
"4","최철한","9,715","-","8"
"5","박영훈","9,578","-","-27"
"6","강동윤","9,551","-","-7"
"7","백홍석","9,543","-","-10"
"8","원성진","9,529","-","0"
"9","조한승","9,521","-","21"
"10","이지현(남)","9,501","-","8"
"11","이영구","9,490","-","12"
"12","윤준상","9,480","-","7"
"13","목진석","9,465","-","-2"
"14","김정현","9,457","-","7"
"15","나 현","9,436","-","-6"
"16","안성준","9,418","1","10"
"17","이창호","9,417","1","-6"
"18","홍성지","9,406","1","0"
"18","변상일","9,406","3","11"
"20","허영호","9,399","1","-7"
"21","김승재","9,388","3","-19"
"22","강유택","9,360","-","-20"
"23","안국현","9,338","-","-8"
"24","이원영","9,336","1","13"
"25","이동훈","9,335","1","0"
"26","김세동","9,327","1","14"
"27","김기용","9,319","1","1"
"28","한상훈","9,313","-","6"
"29","류수항","9,307","-","13"
"30","한태희","9,280","1","2"
"31","김주호","9,272","1","-8"
"32","안조영","9,271","-","-4"
"33","박승화","9,266","4","12"
"34","홍민표","9,265","1","-1"
"35","김성진","9,260","-","-2"
"36","박정상","9,256","2","10"
"36","한웅규","9,256","2","-9"
"38","이춘규","9,248","2","-8"
"39","신진서","9,223","1","-3"
"40","송태곤","9,222","1","-7"
"41","한승주","9,218","-","-7"
"41","민상연","9,218","9","30"
"43","진시영","9,217","2","4"
"44","안형준","9,216","2","-7"
"45","이호범","9,210","1","0"
"45","김형우","9,210","2","-7"
"45","신민준","9,210","3","5"
"48","김현찬","9,208","4","-7"
"49","강병권","9,203","2","-4"
"50","윤찬희","9,191","8","33"
"51","류민형","9,188","4","17"
"52","강승민","9,184","3","-8"
"53","온소진","9,183","1","0"
"54","이원도","9,182","-","0"
"55","황재연","9,177","1","14"
"56","이태현","9,176","5","-8"
"57","고근태","9,175","5","-8"
"57","이희성","9,175","3","22"
"59","김진휘","9,164","2","3"
"60","박준석","9,160","1","5"
"61","박진솔","9,158","3","21"
"62","최기훈","9,154","-","14"
"63","김동호","9,149","2","3"
"64","홍기표","9,141","3","17"
"65","조인선","9,140","2","2"
"66","조훈현","9,130","1","0"
"67","이형진","9,126","1","0"
"68","이상헌","9,121","-","1"
"69","진동규","9,106","-","7"
"70","정두호","9,097","3","11"
"71","강창배","9,092","1","-5"
"72","최명훈","9,088","-","1"
"73","박민규","9,081","3","9"
"74","전영규","9,079","3","-12"
"75","박시열","9,076","-","0"
"76","이정우","9,071","2","-6"
"77","이재웅","9,068","-","-2"
"78","양우석","9,066","2","9"
"79","유창혁","9,063","1","0"
"80","이범진","9,062","1","0"
"81","이현호","9,058","1","12"
"82","박병규","9,047","1","-3"
"83","박승현","9,035","1","3"
"84","주형욱","9,032","1","-2"
"85","김기원","9,028","1","-4"
"86","박경근","9,020","5","23"
"87","강지성","9,017","2","15"
"88","류재형","9,012","2","-6"
"89","김승준","9,001","2","-7"
"89","박영롱","9,001","1","-3"
"91","한종진","8,995","2","-7"
"92","이상훈(小)","8,980","-","-8"
"93","최홍윤","8,979","1","-9"
"94","안달훈","8,969","-","-5"
"95","박정근","8,968","1","-6"
"96","김현섭","8,967","-","-4"
"97","서건우","8,960","-","-8"
"98","최원용","8,959","2","2"
"98","서봉수","8,959","-","-5"
"100","김수용","8,948","진 입",""
