"rank","name","rating","rank_change","rating_change"
"1","이세돌","14,548","-","-235"
"2","이창호","14,234","-","111"
"3","목진석","12,632","-","-38"
"4","강동윤","12,058","2","144"
"5","조한승","11,960","-","-28"
"6","박영훈","11,930","2","-291"
"7","원성진","11,806","-","9"
"8","홍성지","11,685","-","-1"
"9","박정상","11,616","-","26"
"10","최철한","11,457","1","149"
"11","한상훈","11,281","1","-105"
"12","이영구","11,216","1","-15"
"13","백홍석","11,183","1","-99"
"14","윤준상","11,099","-","16"
"15","최원용","10,999","-","0"
"16","강유택","10,949","6","136"
"17","조훈현","10,924","1","-30"
"18","허영호","10,889","-","-52"
"19","최명훈","10,860","9","162"
"20","홍민표","10,851","1","-14"
"21","김형우","10,847","4","-96"
"22","김지석","10,844","2","-10"
"23","박정환","10,804","-","-3"
"24","고근태","10,764","1","45"
"25","유창혁","10,732","4","-87"
"26","김승재","10,702","2","-34"
"27","송태곤","10,689","-","-15"
"28","온소진","10,641","2","-71"
"29","박승화","10,637","4","42"
"30","한종진","10,624","1","-46"
"31","이상훈小","10,580","1","-58"
"32","이원도","10,569","2","-1"
"33","김승준","10,567","1","-36"
"34","안조영","10,551","3","-85"
"35","김기용","10,545","1","-6"
"36","이현호","10,528","2","0"
"37","류동완","10,526","2","-38"
"38","진시영","10,509","10","89"
"39","이정우","10,486","2","-17"
"40","배준희","10,481","3","-62"
"41","김주호","10,472","1","-39"
"42","윤혁","10,464","3","-49"
"43","윤찬희","10,452","-","-35"
"44","이재웅","10,449","2","-47"
"45","박승철","10,425","-","-30"
"46","윤성현","10,420","2","-57"
"47","이춘규","10,412","-","-12"
"48","김형환","10,387","2","-54"
"49","김성룡","10,378","진 입",""
"50","이용찬","10,375","-","-25"
