"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,828","-","38"
"2","최철한","9,695","1","77"
"3","박정환","9,650","1","8"
"4","허영호","9,601","-","-7"
"5","원성진","9,598","-","15"
"6","강동윤","9,564","-","-19"
"7","이창호","9,523","-","-6"
"8","박영훈","9,516","1","2"
"9","김지석","9,499","1","-25"
"10","이영구","9,494","2","52"
"11","조한승","9,475","1","21"
"12","윤준상","9,431","1","-19"
"13","목진석","9,402","-","-4"
"14","강유택","9,393","-","-5"
"15","안조영","9,343","-","-20"
"16","안국현","9,315","진 입",""
"17","한상훈","9,313","-","6"
"18","박정상","9,313","2","-14"
"19","김승재","9,283","1","-9"
"20","한웅규","9,281","-","-2"
"21","백홍석","9,279","1","5"
"22","진시영","9,279","3","-6"
"23","홍민표","9,271","2","-10"
"24","김기용","9,241","3","17"
"25","김정현","9,234","1","0"
"26","조훈현","9,223","1","-9"
"27","온소진","9,220","4","38"
"28","고근태","9,217","5","-28"
"29","김형우","9,215","3","-17"
"30","홍성지","9,210","2","-11"
"31","김주호","9,204","1","14"
"32","박승화","9,194","4","44"
"33","이춘규","9,191","1","20"
"34","안형준","9,172","5","-32"
"35","이원영","9,170","진 입",""
"36","이원도","9,160","3","-9"
"37","이희성","9,154","3","-6"
"38","윤찬희","9,136","3","-19"
"39","유창혁","9,134","3","17"
"40","안성준","9,127","3","-18"
"41","강창배","9,124","1","1"
"42","박시열","9,124","4","-17"
"43","김기원","9,123","-","12"
"44","이태현","9,122","5","-11"
"45","송태곤","9,109","1","-1"
"46","진동규","9,107","5","-16"
"47","김승준","9,102","3","57"
"48","이현호","9,097","3","0"
"49","이호범","9,092","1","17"
"50","서건우","9,085","3","3"
"51","이재웅","9,076","2","36"
"52","류동완","9,076","6","-10"
"53","전영규","9,068","2","34"
"54","박승현","9,065","5","-6"
"55","홍기표","9,045","4","0"
"56","김세동","9,044","4","3"
"57","최기훈","9,032","3","-5"
"58","박정근","9,020","-","-2"
"59","최명훈","9,015","3","-12"
"60","이정우","9,011","3","-12"
"61","윤성현","9,003","2","-1"
"62","배준희","9,000","2","-3"
"63","이상훈小","8,991","2","-8"
"64","최원용","8,981","-","0"
"65","백대현","8,980","2","-4"
"66","안달훈","8,980","4","-5"
"67","염정훈","8,979","-","11"
"68","위에량","8,973","3","-7"
"69","김수용","8,971","3","-2"
"70","루이나이웨이","8,957","2","-9"
"71","강지성","8,956","2","-2"
"72","박지은","8,954","1","15"
"73","유재호","8,944","2","2"
"74","박병규","8,940","4","-6"
"75","박승철","8,938","3","-3"
"76","류재형","8,935","2","26"
"77","김성룡","8,930","2","-2"
"78","한종진","8,929","4","-9"
"79","이성재","8,928","3","5"
"80","조혜연","8,916","3","0"
"81","주형욱","8,905","2","4"
"82","박진솔","8,899","-","26"
"83","이상훈大","8,881","4","24"
"84","김영삼","8,877","3","0"
"85","윤현석","8,872","5","-9"
"86","서봉수","8,871","3","-2"
"87","윤혁","8,867","2","5"
"88","최규병","8,866","1","14"
"89","안영길","8,863","5","0"
"90","김진우","8,856","4","-5"
"91","옥득진","8,854","3","-2"
"92","김현섭","8,844","-","15"
"93","김형환","8,842","3","-3"
"94","이용수","8,839","3","-4"
"95","홍장식","8,806","2","-8"
"96","김영환","8,804","2","-8"
"97","조경호","8,804","2","0"
"98","김만수","8,796","2","-1"
"99","서무상","8,795","1","3"
"100","양건","8,787","1","-5"
