"rank","name","rating","rank_change","rating_change"
"1","이세돌","14,783","-","-456"
"2","이창호","14,123","-","389"
"3","목진석","12,670","1","291"
"4","박영훈","12,221","1","-259"
"5","조한승","11,988","1","103"
"6","강동윤","11,914","1","-120"
"7","원성진","11,797","-","151"
"8","홍성지","11,686","-","73"
"9","박정상","11,590","-","7"
"10","한상훈","11,386","1","-56"
"11","최철한","11,308","1","-13"
"12","백홍석","11,282","2","-176"
"13","이영구","11,231","-","-47"
"14","윤준상","11,083","-","-17"
"15","최원용","10,999","1","4"
"16","조훈현","10,954","1","9"
"17","김형우","10,943","1","16"
"18","허영호","10,941","3","-65"
"19","홍민표","10,865","2","3"
"20","김지석","10,854","-","-56"
"21","유창혁","10,819","2","-98"
"22","강유택","10,813","4","62"
"23","박정환","10,807","1","26"
"24","김승재","10,736","1","-44"
"25","고근태","10,719","2","-70"
"26","온소진","10,712","4","-106"
"27","송태곤","10,704","5","84"
"28","최명훈","10,698","-","5"
"29","한종진","10,670","2","-29"
"30","이상훈小","10,638","1","-46"
"31","안조영","10,636","-","-6"
"32","김승준","10,603","2","-45"
"33","박승화","10,595","4","28"
"34","이원도","10,570","-","-19"
"35","류동완","10,564","6","18"
"36","김기용","10,551","-","-19"
"37","배준희","10,543","4","-52"
"38","이현호","10,528","1","-23"
"39","윤혁","10,513","1","-37"
"40","김주호","10,511","2","-54"
"41","이정우","10,503","6","-68"
"42","이재웅","10,496","-","-42"
"43","윤찬희","10,487","-","-48"
"44","윤성현","10,477","-","-52"
"45","박승철","10,455","1","1"
"46","김형환","10,441","1","-54"
"47","이춘규","10,424","진 입",""
"48","진시영","10,420","진 입",""
"49","전영규","10,409","2","-33"
"50","이용찬","10,400","1","-20"
