"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,574","-","-31"
"2","최철한","9,564","5","77"
"3","박영훈","9,550","1","10"
"4","이창호","9,538","2","-21"
"5","강동윤","9,454","2","-89"
"6","원성진","9,451","3","41"
"7","윤준상","9,443","1","-44"
"8","목진석","9,438","-","-30"
"9","김지석","9,435","4","-58"
"10","허영호","9,426","2","25"
"11","조한승","9,424","2","34"
"12","안조영","9,406","3","59"
"13","이영구","9,384","2","-19"
"14","김승재","9,361","5","30"
"15","박정상","9,345","5","-58"
"16","백홍석","9,340","2","-8"
"17","박정환","9,331","1","-12"
"18","한상훈","9,287","-","-51"
"19","한웅규","9,287","1","18"
"20","홍민표","9,281","1","15"
"21","강유택","9,267","1","5"
"22","홍성지","9,261","5","-80"
"23","안형준","9,256","3","48"
"24","김형우","9,224","1","15"
"25","이희성","9,218","1","0"
"26","조훈현","9,208","3","-40"
"27","이춘규","9,205","-","3"
"28","이원도","9,201","1","9"
"29","류동완","9,191","1","-7"
"30","김주호","9,170","-","7"
"31","송태곤","9,161","-","21"
"32","최명훈","9,158","2","31"
"33","안성준","9,151","진 입",""
"34","박시열","9,143","진 입",""
"35","이태현","9,141","1","24"
"36","고근태","9,132","1","17"
"37","윤찬희","9,127","4","0"
"38","온소진","9,116","6","-13"
"39","진동규","9,112","1","5"
"40","박승화","9,106","5","-13"
"41","강창배","9,096","진 입",""
"42","진시영","9,095","3","0"
"43","서건우","9,088","1","17"
"44","김승준","9,076","4","0"
"45","이현호","9,073","4","0"
"46","최원용","9,057","1","0"
"47","전영규","9,055","4","-8"
"48","유창혁","9,052","4","-7"
"49","윤성현","9,043","3","8"
"50","김기용","9,021","3","0"
