"rank","name","rating","rank_change","rating_change"
"1","박정환","9,981","-","30"
"2","신진서","9,952","-","8"
"3","김지석","9,790","-","20"
"4","이동훈","9,721","-","25"
"5","변상일","9,707","-","12"
"6","신민준","9,703","-","15"
"7","박영훈","9,650","-","10"
"8","강동윤","9,634","-","9"
"9","나 현","9,614","-","9"
"10","이영구","9,583","-","-7"
"11","안성준","9,582","-","-7"
"12","이세돌","9,563","-","12"
"13","이지현(남)","9,550","4","19"
"14","원성진","9,543","-","3"
"15","최철한","9,537","2","-9"
"16","조한승","9,534","2","-6"
"17","김명훈","9,533","1","-3"
"18","안국현","9,527","-","0"
"19","윤준상","9,515","-","0"
"20","홍성지","9,502","1","0"
"21","박진솔","9,501","1","-9"
"22","강유택","9,457","-","19"
"23","백홍석","9,422","2","-5"
"24","이원영","9,417","-","-11"
"25","김승재","9,412","1","0"
"26","강승민","9,409","4","-29"
"27","박하민","9,401","2","35"
"28","송지훈","9,379","1","-13"
"29","김정현","9,375","1","-11"
"30","최 정","9,365","3","15"
"31","박민규","9,361","-","4"
"32","윤찬희","9,353","-","1"
"33","한승주","9,350","3","-9"
"34","한상훈","9,334","-","-9"
"35","허영호","9,325","1","-8"
"36","송태곤","9,320","2","0"
"37","정서준","9,312","-","-13"
"38","목진석","9,310","3","-25"
"39","이창호","9,306","-","5"
"40","김세동","9,300","1","10"
"41","박승화","9,288","1","-5"
"42","이창석","9,287","-","-1"
"43","민상연","9,284","1","-3"
"44","설현준","9,282","2","-6"
"45","류수항","9,279","-","1"
"46","한태희","9,278","1","0"
"47","류민형","9,265","1","-1"
"48","홍기표","9,264","1","-8"
"49","이태현","9,263","1","0"
"50","진시영","9,259","2","-7"
"51","이원도","9,254","-","-4"
"52","김현찬","9,253","-","-4"
"53","송규상","9,252","-","3"
"54","박건호","9,243","1","8"
"55","박정상","9,231","1","-10"
"56","한웅규","9,226","1","-9"
"57","안형준","9,222","3","5"
"58","고근태","9,219","1","-7"
"59","최재영","9,218","1","-6"
"60","이호범","9,217","1","-4"
"61","문유빈","9,216","-","8"
"62","김주호","9,207","-","0"
"63","김기용","9,204","-","7"
"64","박창명","9,191","-","0"
"65","안정기","9,188","2","11"
"66","안조영","9,179","1","-8"
"67","김성진","9,178","1","-3"
"67","최광호","9,178","진 입",""
"69","김진휘","9,166","10","36"
"70","홍민표","9,164","1","4"
"71","김형우","9,162","2","-3"
"72","박재근","9,159","4","-7"
"73","홍무진","9,157","2","10"
"74","온소진","9,155","5","-10"
"75","이형진","9,153","3","-3"
"75","심재익","9,153","5","35"
"77","위태웅","9,150","3","0"
"78","유창혁","9,147","5","-7"
"79","조훈현","9,144","3","0"
"80","유병용","9,143","1","28"
"81","박상진","9,134","1","21"
"82","김동호","9,129","5","-7"
"83","조인선","9,123","5","-10"
"84","이춘규","9,118","1","13"
"85","박준석","9,092","-","6"
"86","강병권","9,088","2","0"
"87","진동규","9,080","1","0"
"88","이정우","9,076","1","0"
"89","오유진","9,069","8","13"
"90","김남훈","9,067","1","0"
"91","황재연","9,066","3","-5"
"92","이호승","9,064","1","1"
"93","최기훈","9,063","-","0"
"94","김민호","9,062","5","-8"
"95","김기범","9,061","6","-9"
"96","백찬희","9,059","4","-6"
"97","박시열","9,058","1","0"
"98","이상헌","9,057","3","-2"
"99","이범진","9,053","1","0"
"100","이재웅","9,050","진 입",""
