"rank","name","rating","rank_change","rating_change"
"1","박정환","9,917","-","21"
"2","이세돌","9,817","-","4"
"3","박영훈","9,757","2","69"
"4","김지석","9,657","1","-45"
"5","최철한","9,648","1","-20"
"6","강동윤","9,637","2","-56"
"7","안성준","9,574","1","39"
"8","윤준상","9,528","2","20"
"9","원성진","9,518","5","46"
"10","이동훈","9,517","1","-15"
"11","조한승","9,488","1","12"
"12","이영구","9,476","-","0"
"13","안국현","9,468","2","-12"
"13","변상일","9,468","9","46"
"15","나 현","9,466","8","-99"
"16","백홍석","9,464","-","5"
"17","허영호","9,460","2","-9"
"18","홍성지","9,458","-","15"
"19","김정현","9,451","2","-2"
"20","김승재","9,434","-","-3"
"21","이지현(남)","9,433","3","25"
"22","김명훈","9,425","1","-2"
"23","신진서","9,422","4","-20"
"23","한상훈","9,422","-","10"
"25","김현찬","9,402","3","31"
"26","진시영","9,397","1","18"
"27","민상연","9,395","6","61"
"28","신민준","9,390","2","53"
"29","목진석","9,382","5","-26"
"30","강유택","9,375","4","-19"
"31","이창호","9,364","3","38"
"32","박정상","9,362","3","39"
"33","김기용","9,345","1","10"
"34","박진솔","9,342","10","82"
"35","박승화","9,341","4","5"
"36","강승민","9,337","5","45"
"37","류민형","9,326","1","7"
"38","김세동","9,325","9","-25"
"39","박민규","9,323","-","26"
"40","김동호","9,311","2","25"
"41","윤찬희","9,300","3","-1"
"42","이호범","9,282","6","37"
"43","이원영","9,275","6","-36"
"44","이태현","9,267","4","-27"
"45","한웅규","9,257","1","7"
"45","류수항","9,257","2","-23"
"47","한태희","9,250","4","22"
"48","송태곤","9,241","3","-12"
"49","이춘규","9,229","-","-8"
"50","안조영","9,224","3","-22"
"51","홍민표","9,214","2","-23"
"52","김성진","9,212","-","-13"
"53","김주호","9,211","-","-2"
"53","안형준","9,211","1","5"
"55","온소진","9,179","-","-7"
"55","고근태","9,179","2","2"
"57","이원도","9,177","1","-6"
"57","황재연","9,177","3","12"
"59","홍기표","9,172","5","17"
"60","김민호","9,170","2","-2"
"61","한승주","9,169","2","-2"
"62","박시열","9,165","3","15"
"63","김형우","9,164","2","0"
"64","강병권","9,151","3","16"
"65","조훈현","9,147","2","-10"
"66","이형진","9,146","4","-14"
"67","조인선","9,138","1","8"
"68","송상훈","9,134","2","-9"
"69","유창혁","9,132","-","4"
"70","이정우","9,117","2","-2"
"71","이희성","9,116","8","26"
"72","김진휘","9,111","1","-11"
"73","진동규","9,105","3","0"
"74","신윤호","9,103","4","-22"
"75","이상헌","9,101","2","-14"
"76","최기훈","9,097","2","0"
"77","이재웅","9,094","3","-14"
"78","이현호","9,089","4","-19"
"79","박준석","9,083","2","-17"
"80","최 정","9,074","1","-16"
"81","한종진","9,060","-","-11"
"82","정두호","9,057","-","-4"
"83","이범진","9,056","-","0"
"83","김수용","9,056","2","13"
"85","유병용","9,050","5","16"
"86","강창배","9,047","2","-2"
"87","박병규","9,040","1","0"
"88","오장욱","9,031","2","-9"
"89","백찬희","9,030","3","-10"
"90","박정근","9,024","2","4"
"91","최현재","9,023","2","-13"
"92","박영롱","9,021","1","-12"
"93","최명훈","9,014","1","2"
"94","전영규","9,009","-","-3"
"95","양우석","9,004","2","-12"
"96","이상훈(小)","8,996","2","6"
"97","박승현","8,995","-","0"
"98","주형욱","8,994","2","-13"
"99","강지성","8,987","진 입",""
"100","류재형","8,986","1","0"
