"rank","name","rating","rank_change","rating_change"
"1","박정환","10,070","-","19"
"2","신진서","9,837","-","-15"
"3","이세돌","9,781","-","24"
"4","김지석","9,776","-","39"
"5","변상일","9,626","-","4"
"6","나 현","9,604","2","4"
"7","안성준","9,603","1","0"
"8","박영훈","9,602","1","1"
"9","최철한","9,592","1","7"
"10","이동훈","9,583","1","-9"
"11","신민준","9,580","-","-4"
"12","김명훈","9,576","-","2"
"13","이영구","9,570","-","2"
"14","조한승","9,528","1","8"
"15","이지현(남)","9,524","-","4"
"16","원성진","9,521","1","13"
"17","강동윤","9,504","3","-24"
"18","윤준상","9,496","1","-5"
"19","박진솔","9,494","1","5"
"20","홍성지","9,480","2","-26"
"21","강유택","9,458","-","2"
"22","이원영","9,448","3","26"
"23","허영호","9,432","3","18"
"24","안국현","9,423","1","-16"
"24","강승민","9,423","2","-21"
"26","김승재","9,415","2","-13"
"27","백홍석","9,401","2","5"
"28","김정현","9,397","-","0"
"29","한태희","9,392","2","-11"
"30","류민형","9,390","-","6"
"31","송지훈","9,365","2","20"
"32","한승주","9,355","1","-8"
"33","김현찬","9,353","1","-5"
"34","이창호","9,341","-","0"
"35","목진석","9,318","-","0"
"36","민상연","9,316","-","0"
"37","박승화","9,313","-","0"
"38","류수항","9,312","-","7"
"39","윤찬희","9,303","3","17"
"40","송태곤","9,297","1","-3"
"41","최재영","9,293","4","12"
"42","안조영","9,291","2","-4"
"42","홍기표","9,291","1","1"
"44","이창석","9,287","4","16"
"45","박민규","9,286","2","2"
"46","김세동","9,280","-","0"
"47","최 정","9,275","4","-9"
"48","진시영","9,274","1","-5"
"49","한상훈","9,268","-","0"
"49","설현준","9,268","4","26"
"51","이태현","9,263","-","0"
"52","김기용","9,261","3","-7"
"53","이호범","9,257","1","0"
"54","박정상","9,239","-","0"
"55","한웅규","9,226","1","-6"
"55","박창명","9,226","-","-10"
"57","김주호","9,224","-","0"
"58","고근태","9,204","-","0"
"59","김형우","9,194","4","21"
"59","이원도","9,194","-","-1"
"61","안형준","9,190","1","-2"
"62","이춘규","9,175","1","-2"
"63","송규상","9,172","2","-5"
"64","온소진","9,168","-","0"
"65","김동호","9,163","1","0"
"65","홍민표","9,163","1","0"
"65","안정기","9,163","1","-5"
"68","김성진","9,158","-","6"
"69","조훈현","9,144","-","0"
"70","위태웅","9,134","4","8"
"71","박하민","9,132","-","4"
"72","유창혁","9,125","3","0"
"73","박재근","9,124","-","-3"
"73","조인선","9,124","3","-10"
"75","박준석","9,122","5","3"
"76","홍무진","9,121","1","0"
"77","이형진","9,120","6","-8"
"78","송상훈","9,119","-","-1"
"78","박건호","9,119","-","-1"
"80","김민호","9,114","1","0"
"80","유병용","9,114","5","-11"
"82","최기훈","9,101","-","-6"
"83","백찬희","9,096","7","21"
"84","강병권","9,088","2","0"
"85","김진휘","9,086","-","-3"
"85","진동규","9,086","2","-8"
"87","박시열","9,084","3","-9"
"88","이정우","9,083","1","-1"
"89","박영롱","9,079","1","-2"
"90","황재연","9,077","1","0"
"91","이상헌","9,064","1","-11"
"92","최명훈","9,062","4","7"
"93","이범진","9,061","1","0"
"94","신윤호","9,059","1","-6"
"95","이희성","9,057","3","-10"
"96","이재웅","9,056","1","0"
"97","박경근","9,046","-","-4"
"98","김남훈","9,041","-","-1"
"99","유재호","9,033","-","-8"
"100","이현호","9,028","-","0"
