"rank","name","rating","rank_change","rating_change"
"1","신진서","9,998","1","15"
"2","박정환","9,997","1","-27"
"3","김지석","9,787","-","28"
"4","변상일","9,697","-","11"
"5","이동훈","9,662","-","6"
"6","신민준","9,629","-","18"
"7","강동윤","9,626","1","26"
"8","안성준","9,598","2","0"
"9","박영훈","9,592","3","-19"
"10","이영구","9,590","2","-10"
"11","이세돌","9,579","-","-12"
"12","나 현","9,576","-","10"
"13","김명훈","9,557","-","-8"
"14","원성진","9,546","1","8"
"15","이지현(남)","9,533","1","-4"
"16","최철한","9,523","2","-29"
"17","윤준상","9,515","-","-4"
"18","조한승","9,513","1","15"
"19","박진솔","9,501","1","-16"
"20","홍성지","9,486","1","11"
"21","안국현","9,484","1","7"
"22","이원영","9,456","1","11"
"23","강유택","9,454","1","0"
"24","강승민","9,428","-","13"
"25","김정현","9,391","1","0"
"26","송지훈","9,388","1","-8"
"27","백홍석","9,386","-","7"
"28","김승재","9,369","1","-10"
"29","한승주","9,367","2","12"
"30","한상훈","9,360","2","17"
"31","박민규","9,359","2","-15"
"32","윤찬희","9,358","2","0"
"33","최 정","9,333","2","1"
"34","허영호","9,332","1","-9"
"35","이창호","9,329","4","18"
"36","정서준","9,321","2","-19"
"37","송태곤","9,318","1","0"
"38","민상연","9,316","1","0"
"39","이창석","9,300","-","-11"
"39","박승화","9,300","2","0"
"39","김세동","9,300","1","-12"
"42","목진석","9,298","-","0"
"43","류민형","9,290","1","0"
"44","류수항","9,283","4","11"
"45","설현준","9,281","2","-11"
"46","홍기표","9,280","1","0"
"47","진시영","9,279","1","-7"
"48","한태희","9,278","4","-12"
"49","김현찬","9,276","3","28"
"50","이원도","9,264","1","9"
"51","이태현","9,263","1","0"
"52","박하민","9,254","3","-13"
"53","안형준","9,237","-","0"
"54","박정상","9,236","-","0"
"55","한웅규","9,234","-","0"
"56","이호범","9,228","-","0"
"57","박건호","9,223","-","8"
"58","송규상","9,221","2","12"
"59","고근태","9,213","-","0"
"60","안조영","9,209","1","4"
"61","최재영","9,208","3","-6"
"62","김주호","9,205","1","0"
"63","박창명","9,201","-","0"
"64","김기용","9,200","-","1"
"65","김형우","9,185","-","0"
"66","온소진","9,175","1","0"
"67","위태웅","9,174","1","0"
"68","안정기","9,168","2","-13"
"68","김성진","9,168","1","0"
"70","박재근","9,164","-","0"
"71","홍민표","9,163","-","0"
"72","심재익","9,150","1","-13"
"72","조인선","9,150","4","8"
"74","이형진","9,147","1","0"
"75","조훈현","9,144","1","0"
"76","김동호","9,143","1","0"
"77","이춘규","9,126","-","-8"
"78","유창혁","9,125","-","0"
"79","김진휘","9,117","-","0"
"80","홍무진","9,114","-","0"
"81","김민호","9,106","-","0"
"82","박준석","9,104","-","0"
"83","유병용","9,102","-","1"
"84","강병권","9,088","-","0"
"85","송상훈","9,086","-","0"
"85","진동규","9,086","-","0"
"87","이정우","9,079","-","0"
"88","이상헌","9,075","-","0"
"89","최기훈","9,071","-","0"
"90","황재연","9,070","-","0"
"91","김남훈","9,065","-","0"
"92","백찬희","9,061","-","0"
"93","박영롱","9,060","-","0"
"94","박시열","9,058","1","0"
"95","이범진","9,053","1","0"
"96","오유진","9,050","2","-9"
"96","이재웅","9,050","1","0"
"98","이희성","9,048","-","0"
"99","최명훈","9,044","-","0"
"100","신윤호","9,035","-","0"
