"rank","name","rating","rank_change","rating_change"
"1","신진서","10,251","-","-9"
"2","박정환","9,958","-","-10"
"3","신민준","9,816","-","24"
"4","변상일","9,715","-","-8"
"5","이동훈","9,682","-","5"
"6","강동윤","9,653","-","-3"
"7","이영구","9,618","-","1"
"8","김지석","9,605","-","11"
"9","안성준","9,596","-","12"
"10","이지현(남)","9,552","-","-13"
"11","나 현","9,544","-","-7"
"12","조한승","9,526","1","14"
"13","설현준","9,511","2","8"
"14","박영훈","9,485","-","-25"
"15","최철한","9,483","3","-52"
"16","박승화","9,472","-","-13"
"17","박진솔","9,469","-","1"
"18","원성진","9,453","-","1"
"19","김명훈","9,439","4","24"
"20","강승민","9,435","1","-14"
"21","홍성지","9,434","-","0"
"22","박하민","9,431","5","29"
"23","송지훈","9,425","2","16"
"24","백홍석","9,422","4","-25"
"25","이창석","9,419","1","11"
"26","이원영","9,416","2","5"
"27","한승주","9,411","5","-15"
"28","최 정","9,409","5","21"
"29","문유빈","9,408","7","21"
"30","백현우","9,400","3","12"
"31","김승재","9,396","1","0"
"32","심재익","9,395","9","55"
"33","홍기표","9,390","4","-7"
"33","윤준상","9,390","4","25"
"35","박건호","9,373","7","-26"
"36","강유택","9,369","6","-27"
"37","박상진","9,367","7","34"
"38","김정현","9,364","5","-24"
"39","윤찬희","9,358","4","24"
"40","박민규","9,351","1","5"
"41","안정기","9,346","3","-15"
"42","최재영","9,343","-","5"
"43","이창호","9,332","3","-9"
"44","이원도","9,327","3","27"
"45","진시영","9,326","1","11"
"46","허영호","9,321","1","-6"
"47","이태현","9,313","15","-78"
"48","송규상","9,298","4","28"
"49","김형우","9,287","1","6"
"50","목진석","9,280","1","0"
"51","한태희","9,273","-","-2"
"51","최광호","9,273","2","-7"
"53","류수항","9,266","-","0"
"54","정서준","9,263","-","0"
"55","박재근","9,259","3","33"
"56","김세동","9,256","1","18"
"57","한상훈","9,233","1","-15"
"58","강지훈","9,226","16","54"
"59","한웅규","9,210","11","20"
"60","고근태","9,205","1","0"
"61","송태곤","9,203","3","0"
"62","금지우","9,201","6","9"
"63","김진휘","9,198","1","-6"
"64","민상연","9,193","3","0"
"65","박정상","9,191","4","0"
"66","김기용","9,189","5","0"
"66","박종훈","9,189","7","-23"
"68","이호범","9,184","3","-14"
"69","이춘규","9,181","9","-29"
"70","안형준","9,174","2","-3"
"71","김주호","9,171","2","-5"
"72","이호승","9,164","3","-1"
"73","박창명","9,162","11","-42"
"74","홍민표","9,161","2","0"
"75","김상천","9,159","9","-36"
"76","이재성","9,153","21","-108"
"76","최명훈","9,153","4","0"
"78","이현준","9,151","7","35"
"79","박영롱","9,149","2","-11"
"80","백찬희","9,144","1","-12"
"81","김희수","9,134","1","1"
"82","송상훈","9,127","1","-4"
"83","위태웅","9,118","2","-19"
"83","안조영","9,118","6","21"
"85","이현호","9,116","1","3"
"86","오유진","9,114","1","4"
"86","김성진","9,114","8","-43"
"88","류민형","9,113","4","-5"
"89","김창훈","9,099","3","13"
"90","최현재","9,096","7","39"
"91","유병용","9,093","1","0"
"92","조인선","9,088","1","0"
"93","한상조","9,084","5","-16"
"94","김현찬","9,079","-","6"
"94","황재연","9,079","진 입",""
"96","문민종","9,078","3","3"
"97","한우진","9,074","진 입",""
"98","진동규","9,068","3","0"
"99","이희성","9,065","3","0"
"100","유창혁","9,059","2","7"
