"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,824","-","27"
"2","원성진","9,619","2","40"
"3","최철한","9,602","1","-48"
"4","박정환","9,592","2","52"
"5","허영호","9,553","-","-2"
"6","이창호","9,545","3","-47"
"7","김지석","9,533","2","40"
"8","강동윤","9,525","1","16"
"9","윤준상","9,511","1","22"
"10","박영훈","9,479","2","-26"
"11","조한승","9,452","-","0"
"12","이영구","9,423","-","-21"
"13","안조영","9,419","1","26"
"14","목진석","9,418","1","0"
"15","강유택","9,368","1","19"
"16","한상훈","9,345","1","-3"
"17","박정상","9,341","2","-14"
"18","김승재","9,303","1","0"
"19","백홍석","9,282","1","-32"
"20","진시영","9,282","2","18"
"21","홍민표","9,274","-","1"
"22","한웅규","9,274","2","-24"
"23","홍성지","9,234","1","7"
"24","고근태","9,225","3","6"
"25","김정현","9,219","2","-16"
"26","김형우","9,218","3","11"
"27","조훈현","9,217","4","14"
"28","안형준","9,216","3","-8"
"29","김기용","9,213","1","2"
"30","이춘규","9,203","4","-21"
"31","이원도","9,167","2","14"
"32","이희성","9,161","2","-43"
"33","안성준","9,161","1","-6"
"34","온소진","9,157","3","23"
"35","박시열","9,154","3","30"
"36","유창혁","9,140","5","29"
"37","김주호","9,123","2","0"
"38","진동규","9,120","2","6"
"39","윤찬희","9,115","5","-28"
"40","송태곤","9,114","5","-28"
"41","강창배","9,113","5","-23"
"42","이태현","9,111","-","0"
"43","박승화","9,110","-","0"
"44","이현호","9,097","-","0"
"45","서건우","9,092","-","9"
"46","류동완","9,081","-","0"
"47","이호범","9,076","1","22"
"48","박승현","9,054","1","-13"
"49","김승준","9,053","-","4"
"50","홍기표","9,042","1","0"
"51","최기훈","9,041","1","1"
"52","박정근","9,033","2","-11"
"53","전영규","9,031","-","0"
"54","김세동","9,025","-","-5"
"55","최명훈","9,022","-","-2"
"56","이재웅","9,021","2","16"
"57","이정우","9,021","1","0"
"58","백대현","9,015","1","0"
"59","배준희","9,009","3","18"
"60","윤성현","8,997","1","-1"
"61","위에량","8,996","1","0"
"62","최원용","8,992","1","0"
"63","이상훈小","8,983","-","0"
"64","김수용","8,973","3","16"
"65","안달훈","8,964","-","0"
"66","루이나이웨이","8,961","2","6"
"67","한종진","8,961","3","-9"
"68","박지은","8,956","2","-4"
"69","강지성","8,951","-","0"
"70","박병규","8,945","4","8"
"71","박승철","8,945","1","0"
"72","염정훈","8,944","1","0"
"73","유재호","8,938","2","-7"
"74","김성룡","8,936","2","-8"
"75","이성재","8,933","1","9"
"76","조혜연","8,921","1","-5"
"77","주형욱","8,905","2","15"
"78","류재형","8,898","-","-2"
"79","김영삼","8,888","2","14"
"80","윤현석","8,887","3","-15"
"81","서봉수","8,882","1","5"
"82","박진솔","8,872","-","0"
"83","윤혁","8,867","-","0"
"84","이상훈大","8,866","2","6"
"85","안영길","8,863","1","0"
"86","옥득진","8,862","1","0"
"87","김진우","8,854","-","0"
"88","김형환","8,852","1","0"
"89","최규병","8,851","1","-2"
"90","이용수","8,832","-","0"
"91","홍장식","8,822","-","0"
"92","김영환","8,811","-","3"
"93","조경호","8,804","1","6"
"94","최병환","8,798","-","0"
"95","이용찬","8,796","-","0"
"96","권형진","8,794","-","0"
"97","서무상","8,793","-","0"
"98","김만수","8,792","-","0"
"99","양건","8,792","1","9"
"100","김현섭","8,792","1","0"
