"rank","name","rating","rank_change","rating_change"
"1","신진서","10,260","-","44"
"2","박정환","9,968","-","-37"
"3","신민준","9,792","-","-13"
"4","변상일","9,723","-","-5"
"5","이동훈","9,677","-","-11"
"6","강동윤","9,656","-","-24"
"7","이영구","9,617","-","-21"
"8","김지석","9,594","-","-11"
"9","안성준","9,584","-","11"
"10","이지현(남)","9,565","-","0"
"11","나 현","9,551","-","0"
"12","최철한","9,535","-","0"
"13","조한승","9,512","-","-3"
"14","박영훈","9,510","-","0"
"15","설현준","9,503","1","10"
"16","박승화","9,485","1","0"
"17","박진솔","9,468","2","-26"
"18","원성진","9,452","-","0"
"19","강승민","9,449","2","21"
"20","백홍석","9,447","1","0"
"21","홍성지","9,434","2","-13"
"22","한승주","9,426","-","0"
"23","김명훈","9,415","2","0"
"24","이원영","9,411","8","26"
"25","송지훈","9,409","13","56"
"26","이창석","9,408","3","11"
"27","박하민","9,402","1","0"
"28","박건호","9,399","4","-17"
"29","홍기표","9,397","6","-24"
"30","김승재","9,396","2","-2"
"30","강유택","9,396","3","-4"
"32","이태현","9,391","2","-5"
"33","최 정","9,388","2","1"
"33","김정현","9,388","1","15"
"33","백현우","9,388","2","22"
"36","문유빈","9,387","3","7"
"37","윤준상","9,365","1","0"
"38","안정기","9,361","4","17"
"39","박민규","9,346","1","0"
"40","이창호","9,341","-","-5"
"41","심재익","9,340","13","100"
"42","최재영","9,338","3","-11"
"43","윤찬희","9,334","6","-22"
"44","박상진","9,333","4","54"
"45","허영호","9,327","1","0"
"46","진시영","9,315","3","-16"
"47","이원도","9,300","2","-11"
"48","김형우","9,281","5","30"
"49","목진석","9,280","2","0"
"49","최광호","9,280","23","119"
"51","한태희","9,275","2","0"
"52","송규상","9,270","2","-1"
"53","류수항","9,266","2","0"
"54","정서준","9,263","2","0"
"55","이재성","9,261","9","-23"
"56","한상훈","9,248","2","45"
"57","김세동","9,238","12","70"
"58","박재근","9,226","16","72"
"59","박종훈","9,212","8","36"
"60","이춘규","9,210","19","84"
"61","고근태","9,205","5","0"
"62","김진휘","9,204","3","26"
"62","박창명","9,204","12","50"
"64","송태곤","9,203","6","0"
"65","이호범","9,198","4","6"
"66","김상천","9,195","5","31"
"67","민상연","9,193","7","0"
"68","금지우","9,192","12","67"
"69","박정상","9,191","7","0"
"70","한웅규","9,190","13","-14"
"71","김기용","9,189","8","0"
"72","안형준","9,177","6","0"
"73","김주호","9,176","6","0"
"74","강지훈","9,172","10","-8"
"75","이호승","9,165","20","-55"
"76","홍민표","9,161","4","0"
"77","박영롱","9,160","16","84"
"78","김성진","9,157","5","47"
"79","백찬희","9,156","1","29"
"80","최명훈","9,153","4","0"
"81","위태웅","9,137","1","20"
"82","김희수","9,133","17","62"
"83","송상훈","9,131","4","37"
"84","류민형","9,118","14","-49"
"85","이현준","9,116","진 입",""
"86","이현호","9,113","진 입",""
"87","오유진","9,110","3","27"
"88","한상조","9,100","3","18"
"89","안조영","9,097","9","-28"
"90","유병용","9,093","4","-9"
"91","조인선","9,088","2","0"
"92","김창훈","9,086","15","-49"
"93","문민종","9,075","2","0"
"94","김현찬","9,073","4","0"
"95","진동규","9,068","진 입",""
"96","이희성","9,065","진 입",""
"97","최현재","9,057","진 입",""
"98","유창혁","9,052","진 입",""
"99","허 진","9,051","진 입",""
"100","김민석","9,044","진 입",""
