"rank","name","rating","rank_change","rating_change"
"1","박정환","9,838","-","-29"
"2","이세돌","9,810","-","26"
"3","박영훈","9,730","-","4"
"4","강동윤","9,702","-","-7"
"5","김지석","9,631","-","-17"
"6","원성진","9,593","3","35"
"7","이동훈","9,582","3","35"
"8","신진서","9,571","2","-2"
"9","안성준","9,563","1","3"
"10","최철한","9,555","3","-13"
"11","윤준상","9,523","-","-2"
"12","조한승","9,505","2","26"
"13","이지현(남)","9,478","1","-15"
"13","변상일","9,478","6","25"
"15","홍성지","9,476","-","3"
"16","이영구","9,473","3","-14"
"17","나 현","9,466","1","-3"
"18","안국현","9,463","3","21"
"19","김정현","9,460","2","-8"
"20","목진석","9,459","3","24"
"21","백홍석","9,444","3","-17"
"22","허영호","9,437","2","-10"
"23","김명훈","9,428","1","-9"
"24","한상훈","9,424","-","0"
"25","강유택","9,423","4","30"
"26","신민준","9,420","2","-4"
"27","민상연","9,412","-","17"
"28","진시영","9,407","2","0"
"29","김승재","9,385","1","-9"
"29","김현찬","9,385","1","0"
"31","윤찬희","9,369","2","15"
"32","이창호","9,360","-","0"
"33","김기용","9,359","2","-11"
"34","박민규","9,346","-","1"
"35","박승화","9,345","-","1"
"36","류민형","9,343","2","19"
"37","김세동","9,325","-","0"
"38","이호범","9,322","2","18"
"38","박진솔","9,322","1","0"
"40","박정상","9,313","4","-18"
"41","이태현","9,307","3","25"
"42","강승민","9,298","1","0"
"43","김동호","9,282","1","-13"
"44","한웅규","9,280","1","0"
"45","이원영","9,274","2","-10"
"46","류수항","9,251","-","-9"
"47","한태희","9,243","-","-14"
"48","안조영","9,237","5","31"
"49","송태곤","9,231","1","0"
"50","홍민표","9,225","1","0"
"51","이춘규","9,223","1","0"
"52","김주호","9,221","1","0"
"53","김성진","9,204","1","0"
"54","홍기표","9,201","1","5"
"55","고근태","9,198","3","-18"
"56","안형준","9,193","-","0"
"57","김민호","9,184","-","11"
"58","온소진","9,167","-","-2"
"59","김형우","9,164","-","0"
"60","한승주","9,161","-","-1"
"61","유창혁","9,153","3","3"
"62","조훈현","9,146","4","6"
"63","이원도","9,144","-","-9"
"64","황재연","9,141","2","-13"
"65","강병권","9,139","2","0"
"65","이창석","9,139","3","2"
"67","송지훈","9,138","3","9"
"68","박재근","9,135","7","-20"
"68","조인선","9,135","1","0"
"70","송상훈","9,134","6","26"
"71","김진휘","9,131","7","31"
"72","박시열","9,125","7","-16"
"73","유병용","9,124","2","0"
"74","이형진","9,119","2","2"
"75","이정우","9,116","2","0"
"76","최재영","9,104","2","4"
"77","이희성","9,102","1","-6"
"78","진동규","9,098","3","0"
"78","최 정","9,098","4","-16"
"80","최기훈","9,097","2","0"
"81","박준석","9,093","6","-18"
"82","이상헌","9,092","1","3"
"83","이재웅","9,085","3","-14"
"84","이현호","9,078","1","2"
"85","김수용","9,072","2","0"
"86","신윤호","9,071","2","-9"
"87","백찬희","9,069","1","-5"
"88","박하민","9,063","-","-5"
"89","오장욱","9,055","6","12"
"90","이범진","9,053","1","0"
"91","박영롱","9,052","3","8"
"92","한종진","9,051","2","0"
"93","강창배","9,043","2","-6"
"94","박경근","9,040","2","-7"
"95","정두호","9,038","2","-8"
"96","최명훈","9,028","3","8"
"97","박건호","9,024","1","-2"
"98","박병규","9,022","1","0"
"99","박정근","9,021","1","0"
"100","박승현","9,020","1","0"
