"rank","name","rating","rank_change","rating_change"
"1","이세돌","15,656","-","-588"
"2","이창호","13,683","-","-533"
"3","박영훈","12,614","-","-396"
"4","목진석","12,223","-","-289"
"5","조한승","11,868","-","-205"
"6","원성진","11,622","2","-97"
"7","강동윤","11,541","1","-301"
"8","한상훈","11,525","1","-214"
"9","박정상","11,336","1","-103"
"10","백홍석","11,324","1","-88"
"11","이영구","11,171","2","-305"
"12","온소진","11,022","-","-192"
"13","최철한","10,933","1","-101"
"14","홍성지","10,878","1","-185"
"15","조훈현","10,812","3","-32"
"16","윤준상","10,805","-","-174"
"17","김지석","10,802","2","-218"
"18","안조영","10,770","1","-160"
"19","허영호","10,716","-","-94"
"20","유창혁","10,677","1","-89"
"21","홍민표","10,639","1","-153"
"22","김기용","10,619","1","-91"
"23","박정환","10,610","1","-117"
"24","최원용","10,590","7","121"
"25","고근태","10,573","-","-110"
"26","김승준","10,571","2","-117"
"27","이정우","10,554","1","-25"
"28","배준희","10,538","1","-6"
"29","김주호","10,512","2","-86"
"30","이성재","10,508","4","-104"
"31","최명훈","10,474","1","6"
"32","송태곤","10,472","2","-27"
"33","윤성현","10,457","1","17"
"34","김승재","10,439","2","8"
"35","윤찬희","10,419","-","-19"
"36","조혜연","10,405","1","-17"
"37","박승화","10,400","4","-63"
"38","진동규","10,387","1","-18"
"39","김형우","10,370","2","-24"
"40","이재웅","10,369","5","72"
"41","이희성","10,345","1","-50"
"42","옥득진","10,345","-","-24"
"43","이상훈小","10,325","6","57"
"44","최기훈","10,319","6","-87"
"45","박지은","10,305","3","23"
"46","강유택","10,302","진 입",""
"47","김수장","10,293","진 입",""
"48","박지훈大","10,288","1","-1"
"49","윤현석","10,287","6","-45"
"50","김일환","10,285","진 입",""
