"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,811","-","53"
"2","이창호","9,633","-","-17"
"3","강동윤","9,569","-","-26"
"4","원성진","9,505","-","0"
"5","박영훈","9,490","-","0"
"6","윤준상","9,460","1","16"
"7","목진석","9,450","1","-24"
"8","최철한","9,430","-","0"
"9","이영구","9,399","-","0"
"10","조한승","9,388","-","0"
"11","박정상","9,387","-","0"
"12","허영호","9,386","-","0"
"13","박정환","9,341","6","59"
"14","한상훈","9,324","-","0"
"15","백홍석","9,318","2","-19"
"16","홍성지","9,299","1","0"
"17","류동완","9,298","1","0"
"18","강유택","9,291","1","0"
"19","이춘규","9,285","1","0"
"20","김지석","9,282","-","0"
"21","안조영","9,272","-","0"
"22","이원도","9,239","-","0"
"23","조훈현","9,219","-","0"
"24","김형우","9,197","-","0"
"25","박승화","9,195","-","0"
"26","고근태","9,192","-","0"
"27","홍민표","9,170","-","0"
"28","이현호","9,165","-","0"
"29","송태곤","9,156","-","0"
"30","윤찬희","9,141","-","0"
"31","최명훈","9,133","-","0"
"32","유창혁","9,131","-","0"
"33","온소진","9,110","-","0"
"34","김주호","9,109","-","0"
"35","이희성","9,098","-","0"
"36","진시영","9,087","-","0"
"37","최원용","9,069","-","0"
"38","진동규","9,064","1","0"
"39","배준희","9,062","1","-2"
"40","김기용","9,054","-","-3"
"41","안달훈","9,040","-","0"
"42","김승준","9,039","-","0"
"43","김승재","9,023","-","0"
"44","한종진","9,021","-","0"
"45","박승철","9,006","-","0"
"46","이태현","8,994","진 입",""
"47","윤성현","8,991","1","0"
"48","전영규","8,983","1","0"
"49","김성룡","8,982","1","0"
"50","이재웅","8,979","1","0"
