"rank","name","rating","rank_change","rating_change"
"1","신진서","10,213","-","4"
"2","박정환","10,014","-","-31"
"3","변상일","9,884","-","21"
"4","신민준","9,719","1","11"
"5","김지석","9,673","1","-45"
"6","이동훈","9,660","-","-22"
"7","원성진","9,642","-","-20"
"8","강동윤","9,638","-","-8"
"9","이창석","9,612","1","0"
"10","안성준","9,610","1","-9"
"11","이지현(남)","9,568","1","0"
"12","김명훈","9,560","1","-20"
"13","최철한","9,523","-","-18"
"14","이영구","9,505","-","0"
"15","안국현","9,484","-","-4"
"16","박진솔","9,469","1","0"
"16","홍성지","9,469","1","0"
"18","김정현","9,465","2","-7"
"19","강승민","9,462","-","7"
"20","허영호","9,446","1","0"
"21","심재익","9,445","1","0"
"22","박민규","9,441","2","4"
"23","이원영","9,440","3","-11"
"23","설현준","9,440","2","8"
"25","박건호","9,437","2","-3"
"26","나 현","9,432","1","0"
"27","한승주","9,423","-","0"
"28","박하민","9,420","1","3"
"29","박영훈","9,419","1","0"
"30","강유택","9,417","1","0"
"31","최 정","9,415","1","4"
"32","조한승","9,406","1","0"
"33","백홍석","9,404","2","-11"
"34","윤준상","9,402","1","0"
"34","김세동","9,402","1","-4"
"36","박상진","9,397","1","11"
"37","김승재","9,388","1","0"
"38","윤찬희","9,382","2","0"
"38","박승화","9,382","2","0"
"40","안정기","9,376","3","-10"
"41","한상훈","9,375","2","-10"
"42","문유빈","9,371","-","0"
"43","송지훈","9,370","4","24"
"44","홍기표","9,358","1","0"
"45","최재영","9,355","1","0"
"46","한웅규","9,354","2","21"
"47","김형우","9,353","2","0"
"48","송규상","9,336","2","-15"
"49","한상조","9,328","5","50"
"50","홍무진","9,326","-","0"
"51","박재근","9,312","-","0"
"52","류민형","9,290","10","40"
"53","이원도","9,283","1","-14"
"54","진시영","9,281","1","0"
"55","백현우","9,280","6","-49"
"56","금지우","9,277","1","0"
"57","한태희","9,269","-","0"
"57","류수항","9,269","-","0"
"59","이태현","9,268","2","13"
"59","박종훈","9,268","3","-2"
"61","이창호","9,252","1","-12"
"62","이재성","9,214","3","-51"
"63","고근태","9,210","-","-1"
"64","이호범","9,199","2","0"
"65","송태곤","9,196","2","0"
"66","백찬희","9,194","2","-16"
"67","민상연","9,193","2","0"
"68","한우진","9,191","6","8"
"69","박영롱","9,187","1","0"
"70","김진휘","9,184","2","0"
"70","조훈현","9,184","2","0"
"72","신재원","9,183","4","-11"
"73","문민종","9,181","4","25"
"73","위태웅","9,181","8","-26"
"75","김기용","9,173","-","0"
"76","최광호","9,171","5","-15"
"77","현유빈","9,168","3","19"
"78","박현수","9,158","2","0"
"79","안형준","9,154","1","0"
"80","이호승","9,153","1","0"
"81","김주호","9,147","-","0"
"82","최명훈","9,146","-","0"
"83","김상천","9,141","-","-2"
"84","김희수","9,134","1","0"
"85","박진영","9,129","12","46"
"86","안조영","9,124","-","0"
"87","이형진","9,123","2","16"
"88","최현재","9,122","1","15"
"89","이춘규","9,119","1","0"
"90","이현준","9,115","6","-20"
"91","강지훈","9,110","4","-10"
"92","오유진","9,108","4","21"
"93","조완규","9,103","-","10"
"94","유오성","9,095","3","0"
"95","황재연","9,093","2","0"
"96","최기훈","9,082","1","-10"
"97","김현찬","9,079","1","0"
"98","강병권","9,073","1","0"
"99","허 진","9,071","8","-24"
"100","양우석","9,069","-","0"
