"rank","name","rating","rank_change","rating_change"
"1","신진서","10,122","-","3"
"2","박정환","9,967","-","5"
"3","신민준","9,822","-","-13"
"4","변상일","9,712","-","-11"
"5","김지석","9,701","-","6"
"6","이동훈","9,684","-","-4"
"7","강동윤","9,660","-","6"
"8","이지현(남)","9,597","1","20"
"9","안성준","9,572","1","0"
"10","박영훈","9,557","2","-40"
"11","이영구","9,544","4","48"
"12","최철한","9,540","1","-14"
"13","나 현","9,519","1","6"
"14","박진솔","9,479","-","-21"
"15","홍성지","9,472","2","-30"
"16","한승주","9,462","1","-18"
"17","조한승","9,456","1","-26"
"18","원성진","9,454","2","0"
"19","최 정","9,452","3","6"
"20","백홍석","9,444","1","-5"
"21","김명훈","9,440","3","-18"
"22","강유택","9,426","1","-19"
"23","윤준상","9,424","4","-33"
"23","설현준","9,424","7","49"
"25","박건호","9,420","10","76"
"26","박승화","9,415","8","59"
"27","송지훈","9,413","3","-16"
"28","강승민","9,399","3","-22"
"29","김승재","9,398","2","0"
"30","김정현","9,396","1","17"
"31","이원영","9,389","3","0"
"32","박하민","9,382","6","-22"
"33","이창석","9,360","4","24"
"34","윤찬희","9,353","2","-5"
"35","허영호","9,348","4","-20"
"36","박민규","9,344","1","0"
"37","진시영","9,330","4","-27"
"38","최재영","9,310","1","-6"
"39","홍기표","9,306","13","83"
"40","이태현","9,303","10","66"
"41","한태희","9,298","3","-28"
"42","이창호","9,291","2","7"
"43","이원도","9,284","4","40"
"44","목진석","9,280","3","0"
"45","문유빈","9,278","2","1"
"46","박상진","9,269","11","67"
"46","류수항","9,269","2","0"
"48","정서준","9,262","6","-16"
"49","한상훈","9,258","1","17"
"50","안정기","9,254","1","22"
"51","민상연","9,249","5","-5"
"52","송규상","9,244","7","-13"
"53","김세동","9,238","1","27"
"54","김상천","9,234","22","95"
"55","한웅규","9,223","13","63"
"56","고근태","9,217","3","0"
"57","이호승","9,207","8","-31"
"58","송태곤","9,203","2","0"
"59","김형우","9,197","4","10"
"60","김주호","9,195","1","0"
"61","류민형","9,194","7","-17"
"62","박정상","9,191","2","0"
"63","김기용","9,189","2","0"
"64","안형준","9,184","-","0"
"65","최광호","9,180","-","3"
"66","이호범","9,178","-","6"
"67","심재익","9,172","9","-27"
"68","온소진","9,171","6","25"
"69","홍민표","9,161","2","0"
"69","이춘규","9,161","4","11"
"71","박창명","9,159","2","0"
"72","김창훈","9,157","11","-32"
"73","홍무진","9,154","2","0"
"74","백찬희","9,132","진 입",""
"75","유병용","9,130","3","-23"
"76","박재근","9,124","6","-31"
"77","김현찬","9,122","1","-5"
"78","김성진","9,119","2","-1"
"79","위태웅","9,118","2","0"
"80","이형진","9,115","3","-17"
"81","안조영","9,111","6","-33"
"82","박준석","9,105","2","0"
"83","김진휘","9,104","1","-8"
"84","박현수","9,091","9","39"
"85","김기범","9,090","-","-1"
"86","김동호","9,089","3","-20"
"87","조인선","9,088","1","0"
"87","이상헌","9,088","-","11"
"89","양우석","9,087","9","48"
"90","유창혁","9,076","11","-46"
"91","최명훈","9,071","2","0"
"92","진동규","9,068","진 입",""
"93","김남훈","9,057","1","0"
"94","박영롱","9,053","진 입",""
"95","이현호","9,052","1","2"
"96","박종훈","9,051","-","6"
"96","김동희(小)","9,051","진 입",""
"98","이희성","9,050","4","0"
"99","김민호","9,048","9","-10"
"100","김희수","9,043","10","-15"
