"rank","name","rating","rank_change","rating_change"
"1","박정환","9,913","-","44"
"2","신진서","9,787","-","-19"
"3","이세돌","9,756","1","56"
"4","최철한","9,701","1","-9"
"5","김지석","9,643","-","16"
"6","박영훈","9,634","1","16"
"7","안성준","9,624","2","-3"
"8","강동윤","9,594","-","-22"
"9","이동훈","9,581","-","-15"
"10","변상일","9,571","-","-3"
"11","원성진","9,554","2","11"
"12","이영구","9,549","1","2"
"13","조한승","9,546","1","21"
"14","신민준","9,543","2","28"
"15","나 현","9,530","-","9"
"16","김명훈","9,507","6","42"
"17","이지현(남)","9,506","5","-38"
"18","윤준상","9,479","-","-4"
"19","허영호","9,471","1","3"
"20","홍성지","9,460","1","-7"
"21","안국현","9,459","4","-40"
"22","김정현","9,438","1","-17"
"23","목진석","9,433","1","3"
"24","백홍석","9,428","1","21"
"25","강유택","9,423","6","-59"
"26","박진솔","9,391","2","3"
"27","강승민","9,388","3","16"
"28","한상훈","9,384","2","-18"
"29","김승재","9,378","2","-21"
"29","한태희","9,378","7","42"
"31","김현찬","9,372","1","0"
"32","진시영","9,364","3","-17"
"33","류민형","9,358","1","10"
"34","한승주","9,345","1","-4"
"35","박승화","9,333","2","0"
"36","이원영","9,327","4","-31"
"37","김기용","9,323","2","-19"
"38","민상연","9,316","1","0"
"38","박민규","9,316","2","8"
"40","김세동","9,307","1","0"
"41","안조영","9,299","3","-25"
"42","이창호","9,298","-","2"
"43","이태현","9,288","4","39"
"44","윤찬희","9,281","1","-10"
"45","이호범","9,268","1","0"
"46","한웅규","9,261","2","13"
"46","류수항","9,261","4","21"
"48","송지훈","9,252","2","2"
"49","홍기표","9,251","1","11"
"50","송태곤","9,249","1","3"
"51","최 정","9,248","3","23"
"52","박창명","9,230","-","-8"
"53","김주호","9,228","1","-10"
"54","최재영","9,227","9","-34"
"55","박정상","9,211","-","-11"
"56","이춘규","9,192","1","-5"
"56","김형우","9,192","4","17"
"58","안형준","9,186","1","0"
"59","김성진","9,184","1","-7"
"60","김동호","9,174","4","-24"
"61","이원도","9,173","2","24"
"62","황재연","9,162","7","36"
"63","고근태","9,161","2","0"
"64","유병용","9,160","2","20"
"64","송규상","9,160","진 입",""
"66","이창석","9,155","15","54"
"67","홍민표","9,151","5","-7"
"68","조훈현","9,144","3","0"
"69","김민호","9,141","2","4"
"70","온소진","9,138","7","-11"
"71","설현준","9,135","5","20"
"72","조인선","9,133","-","9"
"73","박재근","9,128","5","1"
"74","최기훈","9,126","-","7"
"75","유창혁","9,125","4","0"
"76","송상훈","9,119","7","-7"
"77","박시열","9,114","4","-6"
"78","박하민","9,109","-","-1"
"79","홍무진","9,106","1","1"
"80","강병권","9,102","5","-15"
"81","박영롱","9,096","6","18"
"82","진동규","9,094","-","0"
"83","이형진","9,092","6","-21"
"84","안정기","9,091","5","-15"
"85","박건호","9,084","2","-5"
"86","이희성","9,079","1","-3"
"87","이상헌","9,078","3","13"
"88","박준석","9,076","5","-13"
"89","이정우","9,073","3","-7"
"90","신윤호","9,071","2","0"
"91","김진휘","9,064","2","-4"
"92","김남훈","9,062","1","10"
"93","박경근","9,059","1","13"
"94","이재웅","9,052","3","0"
"95","백찬희","9,049","2","2"
"96","이현호","9,044","1","4"
"97","김수용","9,034","1","-7"
"98","이범진","9,026","3","-18"
"99","강지성","9,023","-","0"
"100","최명훈","9,020","2","-4"
