"rank","name","rating","rank_change","rating_change"
"1","박정환","9,826","1","30"
"2","김지석","9,807","1","36"
"3","이세돌","9,802","2","-15"
"4","최철한","9,707","-","65"
"5","박영훈","9,618","-","14"
"6","강동윤","9,571","-","-30"
"7","백홍석","9,553","-","-11"
"8","원성진","9,545","-","-2"
"9","이영구","9,484","3","21"
"10","이지현(남)","9,478","4","31"
"11","윤준상","9,469","-","0"
"12","조한승","9,460","3","-18"
"13","목진석","9,458","3","-13"
"14","이창호","9,452","2","39"
"15","나현","9,444","2","-15"
"16","안성준","9,425","1","-16"
"17","홍성지","9,413","-","19"
"18","김정현","9,410","2","45"
"19","허영호","9,404","1","11"
"20","김승재","9,395","1","8"
"21","변상일","9,392","1","36"
"22","강유택","9,356","3","29"
"23","이동훈","9,341","2","-20"
"24","안국현","9,339","-","-6"
"25","김세동","9,338","3","14"
"26","이원영","9,322","3","-29"
"27","김기용","9,318","1","-8"
"28","한상훈","9,304","1","-21"
"29","류수항","9,282","7","25"
"30","김주호","9,280","3","14"
"31","한태희","9,278","2","-30"
"32","홍민표","9,277","5","23"
"33","안조영","9,276","3","-7"
"34","이춘규","9,266","2","-3"
"35","한웅규","9,265","-","4"
"36","김성진","9,250","2","-11"
"37","박정상","9,240","6","-32"
"38","박승화","9,239","3","12"
"39","송태곤","9,229","1","-2"
"40","한승주","9,225","진 입",""
"41","김현찬","9,223","6","17"
"42","안형준","9,222","3","-17"
"43","김형우","9,216","1","5"
"44","신민준","9,213","1","2"
"44","진시영","9,213","2","-9"
"46","온소진","9,212","4","12"
"46","이호범","9,212","8","-37"
"48","강병권","9,206","5","-13"
"49","강승민","9,192","3","-15"
"50","민상연","9,187","2","-17"
"51","고근태","9,183","3","3"
"52","이원도","9,181","-","-6"
"53","이태현","9,179","4","-23"
"54","류민형","9,171","1","-14"
"55","김진휘","9,167","진 입",""
"56","황재연","9,162","5","-35"
"57","윤찬희","9,158","2","-8"
"58","김동호","9,145","1","-10"
"59","박준석","9,140","6","24"
"59","이희성","9,140","-","-6"
"59","최기훈","9,140","1","-12"
"62","이형진","9,138","-","13"
"62","조인선","9,138","2","-7"
"64","박진솔","9,136","1","19"
"65","홍기표","9,123","9","-41"
"66","이상헌","9,119","5","-12"
"67","조훈현","9,117","3","0"
"68","진동규","9,099","1","4"
"69","강창배","9,096","3","-8"
"70","유창혁","9,088","-","10"
"71","최명훈","9,087","3","-8"
"72","정두호","9,086","3","-7"
"73","전영규","9,080","3","20"
"74","이정우","9,077","-","10"
"75","박시열","9,075","4","-3"
"76","박민규","9,072","4","-5"
"77","이재웅","9,069","-","19"
"78","이범진","9,062","3","0"
"79","양우석","9,060","6","-14"
"80","박병규","9,049","1","20"
"81","이현호","9,046","3","1"
"82","주형욱","9,034","2","4"
"83","박승현","9,032","1","3"
"84","김기원","9,031","5","-14"
"85","류재형","9,018","2","-10"
"86","김승준","9,008","2","-4"
"87","박영롱","9,004","1","-5"
"88","한종진","9,002","3","-8"
"89","박경근","8,997","2","-2"
"90","강지성","8,990","2","11"
"91","이상훈(小)","8,988","2","2"
"91","최홍윤","8,988","3","-2"
"93","박정근","8,976","3","17"
"94","안달훈","8,973","3","-8"
"95","김현섭","8,970","2","-4"
"96","서건우","8,968","6","-13"
"97","서봉수","8,965","3","-4"
"98","최정","8,960","진 입",""
"99","최원용","8,957","4","-8"
"100","김원빈","8,952","3","-6"
