"rank","name","rating","rank_change","rating_change"
"1","박정환","10,070","-","0"
"2","신진서","9,822","1","15"
"3","김지석","9,821","1","2"
"4","이세돌","9,781","-","32"
"5","변상일","9,701","-","41"
"6","박영훈","9,650","-","26"
"7","나 현","9,610","-","-8"
"8","안성준","9,603","1","0"
"9","이동훈","9,597","1","-19"
"10","최철한","9,591","-","5"
"11","이영구","9,563","1","-12"
"12","신민준","9,560","1","28"
"13","김명훈","9,545","2","-39"
"14","조한승","9,544","2","22"
"15","강동윤","9,532","1","3"
"16","이지현(남)","9,520","1","-6"
"17","원성진","9,514","-","-4"
"18","홍성지","9,485","3","20"
"19","박진솔","9,479","1","-28"
"20","윤준상","9,478","1","-12"
"21","허영호","9,456","1","-25"
"22","강유택","9,454","-","0"
"23","이원영","9,443","1","23"
"24","강승민","9,421","2","16"
"25","안국현","9,405","2","-29"
"26","김정현","9,397","1","0"
"27","김승재","9,396","2","3"
"28","백홍석","9,393","-","-1"
"29","류민형","9,390","4","-21"
"30","송지훈","9,381","1","26"
"31","한태희","9,344","1","-18"
"32","한승주","9,337","1","-1"
"33","이창호","9,336","1","-6"
"34","김현찬","9,321","-","-12"
"35","민상연","9,316","2","0"
"35","홍기표","9,316","-","-9"
"37","박승화","9,310","2","0"
"38","윤찬희","9,306","2","8"
"39","이창석","9,305","2","8"
"40","박민규","9,302","2","6"
"41","목진석","9,299","3","-12"
"42","류수항","9,297","6","-22"
"43","한상훈","9,295","3","10"
"44","최 정","9,289","1","1"
"45","설현준","9,283","2","3"
"46","최재영","9,282","2","-7"
"47","송태곤","9,279","4","-16"
"48","김세동","9,276","-","-3"
"49","진시영","9,268","1","-2"
"50","안조영","9,263","1","-11"
"50","이태현","9,263","1","0"
"52","김기용","9,244","-","-5"
"53","이호범","9,237","-","-10"
"54","박정상","9,227","-","0"
"55","안형준","9,226","3","6"
"56","이춘규","9,225","4","31"
"57","김주호","9,216","1","-7"
"58","한웅규","9,214","1","-8"
"58","박창명","9,214","3","-12"
"60","이원도","9,204","1","11"
"61","고근태","9,200","2","-4"
"62","위태웅","9,195","4","30"
"63","김형우","9,188","1","-4"
"64","안정기","9,179","1","-2"
"65","박건호","9,172","9","45"
"66","홍민표","9,170","-","5"
"67","온소진","9,169","3","-6"
"68","김성진","9,160","1","5"
"69","송규상","9,156","4","-14"
"70","김동호","9,151","-","-1"
"71","조훈현","9,144","-","0"
"72","유병용","9,140","4","-17"
"73","이형진","9,132","4","8"
"74","심재익","9,129","1","3"
"75","유창혁","9,125","1","0"
"76","박준석","9,124","4","-12"
"77","박재근","9,122","2","5"
"78","김진휘","9,117","11","42"
"78","조인선","9,117","4","5"
"80","홍무진","9,114","2","-7"
"80","김민호","9,114","1","0"
"82","송상훈","9,112","2","-3"
"83","박하민","9,111","10","-17"
"84","최기훈","9,095","1","-5"
"85","이정우","9,090","5","16"
"86","강병권","9,088","2","0"
"87","진동규","9,086","2","0"
"88","황재연","9,077","-","0"
"89","박시열","9,074","4","1"
"90","백찬희","9,072","3","-9"
"91","박영롱","9,070","6","-16"
"92","최명훈","9,069","3","9"
"93","신윤호","9,068","3","-6"
"94","이상헌","9,066","4","-8"
"95","이재웅","9,056","1","0"
"96","이범진","9,053","2","-8"
"97","김남훈","9,049","1","-4"
"98","이희성","9,048","1","-6"
"99","박경근","9,038","-","5"
"100","강지성","9,019","진 입",""
