"rank","name","rating","rank_change","rating_change"
"1","신진서","10,235","-","-31"
"2","박정환","9,976","-","12"
"3","변상일","9,804","-","12"
"4","신민준","9,696","-","-29"
"5","강동윤","9,668","3","49"
"6","이동훈","9,667","1","-8"
"7","김지석","9,661","1","-9"
"8","안성준","9,658","1","3"
"9","원성진","9,643","-","30"
"10","이지현(남)","9,574","-","13"
"11","이창석","9,571","-","30"
"12","최철한","9,520","-","-9"
"13","안국현","9,512","-","0"
"14","이영구","9,505","-","0"
"15","김명훈","9,503","-","0"
"16","설현준","9,482","1","7"
"17","이원영","9,478","1","7"
"18","심재익","9,476","2","0"
"19","강승민","9,459","5","16"
"20","박하민","9,458","1","0"
"21","김정현","9,455","1","0"
"22","홍성지","9,452","1","0"
"23","나 현","9,449","1","0"
"24","윤찬희","9,440","7","23"
"25","한승주","9,437","2","-9"
"26","박민규","9,434","4","11"
"26","백홍석","9,434","-","2"
"28","박영훈","9,429","1","0"
"29","조한승","9,423","4","-11"
"30","강유택","9,415","1","-11"
"31","최 정","9,414","2","2"
"32","박진솔","9,409","-","-4"
"33","한상훈","9,407","3","19"
"34","김승재","9,401","-","0"
"35","박상진","9,399","5","21"
"36","허영호","9,398","1","17"
"37","박건호","9,397","10","-32"
"38","김세동","9,384","3","8"
"39","박승화","9,381","2","0"
"40","김형우","9,377","1","-2"
"41","윤준상","9,375","6","-21"
"42","이원도","9,374","4","12"
"43","문유빈","9,373","1","0"
"44","안정기","9,371","1","7"
"45","최재영","9,361","2","0"
"46","홍기표","9,358","2","-10"
"47","박재근","9,349","4","-23"
"48","백현우","9,348","1","19"
"49","송지훈","9,343","1","0"
"50","송규상","9,324","2","12"
"51","박종훈","9,311","10","87"
"52","한웅규","9,300","1","8"
"53","홍무진","9,292","3","14"
"54","금지우","9,291","4","-26"
"55","진시영","9,279","4","-37"
"56","한태희","9,269","1","0"
"57","정서준","9,263","1","0"
"58","이창호","9,262","3","-18"
"59","류수항","9,249","1","0"
"60","한상조","9,239","6","41"
"61","이태현","9,231","7","-58"
"62","이재성","9,225","2","14"
"63","고근태","9,215","4","18"
"64","백찬희","9,209","5","-42"
"65","김진휘","9,206","3","-12"
"66","최광호","9,201","3","-16"
"67","현유빈","9,197","2","-5"
"67","박영롱","9,197","4","13"
"69","송태곤","9,196","1","0"
"70","류민형","9,195","4","28"
"71","민상연","9,193","2","0"
"72","유병용","9,185","11","55"
"73","조훈현","9,184","2","0"
"74","위태웅","9,174","4","-13"
"75","김기용","9,173","2","0"
"76","최현재","9,169","5","30"
"77","이호승","9,157","2","-1"
"78","안형준","9,154","2","0"
"78","강지훈","9,154","2","0"
"80","이현준","9,152","6","39"
"81","김상천","9,149","7","47"
"82","김주호","9,147","4","0"
"83","최명훈","9,146","4","0"
"83","안조영","9,146","4","0"
"85","허 진","9,136","1","8"
"86","김희수","9,130","6","42"
"87","황재연","9,119","2","18"
"88","이호범","9,115","3","22"
"89","한우진","9,109","6","35"
"90","이춘규","9,101","5","-16"
"91","박진영","9,100","9","-31"
"92","김현찬","9,084","1","0"
"93","박현수","9,083","진 입",""
"94","문민종","9,079","진 입",""
"95","조완규","9,073","1","-5"
"95","오유진","9,073","진 입",""
"95","이형진","9,073","9","-40"
"98","강병권","9,070","2","0"
"99","전영규","9,068","2","0"
"99","유창혁","9,068","1","8"
