"rank","name","rating","rank_change","rating_change"
"1","박정환","9,708","1","-22"
"2","김지석","9,706","1","-19"
"3","이세돌","9,701","2","-52"
"4","최철한","9,610","-","3"
"5","조한승","9,581","1","17"
"6","강동윤","9,569","1","-15"
"7","백홍석","9,557","1","0"
"7","원성진","9,557","1","-7"
"9","박영훈","9,540","-","12"
"10","김승재","9,485","-","-24"
"11","이창호","9,481","-","-1"
"12","윤준상","9,480","-","0"
"13","이영구","9,459","1","-4"
"14","이지현(남)","9,429","1","-40"
"15","나 현","9,423","-","-24"
"16","이동훈","9,422","5","49"
"17","허영호","9,414","-","0"
"18","안성준","9,410","1","22"
"19","목진석","9,401","3","-24"
"20","홍성지","9,384","2","-22"
"21","강유택","9,367","1","-17"
"22","변상일","9,365","1","20"
"23","김정현","9,354","2","28"
"24","안국현","9,335","2","-34"
"25","김기용","9,326","1","-9"
"26","한상훈","9,322","1","14"
"27","한웅규","9,315","1","17"
"27","김세동","9,315","3","52"
"29","안조영","9,289","4","30"
"30","박정상","9,285","1","-8"
"31","이원영","9,276","5","-33"
"32","이태현","9,256","5","13"
"33","한태희","9,242","5","5"
"33","강병권","9,242","1","-18"
"35","진시영","9,239","4","-23"
"36","김주호","9,238","1","-7"
"37","김형우","9,237","3","-12"
"38","홍민표","9,232","3","-13"
"39","조인선","9,225","1","-8"
"40","박승화","9,223","6","25"
"41","안형준","9,220","-","5"
"42","김성진","9,216","3","15"
"43","강승민","9,213","8","30"
"44","이원도","9,203","1","1"
"45","민상연","9,196","3","4"
"46","김현찬","9,195","7","-40"
"46","고근태","9,195","5","12"
"48","류수항","9,194","2","3"
"49","류민형","9,188","4","6"
"49","윤찬희","9,188","2","-8"
"51","김동호","9,180","10","-35"
"52","이춘규","9,178","4","-14"
"53","이호범","9,174","2","2"
"54","송태곤","9,172","4","16"
"55","이희성","9,169","12","-33"
"56","온소진","9,166","2","-12"
"57","황재연","9,161","1","-10"
"58","박준석","9,151","1","-8"
"59","박진솔","9,138","-","-5"
"60","이형진","9,125","1","0"
"61","최기훈","9,121","1","-2"
"62","이상헌","9,114","2","-14"
"63","정두호","9,106","-","-13"
"64","홍기표","9,102","5","12"
"64","최명훈","9,102","5","12"
"66","박민규","9,097","2","-18"
"67","강창배","9,092","1","0"
"68","조훈현","9,089","2","-6"
"69","유창혁","9,088","3","-7"
"70","박시열","9,087","5","-15"
"71","진동규","9,084","-","0"
"72","이범진","9,082","5","17"
"73","김기원","9,068","1","-4"
"74","이현호","9,067","2","-15"
"75","이정우","9,061","-","-6"
"76","양우석","9,057","3","-18"
"77","전영규","9,054","1","-9"
"78","이재웅","9,048","5","27"
"79","김승준","9,046","4","-21"
"80","박승현","9,041","-","-12"
"80","류재형","9,041","1","11"
"80","한종진","9,041","1","-17"
"83","주형욱","9,018","2","-12"
"84","박병규","9,007","4","21"
"85","박경근","9,003","1","-6"
"86","최원용","8,998","8","38"
"87","박정근","8,991","3","19"
"88","박영롱","8,986","2","-8"
"89","서건우","8,983","4","-14"
"90","김현섭","8,974","3","-13"
"91","안달훈","8,973","1","1"
"92","강지성","8,969","-","-2"
"93","박지은","8,968","4","-13"
"93","최홍윤","8,968","3","21"
"95","김수용","8,955","-","-4"
"96","류동완","8,948","3","-15"
"97","백대현","8,944","진 입",""
"98","유재호","8,943","2","15"
"99","김형환","8,942","진 입",""
"100","이상훈(小)","8,937","2","-1"
"100","서봉수","8,937","진 입",""
