"rank","name","rating","rank_change","rating_change"
"1","박정환","9,859","-","-71"
"2","이세돌","9,733","-","-22"
"3","신진서","9,724","-","-19"
"4","김지석","9,682","-","-16"
"5","안성준","9,653","2","18"
"6","박영훈","9,652","1","-37"
"7","강동윤","9,631","1","-34"
"8","이동훈","9,628","1","4"
"9","최철한","9,618","1","-13"
"10","원성진","9,601","-","1"
"11","변상일","9,566","-","-15"
"12","이영구","9,565","1","28"
"13","나 현","9,562","1","-3"
"14","이지현(남)","9,540","2","61"
"14","조한승","9,540","-","21"
"16","강유택","9,469","4","24"
"16","신민준","9,469","8","57"
"18","홍성지","9,454","3","-41"
"19","백홍석","9,441","2","3"
"20","김정현","9,437","2","-20"
"21","목진석","9,432","4","-27"
"22","김명훈","9,429","2","17"
"23","한상훈","9,424","1","0"
"24","윤준상","9,408","1","-8"
"25","진시영","9,407","1","0"
"26","허영호","9,403","7","-50"
"27","김승재","9,396","1","2"
"28","안국현","9,392","1","-9"
"29","박진솔","9,386","3","18"
"30","김현찬","9,385","1","0"
"31","강승민","9,344","-","-28"
"32","김기용","9,335","4","13"
"33","이창호","9,330","3","-43"
"34","민상연","9,326","-","-9"
"35","김세동","9,325","-","0"
"36","박승화","9,320","1","7"
"37","박민규","9,317","4","-39"
"38","한승주","9,314","2","23"
"39","윤찬희","9,313","1","1"
"40","한태희","9,304","2","23"
"41","류민형","9,300","2","26"
"42","이원영","9,292","6","44"
"43","이태현","9,286","3","-5"
"44","한웅규","9,271","-","0"
"45","안조영","9,265","1","15"
"46","이호범","9,263","7","-39"
"47","류수항","9,254","2","-5"
"48","송지훈","9,243","6","40"
"49","김주호","9,242","-","0"
"50","송태곤","9,239","1","-3"
"51","최재영","9,234","8","53"
"52","박정상","9,222","5","-27"
"53","홍기표","9,209","2","-24"
"54","이춘규","9,206","2","0"
"55","김성진","9,204","2","0"
"56","안형준","9,193","1","0"
"57","최 정","9,191","3","-12"
"58","김동호","9,189","2","-10"
"59","고근태","9,175","1","7"
"60","홍민표","9,173","2","-12"
"61","유병용","9,171","2","26"
"62","김형우","9,164","1","0"
"63","조훈현","9,144","1","0"
"64","이원도","9,141","3","0"
"64","이창석","9,141","2","-18"
"66","강병권","9,139","2","0"
"67","조인선","9,135","3","0"
"68","박시열","9,133","3","-10"
"69","김민호","9,132","5","18"
"70","온소진","9,128","2","0"
"71","송상훈","9,126","5","-16"
"72","유창혁","9,125","1","0"
"73","황재연","9,115","4","-21"
"74","이형진","9,112","3","-21"
"75","안정기","9,111","6","21"
"76","최기훈","9,102","1","0"
"77","진동규","9,098","1","0"
"77","박하민","9,098","-","2"
"79","이정우","9,096","2","0"
"80","이희성","9,095","1","0"
"81","이상헌","9,092","1","0"
"82","김진휘","9,089","-","0"
"83","박준석","9,088","-","0"
"84","박영롱","9,086","-","0"
"85","이재웅","9,078","-","0"
"86","이현호","9,073","-","0"
"87","신윤호","9,071","-","0"
"88","박재근","9,063","1","-2"
"89","김수용","9,061","1","-8"
"90","박경근","9,060","1","8"
"91","백찬희","9,058","1","0"
"92","홍무진","9,057","-","10"
"93","이범진","9,042","-","0"
"94","최명훈","9,025","-","0"
"95","박건호","9,022","-","0"
"96","오장욱","9,015","진 입",""
"96","이상훈(小)","9,015","-","0"
"98","한종진","9,014","1","0"
"99","박병규","9,009","1","0"
"100","설현준","9,008","1","0"
