"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,753","1","59"
"2","박정환","9,733","1","-30"
"3","최철한","9,719","-","61"
"4","김지석","9,643","-","-10"
"5","원성진","9,627","-","31"
"6","조한승","9,550","-","-21"
"7","강동윤","9,539","-","-12"
"8","백홍석","9,525","-","-19"
"9","박영훈","9,514","1","26"
"10","김승재","9,494","1","3"
"11","이영구","9,486","-","11"
"12","윤준상","9,485","-","34"
"13","이지현男","9,451","-","3"
"14","이창호","9,445","-","16"
"15","허영호","9,434","-","11"
"16","변상일","9,408","-","-11"
"17","나현","9,407","-","-5"
"18","강유택","9,392","1","0"
"19","목진석","9,380","3","5"
"20","안성준","9,374","-","-14"
"21","홍성지","9,372","3","-38"
"22","안국현","9,366","1","-13"
"23","한상훈","9,332","3","22"
"24","김기용","9,315","5","32"
"25","박정상","9,315","-","-7"
"26","이원영","9,314","2","-11"
"27","이동훈","9,312","4","-18"
"28","강병권","9,286","1","-13"
"29","진시영","9,282","1","18"
"30","민상연","9,252","2","-42"
"31","김동호","9,248","-","-7"
"32","홍민표","9,242","-","-7"
"33","김세동","9,229","8","25"
"34","안조영","9,229","4","21"
"35","한웅규","9,227","1","12"
"36","한태희","9,227","4","19"
"37","강승민","9,225","3","-1"
"38","이태현","9,224","1","11"
"39","이호범","9,215","6","-17"
"40","김정현","9,213","5","-10"
"41","이원도","9,199","2","-9"
"42","김현찬","9,196","-","-2"
"43","윤찬희","9,196","1","0"
"44","박승화","9,189","1","-7"
"45","고근태","9,186","-","-7"
"46","류수항","9,186","-","9"
"47","송태곤","9,178","3","10"
"48","안형준","9,176","1","2"
"49","정두호","9,168","-","-3"
"50","김주호","9,164","2","-9"
"51","김형우","9,161","-","-2"
"52","황재연","9,161","4","18"
"53","홍기표","9,156","8","25"
"54","박준석","9,152","3","17"
"55","류민형","9,151","1","5"
"56","박민규","9,151","4","-6"
"57","이춘규","9,147","3","16"
"58","온소진","9,140","5","-14"
"59","이상헌","9,138","4","-5"
"60","박시열","9,133","5","15"
"61","최기훈","9,130","2","-4"
"62","조훈현","9,128","4","-6"
"63","조인선","9,128","1","-2"
"64","김성진","9,127","8","36"
"65","이형진","9,125","1","0"
"66","김기원","9,120","2","19"
"67","박진솔","9,114","4","-14"
"68","이희성","9,112","1","-1"
"69","유창혁","9,108","-","8"
"70","이현호","9,106","1","10"
"71","강창배","9,105","5","-11"
"72","박승현","9,096","2","-3"
"73","김승준","9,078","2","-2"
"74","전영규","9,076","2","-4"
"75","이정우","9,075","1","-7"
"76","진동규","9,075","3","-11"
"77","이재웅","9,056","1","12"
"78","최명훈","9,051","1","-3"
"79","한종진","9,029","3","19"
"80","양우석","9,027","1","2"
"81","주형욱","9,027","-","15"
"82","서건우","9,018","2","-5"
"83","박영롱","9,014","-","14"
"84","안달훈","8,989","1","15"
"85","김현섭","8,986","9","41"
"86","류재형","8,984","2","-5"
"87","박정근","8,973","1","0"
"88","김수용","8,968","1","0"
"89","박병규","8,966","1","1"
"90","류동완","8,964","2","-4"
"91","염정훈","8,963","-","-1"
"92","이상훈小","8,957","3","-11"
"93","최원용","8,957","1","-2"
"94","강지성","8,951","1","-6"
"95","박지은","8,946","3","10"
"96","유재호","8,944","1","3"
"97","웨량","8,936","2","-8"
"98","옥득진","8,931","2","11"
"99","김형환","8,923","3","-18"
"100","허진","8,922","진 입",""
