"rank","name","rating","rank_change","rating_change"
"1","이창호","20,862","-","755"
"2","이세돌","19,770","-","132"
"3","박영훈","17,883","-","545"
"4","최철한","16,779","-","-257"
"5","조한승","16,524","-","266"
"6","박정상","15,952","-","586"
"7","목진석","15,833","-","529"
"8","이영구","15,009","-","299"
"9","윤준상","14,525","-","-94"
"10","강동윤","14,323","-","127"
"11","안조영","13,835","-","-120"
"12","온소진","13,815","1","-25"
"13","원성진","13,783","1","-77"
"14","김지석","13,721","3","136"
"15","조훈현","13,677","1","-35"
"16","백홍석","13,648","1","-12"
"17","홍성지","13,606","2","127"
"18","고근태","13,581","2","-64"
"19","홍민표","13,508","1","25"
"20","김승준","13,486","-","168"
"21","이희성","12,931","-","-108"
"22","김주호","12,872","-","-23"
"23","허영호","12,870","-","76"
"24","송태곤","12,506","-","-9"
"25","유창혁","12,484","-","-5"
"26","한상훈","12,343","2","100"
"27","이성재","12,328","3","96"
"28","최원용","12,315","1","37"
"29","김기용","12,272","5","320"
"30","안달훈","12,158","4","-123"
"31","루이나이웨이","12,133","2","-102"
"32","서건우","12,119","1","-28"
"33","윤성현","12,039","1","-48"
"34","이정우","11,893","2","-9"
"35","김형우","11,828","2","2"
"36","김성룡","11,822","3","-133"
"37","이재웅","11,756","2","-149"
"38","서봉수","11,698","-","-113"
"39","최명훈","11,687","-","-46"
"40","진동규","11,654","-","-7"
"41","배준희","11,622","1","85"
"42","박승화","11,598","5","156"
"43","윤현석","11,540","2","-67"
"44","조혜연","11,535","-","77"
"45","홍기표","11,493","2","-42"
"46","김만수","11,440","-","-4"
"47","옥득진","11,427","1","6"
"48","김영환","11,403","3","-47"
"49","윤찬희","11,393","1","0"
"50","류재형","11,344","1","-62"
