"rank","name","rating","rank_change","rating_change"
"1","박정환","9,870","-","-8"
"2","신진서","9,793","-","18"
"3","이세돌","9,725","-","-6"
"4","박영훈","9,676","-","0"
"5","최철한","9,670","1","7"
"6","김지석","9,669","1","-4"
"7","이동훈","9,657","-","14"
"8","안성준","9,645","-","10"
"9","강동윤","9,610","-","10"
"10","변상일","9,584","3","30"
"11","이영구","9,575","-","17"
"12","원성진","9,570","2","0"
"13","이지현(남)","9,553","1","-2"
"14","나 현","9,537","2","2"
"15","조한승","9,533","-","-4"
"16","신민준","9,505","2","-35"
"17","윤준상","9,498","3","51"
"18","홍성지","9,497","1","39"
"19","안국현","9,496","1","37"
"20","강유택","9,475","3","-12"
"21","김명훈","9,462","1","26"
"22","허영호","9,457","1","20"
"23","김정현","9,449","2","37"
"24","목진석","9,420","1","-3"
"25","한상훈","9,411","1","-9"
"26","백홍석","9,391","-","-12"
"27","김승재","9,383","1","4"
"28","진시영","9,379","1","-10"
"29","김현찬","9,372","2","0"
"30","박진솔","9,369","1","-9"
"31","강승민","9,362","5","42"
"31","한승주","9,362","1","-12"
"33","김기용","9,345","1","-14"
"34","류민형","9,341","4","25"
"35","박승화","9,333","1","0"
"36","안조영","9,324","3","-23"
"37","민상연","9,316","1","0"
"38","이원영","9,314","5","34"
"39","한태희","9,310","4","-12"
"40","김세동","9,307","-","0"
"41","이창호","9,306","5","-14"
"42","박민규","9,293","1","-11"
"43","윤찬희","9,291","1","1"
"44","이호범","9,268","-","0"
"45","송지훈","9,262","2","6"
"46","이태현","9,258","-","-1"
"47","류수항","9,256","2","-7"
"48","송태곤","9,246","3","12"
"49","홍기표","9,244","5","46"
"50","최재영","9,242","3","26"
"51","한웅규","9,241","3","-1"
"52","김주호","9,238","3","0"
"53","박창명","9,236","4","-2"
"54","최 정","9,229","1","35"
"55","박정상","9,222","3","-3"
"56","김동호","9,204","3","22"
"57","이춘규","9,197","1","13"
"58","안형준","9,186","2","0"
"59","김성진","9,184","2","-1"
"60","김형우","9,168","3","11"
"61","고근태","9,161","1","-6"
"62","홍민표","9,158","1","-3"
"63","이원도","9,156","3","20"
"64","유병용","9,147","2","-13"
"65","조훈현","9,144","1","0"
"66","온소진","9,143","1","0"
"67","김민호","9,134","8","18"
"68","황재연","9,133","1","-2"
"69","송상훈","9,126","-","-6"
"70","유창혁","9,125","2","0"
"71","박시열","9,124","3","-10"
"71","조인선","9,124","1","-6"
"73","박재근","9,120","2","-6"
"74","최기훈","9,119","-","1"
"75","박하민","9,117","1","3"
"75","강병권","9,117","2","-7"
"77","설현준","9,105","3","14"
"77","홍무진","9,105","7","20"
"77","이형진","9,105","3","14"
"80","안정기","9,099","3","-10"
"81","박건호","9,094","10","28"
"81","이창석","9,094","2","-10"
"81","진동규","9,094","4","-15"
"84","박준석","9,089","4","12"
"85","이희성","9,082","3","-7"
"86","이정우","9,080","4","-9"
"87","박영롱","9,078","-","-1"
"88","김진휘","9,075","2","-6"
"89","신윤호","9,071","-","0"
"90","이상헌","9,065","5","-18"
"91","김남훈","9,052","진 입",""
"91","이재웅","9,052","-","-14"
"93","백찬희","9,047","2","0"
"94","박경근","9,046","4","-23"
"95","이범진","9,044","1","-6"
"96","김수용","9,041","-","2"
"97","이현호","9,040","4","-15"
"98","최명훈","9,024","1","-7"
"99","강지성","9,023","1","0"
"100","정두호","9,013","-","0"
