"rank","name","rating","rank_change","rating_change"
"1","박정환","9,950","-","52"
"2","김지석","9,815","-","20"
"3","이세돌","9,706","-","-74"
"4","최철한","9,690","-","-25"
"5","박영훈","9,586","-","8"
"6","백홍석","9,541","1","-2"
"7","원성진","9,533","1","4"
"8","강동윤","9,529","2","-22"
"9","조한승","9,501","-","-20"
"10","나 현","9,498","5","62"
"11","목진석","9,479","2","14"
"12","이지현(남)","9,478","2","-23"
"13","이영구","9,476","2","-14"
"14","윤준상","9,469","2","-11"
"15","안성준","9,439","1","21"
"16","김정현","9,426","2","-31"
"17","이창호","9,413","-","-4"
"18","홍성지","9,406","-","0"
"19","변상일","9,395","1","-11"
"20","허영호","9,390","-","-9"
"21","김승재","9,388","-","0"
"22","안국현","9,385","1","47"
"23","이원영","9,372","1","36"
"23","강유택","9,372","1","12"
"25","이동훈","9,349","-","14"
"26","김세동","9,316","-","-11"
"27","김기용","9,311","-","-8"
"28","류수항","9,309","1","2"
"29","진시영","9,305","14","88"
"30","안조영","9,293","2","22"
"31","한상훈","9,291","3","-22"
"32","김주호","9,286","1","14"
"33","김성진","9,280","2","20"
"34","한웅규","9,272","2","16"
"35","박승화","9,271","2","5"
"36","박정상","9,261","-","5"
"37","이춘규","9,259","1","11"
"38","한태희","9,255","8","-25"
"39","홍민표","9,247","5","-18"
"40","민상연","9,246","1","28"
"41","김현찬","9,236","7","28"
"42","신진서","9,235","3","12"
"43","신민준","9,232","2","22"
"44","김진휘","9,219","15","55"
"45","한승주","9,206","4","-12"
"46","윤찬희","9,205","4","14"
"47","송태곤","9,204","7","-18"
"48","안형준","9,201","4","-15"
"48","강승민","9,201","4","17"
"50","강병권","9,200","1","-3"
"51","이태현","9,199","5","23"
"52","이호범","9,198","7","-12"
"53","온소진","9,183","-","0"
"53","류민형","9,183","2","-5"
"55","이원도","9,182","1","0"
"56","김형우","9,180","11","-30"
"57","이희성","9,176","-","1"
"58","고근태","9,166","1","-9"
"59","김동호","9,160","4","11"
"60","황재연","9,156","5","-21"
"60","박민규","9,156","13","75"
"62","박준석","9,154","2","-6"
"63","조인선","9,149","2","9"
"64","최기훈","9,148","2","-6"
"64","박진솔","9,148","3","-10"
"66","조훈현","9,130","-","0"
"67","이형진","9,126","-","0"
"68","홍기표","9,125","4","-16"
"69","이상헌","9,119","1","-2"
"70","진동규","9,098","1","-8"
"71","박시열","9,092","4","16"
"72","최명훈","9,091","-","3"
"73","유창혁","9,087","6","24"
"73","강창배","9,087","2","-5"
"75","정두호","9,074","5","-23"
"76","양우석","9,071","2","5"
"77","이현호","9,066","4","8"
"78","이정우","9,064","2","-7"
"79","주형욱","9,063","5","31"
"80","이범진","9,062","-","0"
"81","이재웅","9,061","4","-7"
"82","전영규","9,058","8","-21"
"83","박병규","9,042","1","-5"
"84","박승현","9,035","1","0"
"85","박경근","9,019","1","-1"
"86","김승준","9,015","3","14"
"87","김기원","9,012","2","-16"
"87","박영롱","9,012","2","11"
"89","한종진","9,010","2","15"
"89","강지성","9,010","2","-7"
"91","류재형","8,995","3","-17"
"92","최홍윤","8,978","1","-1"
"93","최 정","8,975","진 입",""
"94","이상훈(小)","8,971","2","-9"
"95","안달훈","8,969","1","0"
"95","서봉수","8,969","3","10"
"97","김현섭","8,965","1","-2"
"98","박정근","8,957","3","-11"
"99","최원용","8,956","1","-3"
"100","유재호","8,954","진 입",""
