"rank","name","rating","rank_change","rating_change"
"1","박정환","9,950","진 입",""
"2","김지석","9,847","진 입",""
"3","이세돌","9,757","진 입",""
"4","강동윤","9,663","진 입",""
"5","최철한","9,621","진 입",""
"6","박영훈","9,603","진 입",""
"7","백홍석","9,562","진 입",""
"8","김승재","9,513","진 입",""
"9","원성진","9,509","진 입",""
"10","안성준","9,484","진 입",""
"11","이영구","9,476","진 입",""
"12","나 현","9,468","진 입",""
"13","윤준상","9,463","진 입",""
"14","김정현","9,450","진 입",""
"15","이지현(남)","9,444","진 입",""
"16","변상일","9,439","진 입",""
"17","조한승","9,435","진 입",""
"18","안국현","9,421","진 입",""
"19","이원영","9,418","진 입",""
"20","목진석","9,406","진 입",""
"21","홍성지","9,403","진 입",""
"22","강유택","9,402","진 입",""
"23","허영호","9,380","진 입",""
"24","이동훈","9,379","진 입",""
"25","이창호","9,363","진 입",""
"26","박승화","9,355","진 입",""
"27","김현찬","9,347","진 입",""
"28","한상훈","9,336","진 입",""
"29","김세동","9,333","진 입",""
"30","강승민","9,324","진 입",""
"31","신진서","9,314","진 입",""
"31","김주호","9,314","진 입",""
"33","진시영","9,294","진 입",""
"34","박정상","9,289","진 입",""
"35","한태희","9,287","진 입",""
"36","송태곤","9,278","진 입",""
"37","김동호","9,276","진 입",""
"38","김기용","9,272","진 입",""
"39","민상연","9,271","진 입",""
"40","홍민표","9,269","진 입",""
"41","한승주","9,265","진 입",""
"42","안형준","9,263","진 입",""
"43","류민형","9,260","진 입",""
"44","박진솔","9,253","진 입",""
"44","김성진","9,253","진 입",""
"46","이춘규","9,248","진 입",""
"47","류수항","9,246","진 입",""
"48","이태현","9,239","진 입",""
"49","한웅규","9,233","진 입",""
"50","황재연","9,228","진 입",""
"51","이호범","9,224","진 입",""
"52","김진휘","9,219","진 입",""
"53","신민준","9,208","진 입",""
"54","박민규","9,203","진 입",""
"55","송상훈","9,202","진 입",""
"55","안조영","9,202","진 입",""
"57","윤찬희","9,199","진 입",""
"58","박준석","9,195","진 입",""
"59","고근태","9,182","진 입",""
"60","온소진","9,174","진 입",""
"61","박시열","9,173","진 입",""
"62","이원도","9,172","진 입",""
"63","김형우","9,167","진 입",""
"64","강병권","9,160","진 입",""
"65","이형진","9,159","진 입",""
"66","이상헌","9,146","진 입",""
"67","홍기표","9,143","진 입",""
"68","조인선","9,131","진 입",""
"69","진동규","9,120","진 입",""
"70","조훈현","9,119","진 입",""
"71","이정우","9,111","진 입",""
"72","이희성","9,106","진 입",""
"73","유창혁","9,100","진 입",""
"73","이재웅","9,100","진 입",""
"75","최기훈","9,097","진 입",""
"76","신윤호","9,088","진 입",""
"77","강창배","9,076","진 입",""
"78","이현호","9,068","진 입",""
"79","이범진","9,062","진 입",""
"80","최명훈","9,059","진 입",""
"81","박병규","9,056","진 입",""
"82","정두호","9,050","진 입",""
"83","전영규","9,031","진 입",""
"84","한종진","9,025","진 입",""
"85","박영롱","9,020","진 입",""
"86","양우석","9,013","진 입",""
"87","강지성","9,008","진 입",""
"88","주형욱","8,997","진 입",""
"89","김수용","8,993","진 입",""
"90","박승현","8,992","진 입",""
"91","박경근","8,991","진 입",""
"92","김승준","8,985","진 입",""
"92","이상훈(小)","8,985","진 입",""
"94","류재형","8,981","진 입",""
"95","안달훈","8,971","진 입",""
"96","최홍윤","8,967","진 입",""
"97","박정근","8,965","진 입",""
"98","최원용","8,964","진 입",""
"99","서봉수","8,961","진 입",""
"100","서건우","8,956","진 입",""
"100","최 정","8,956","진 입",""
