"rank","name","rating","rank_change","rating_change"
"1","박정환","10,051","-","27"
"2","신진서","9,852","-","5"
"3","이세돌","9,757","-","23"
"4","김지석","9,737","-","18"
"5","변상일","9,622","-","0"
"6","안성준","9,603","2","0"
"7","박영훈","9,601","-","-5"
"8","나 현","9,600","2","-11"
"9","이동훈","9,592","2","14"
"10","최철한","9,585","1","4"
"11","신민준","9,584","1","5"
"12","김명훈","9,574","1","15"
"13","이영구","9,568","1","6"
"14","강동윤","9,528","4","25"
"15","조한승","9,520","1","-13"
"15","이지현(남)","9,520","-","-8"
"17","원성진","9,508","1","-15"
"18","홍성지","9,506","1","10"
"19","윤준상","9,501","2","-12"
"20","박진솔","9,489","-","0"
"21","강유택","9,456","-","-8"
"22","강승민","9,444","-","-6"
"23","안국현","9,439","-","4"
"24","김승재","9,428","1","22"
"25","이원영","9,422","-","16"
"26","허영호","9,414","2","-9"
"27","한태희","9,403","-","15"
"28","김정현","9,397","1","9"
"29","백홍석","9,396","2","8"
"30","류민형","9,384","-","11"
"31","한승주","9,363","1","4"
"32","김현찬","9,358","1","-7"
"33","송지훈","9,345","-","-5"
"34","이창호","9,341","2","18"
"35","목진석","9,318","1","-15"
"36","민상연","9,316","1","0"
"37","박승화","9,313","2","-11"
"38","류수항","9,305","-","-6"
"39","송태곤","9,300","-","1"
"40","안조영","9,295","1","5"
"41","홍기표","9,290","1","1"
"42","윤찬희","9,286","-","-3"
"43","박민규","9,284","1","-4"
"43","최 정","9,284","6","19"
"45","최재영","9,281","6","18"
"46","김세동","9,280","6","-11"
"47","진시영","9,279","3","-9"
"48","이창석","9,271","-","4"
"49","김기용","9,268","3","-5"
"49","한상훈","9,268","2","-1"
"51","이태현","9,263","-","0"
"52","이호범","9,257","2","-7"
"53","설현준","9,242","1","-6"
"54","박정상","9,239","1","-6"
"55","박창명","9,236","2","-23"
"56","한웅규","9,232","-","-6"
"57","김주호","9,224","-","-4"
"58","고근태","9,204","-","-2"
"59","이원도","9,195","-","-3"
"60","안형준","9,192","1","0"
"61","이춘규","9,177","1","-2"
"61","송규상","9,177","1","-20"
"63","김형우","9,173","1","2"
"64","온소진","9,168","1","3"
"64","안정기","9,168","12","52"
"66","김동호","9,163","-","0"
"66","홍민표","9,163","3","-9"
"68","김성진","9,152","1","2"
"69","조훈현","9,144","1","0"
"70","조인선","9,134","-","-2"
"71","박하민","9,128","9","19"
"71","이형진","9,128","6","15"
"73","박재근","9,127","2","-6"
"74","위태웅","9,126","5","-12"
"75","유병용","9,125","7","22"
"75","유창혁","9,125","3","0"
"77","홍무진","9,121","3","0"
"78","송상훈","9,120","-","9"
"78","박건호","9,120","3","14"
"80","박준석","9,119","5","2"
"81","김민호","9,114","9","-11"
"82","최기훈","9,107","4","-4"
"83","진동규","9,094","1","0"
"84","박시열","9,093","1","-6"
"85","김진휘","9,089","-","0"
"86","강병권","9,088","-","0"
"87","이정우","9,084","1","5"
"88","박영롱","9,081","1","1"
"89","황재연","9,077","-","0"
"90","이상헌","9,075","-","0"
"90","백찬희","9,075","-","0"
"92","이희성","9,067","-","-3"
"93","신윤호","9,065","-","-4"
"94","이범진","9,061","-","0"
"95","이재웅","9,056","1","5"
"96","최명훈","9,055","1","0"
"97","박경근","9,050","-","2"
"98","김남훈","9,042","1","3"
"99","유재호","9,041","1","-4"
"100","이현호","9,028","-","0"
