"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,818","-","-16"
"2","박정환","9,688","-","-6"
"3","김지석","9,632","3","53"
"4","박영훈","9,620","1","26"
"5","조한승","9,611","1","9"
"6","최철한","9,609","3","-26"
"7","백홍석","9,566","-","0"
"8","원성진","9,564","-","15"
"9","강동윤","9,564","-","28"
"10","이영구","9,502","1","-4"
"11","김승재","9,487","1","-25"
"12","윤준상","9,480","-","0"
"13","이창호","9,460","-","0"
"14","이지현男","9,450","-","4"
"15","나현","9,434","-","-3"
"16","허영호","9,413","-","0"
"17","목진석","9,399","1","9"
"18","변상일","9,397","1","2"
"19","강유택","9,386","1","-1"
"20","이동훈","9,377","1","-11"
"21","홍성지","9,374","1","6"
"22","안성준","9,373","1","-7"
"23","안국현","9,357","-","3"
"24","김기용","9,335","-","-9"
"25","한상훈","9,330","-","4"
"26","이원영","9,328","-","5"
"27","진시영","9,295","1","6"
"28","한웅규","9,288","1","4"
"29","박정상","9,282","2","-8"
"30","강병권","9,264","1","0"
"31","김정현","9,260","1","-10"
"32","김세동","9,249","-","-6"
"33","홍민표","9,245","-","-3"
"34","안조영","9,241","2","9"
"35","김동호","9,234","1","-8"
"36","민상연","9,233","1","0"
"37","이원도","9,219","3","-2"
"39","이태현","9,214","1","-9"
"38","김현찬","9,214","1","-17"
"40","이호범","9,211","1","-12"
"41","강승민","9,210","1","-3"
"42","김주호","9,209","5","27"
"43","한태희","9,206","2","-9"
"44","윤찬희","9,196","1","0"
"45","이춘규","9,192","3","12"
"46","황재연","9,185","-","2"
"47","고근태","9,183","3","-10"
"48","류수항","9,176","3","-12"
"50","이희성","9,171","9","31"
"49","송태곤","9,171","5","20"
"51","온소진","9,168","11","39"
"52","안형준","9,165","3","-13"
"53","박승화","9,163","3","-13"
"54","조인선","9,161","14","50"
"55","김형우","9,160","2","9"
"56","박준석","9,154","4","0"
"57","류민형","9,147","6","-8"
"58","정두호","9,137","3","-12"
"59","홍기표","9,129","3","-20"
"60","박민규","9,128","2","-15"
"61","이상헌","9,127","-","-6"
"62","김성진","9,126","5","-18"
"63","이형진","9,125","-","0"
"64","최기훈","9,124","4","-10"
"65","박진솔","9,118","1","-1"
"66","박시열","9,114","1","-7"
"67","유창혁","9,113","-","-7"
"68","조훈현","9,110","4","-14"
"69","이현호","9,103","-","-1"
"70","김기원","9,101","3","15"
"71","강창배","9,092","1","0"
"73","진동규","9,089","2","0"
"72","박승현","9,089","2","15"
"74","최명훈","9,087","2","-2"
"75","이범진","9,077","4","36"
"76","김승준","9,075","1","16"
"77","전영규","9,071","2","0"
"78","이정우","9,063","-","7"
"79","양우석","9,056","3","33"
"80","한종진","9,052","4","-9"
"81","류재형","9,051","5","69"
"82","이재웅","9,028","1","3"
"83","박영롱","9,012","3","-17"
"84","박경근","9,004","-","2"
"85","서건우","8,994","2","-15"
"86","박병규","8,991","7","33"
"87","안달훈","8,987","1","10"
"88","주형욱","8,985","3","-14"
"89","김현섭","8,984","-","16"
"90","강지성","8,983","1","21"
"91","박지은","8,975","1","12"
"92","박정근","8,968","5","-9"
"93","최원용","8,961","1","8"
"94","김수용","8,960","2","0"
"95","류동완","8,948","-","-4"
"96","이상훈小","8,946","-","-6"
"97","염정훈","8,943","-","-3"
"98","허진","8,943","-","0"
"99","유재호","8,940","1","9"
"100","강훈(小)","8,933","1","-4"
