"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,825","-","72"
"2","박정환","9,693","-","-40"
"3","최철한","9,663","-","-56"
"4","원성진","9,645","1","18"
"5","김지석","9,596","1","-47"
"6","조한승","9,563","-","13"
"7","백홍석","9,560","1","35"
"8","강동윤","9,540","1","1"
"9","박영훈","9,530","-","16"
"10","김승재","9,513","-","19"
"11","이영구","9,493","-","7"
"12","윤준상","9,489","-","4"
"13","이지현(남)","9,453","-","2"
"14","이창호","9,446","-","1"
"15","나 현","9,429","2","22"
"16","허영호","9,419","1","-15"
"17","변상일","9,393","1","-15"
"18","강유택","9,392","-","0"
"19","안성준","9,385","1","11"
"20","목진석","9,380","1","0"
"21","홍성지","9,362","-","-10"
"22","안국현","9,354","-","-12"
"23","이동훈","9,345","4","33"
"24","이원영","9,330","2","16"
"25","한상훈","9,329","2","-3"
"26","김기용","9,315","2","0"
"27","박정상","9,290","3","-25"
"28","진시영","9,284","1","2"
"29","강병권","9,277","1","-9"
"30","안조영","9,253","3","24"
"31","한웅규","9,250","4","23"
"32","김동호","9,249","1","1"
"33","민상연","9,244","3","-8"
"33","김세동","9,244","-","15"
"35","홍민표","9,242","3","0"
"36","김정현","9,231","4","18"
"37","한태희","9,223","2","-4"
"38","이태현","9,220","-","-4"
"39","이호범","9,218","-","3"
"39","강승민","9,218","2","-7"
"41","이원도","9,214","-","15"
"42","황재연","9,199","9","38"
"43","김현찬","9,198","1","2"
"44","윤찬희","9,196","2","0"
"45","고근태","9,195","-","9"
"46","류수항","9,185","1","-1"
"47","김주호","9,182","3","18"
"48","박승화","9,178","4","-11"
"48","이춘규","9,178","9","31"
"50","류민형","9,171","5","20"
"51","정두호","9,166","2","-2"
"52","안형준","9,165","4","-11"
"53","송태곤","9,157","6","-21"
"54","박민규","9,149","1","-2"
"55","김형우","9,147","4","-14"
"56","홍기표","9,146","3","-10"
"57","최기훈","9,139","4","9"
"58","박준석","9,137","4","-15"
"59","온소진","9,135","1","-5"
"60","이상헌","9,134","1","-4"
"61","이현호","9,132","9","26"
"62","유창혁","9,131","7","23"
"63","김성진","9,129","1","2"
"64","박시열","9,127","4","-6"
"65","조훈현","9,126","3","-2"
"66","이형진","9,125","1","0"
"67","조인선","9,120","5","-8"
"68","박진솔","9,109","1","-5"
"69","이희성","9,107","1","-5"
"70","강창배","9,092","1","-13"
"71","김기원","9,091","5","-29"
"72","진동규","9,082","3","7"
"73","박승현","9,076","1","-20"
"74","최명훈","9,074","4","23"
"75","전영규","9,070","1","-6"
"76","김승준","9,069","3","-9"
"77","이정우","9,061","2","-14"
"78","이범진","9,049","진 입",""
"79","양우석","9,028","1","1"
"80","이재웅","9,024","3","-32"
"81","한종진","9,016","2","-13"
"82","서건우","9,012","-","-6"
"83","주형욱","9,010","3","-17"
"84","박영롱","9,004","1","-10"
"85","안달훈","8,985","1","-4"
"85","김현섭","8,985","-","-1"
"87","류재형","8,982","1","-2"
"88","박정근","8,976","1","3"
"89","김수용","8,968","1","0"
"90","박지은","8,963","5","17"
"91","박병규","8,960","2","-6"
"92","류동완","8,958","2","-6"
"93","허 진","8,957","7","35"
"94","강지성","8,955","-","4"
"95","염정훈","8,954","4","-9"
"96","이상훈(小)","8,952","4","-5"
"97","최원용","8,947","5","-10"
"98","유재호","8,938","2","-6"
"100","김형환","8,918","1","-5"
"100","박승철","8,918","진 입",""
