"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,743","-","-16"
"2","이창호","9,639","1","48"
"3","강동윤","9,578","1","-26"
"4","박영훈","9,550","-","14"
"5","최철한","9,502","-","3"
"6","조한승","9,448","-","-25"
"7","목진석","9,434","2","-11"
"8","원성진","9,414","1","-58"
"9","허영호","9,414","1","-5"
"10","윤준상","9,408","2","-38"
"11","한웅규","9,378","진 입",""
"12","이영구","9,375","-","-3"
"13","박정상","9,353","2","-41"
"14","김지석","9,345","2","20"
"15","강유택","9,336","-","9"
"16","박정환","9,331","3","-2"
"17","백홍석","9,330","3","-3"
"18","한상훈","9,312","1","-10"
"19","홍성지","9,295","-","29"
"20","이춘규","9,271","-","8"
"21","안조영","9,270","3","-7"
"22","홍민표","9,266","2","44"
"23","조훈현","9,253","2","-8"
"24","류동완","9,229","2","-18"
"25","이원도","9,222","2","-11"
"26","김형우","9,176","1","-9"
"27","고근태","9,166","1","13"
"28","박승화","9,156","-","13"
"29","최명훈","9,134","2","8"
"30","송태곤","9,133","3","-13"
"31","김주호","9,126","2","5"
"32","김승재","9,124","3","10"
"33","이희성","9,116","3","-12"
"34","윤찬희","9,106","-","-10"
"35","유창혁","9,105","3","-16"
"36","이현호","9,104","7","-25"
"37","온소진","9,094","1","-19"
"38","진동규","9,077","1","20"
"39","진시영","9,076","2","-14"
"40","이정우","9,067","4","45"
"41","최원용","9,057","1","6"
"42","김기용","9,043","4","-17"
"43","이태현","9,041","4","36"
"44","김승준","9,031","1","10"
"45","전영규","9,020","1","10"
"46","안달훈","9,011","3","-11"
"47","백대현","9,009","6","-30"
"48","배준희","9,008","6","-16"
"49","윤성현","9,006","진 입",""
"50","이재웅","8,994","진 입",""
