"rank","name","rating","rank_change","rating_change"
"1","신진서","10,052","1","26"
"2","박정환","10,020","1","-11"
"3","신민준","9,746","1","40"
"4","이동훈","9,708","1","33"
"5","변상일","9,700","2","-29"
"6","김지석","9,644","-","-7"
"7","강동윤","9,637","1","15"
"8","박영훈","9,628","1","-1"
"9","이지현(남)","9,586","-","-3"
"10","안성준","9,571","-","0"
"11","최철한","9,562","2","28"
"12","나 현","9,545","1","-13"
"13","홍성지","9,531","2","19"
"14","안국현","9,527","-","0"
"15","이영구","9,521","3","-28"
"16","김명훈","9,506","4","38"
"17","최 정","9,494","-","17"
"18","윤준상","9,491","1","22"
"19","조한승","9,476","3","-3"
"20","박진솔","9,460","2","-12"
"21","강유택","9,459","-","-7"
"22","원성진","9,442","-","-2"
"23","박하민","9,439","1","17"
"24","백홍석","9,437","3","38"
"25","강승민","9,433","3","49"
"26","송지훈","9,422","3","-20"
"27","이원영","9,401","2","-14"
"28","김승재","9,398","2","-14"
"29","허영호","9,373","5","30"
"30","김정현","9,371","1","-9"
"31","윤찬희","9,370","4","33"
"32","한승주","9,364","4","28"
"33","설현준","9,363","1","2"
"34","최재영","9,356","3","33"
"35","박민규","9,354","5","-19"
"36","박승화","9,346","5","-17"
"37","이창석","9,345","2","29"
"38","진시영","9,339","2","32"
"39","정서준","9,308","6","-44"
"40","목진석","9,299","1","0"
"41","이창호","9,294","2","0"
"42","문유빈","9,284","2","-2"
"43","한상훈","9,271","5","-47"
"44","한태희","9,264","2","-34"
"45","류수항","9,259","3","-1"
"46","이태현","9,251","-","-12"
"47","안정기","9,242","2","-17"
"48","박상진","9,236","5","-8"
"49","홍기표","9,235","1","-23"
"50","민상연","9,232","5","-35"
"51","박건호","9,231","5","-32"
"52","류민형","9,225","4","-5"
"53","한웅규","9,224","6","10"
"53","송태곤","9,224","2","-27"
"55","김기용","9,222","1","-20"
"56","고근태","9,217","2","0"
"56","김세동","9,217","9","23"
"56","이원도","9,217","4","-31"
"59","김현찬","9,216","2","8"
"60","심재익","9,211","9","44"
"61","최광호","9,206","1","3"
"62","송규상","9,205","7","-30"
"63","박정상","9,202","4","-12"
"64","안조영","9,200","7","-22"
"65","안형준","9,199","1","0"
"66","김주호","9,195","3","-6"
"67","김형우","9,185","7","32"
"68","이호범","9,182","2","-7"
"68","박재근","9,182","2","19"
"70","이춘규","9,175","2","7"
"71","박창명","9,172","4","0"
"72","김창훈","9,165","진 입",""
"73","이호승","9,155","2","-3"
"74","홍무진","9,154","2","0"
"75","홍민표","9,150","3","-4"
"76","이형진","9,147","1","-3"
"77","조훈현","9,144","1","0"
"78","유창혁","9,143","-","-1"
"79","김성진","9,139","3","-10"
"80","온소진","9,138","2","4"
"80","김진휘","9,138","3","-9"
"82","유병용","9,136","2","-6"
"83","위태웅","9,128","2","-10"
"84","김동호","9,114","1","-3"
"85","조인선","9,105","1","-10"
"86","강병권","9,088","1","0"
"87","박종훈","9,082","7","29"
"88","진동규","9,080","1","0"
"89","최명훈","9,077","진 입",""
"90","이정우","9,074","2","-4"
"90","박준석","9,074","4","-12"
"92","박시열","9,062","진 입",""
"93","김희수","9,059","4","-3"
"94","오유진","9,055","-","2"
"95","이범진","9,053","1","0"
"96","이희성","9,050","1","2"
"96","백찬희","9,050","6","-11"
"96","송상훈","9,050","4","-7"
"99","김남훈","9,049","8","-11"
"99","이상헌","9,049","7","-8"
