"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,704","-","-61"
"2","박정환","9,657","-","11"
"3","원성진","9,616","2","43"
"4","최철한","9,606","1","28"
"5","이창호","9,580","1","6"
"6","강동윤","9,579","-","12"
"7","조한승","9,555","1","10"
"8","이영구","9,533","1","-17"
"9","김지석","9,522","-","-14"
"10","박영훈","9,493","-","-19"
"11","허영호","9,492","-","-8"
"12","윤준상","9,463","-","4"
"13","목진석","9,460","1","19"
"14","강유택","9,429","1","-19"
"15","백홍석","9,426","-","20"
"16","나현","9,385","진 입",""
"17","이지현男","9,363","1","-19"
"18","안국현","9,360","1","7"
"19","김기용","9,350","1","26"
"20","김승재","9,342","2","-9"
"21","박정상","9,329","-","10"
"22","김정현","9,310","3","-27"
"23","홍성지","9,282","4","25"
"24","한상훈","9,275","2","-4"
"25","한웅규","9,273","1","10"
"26","안조영","9,267","-","9"
"27","김동호","9,265","2","4"
"28","홍민표","9,264","5","0"
"29","김기원","9,240","1","27"
"30","박승화","9,227","2","-9"
"31","고근태","9,224","1","22"
"32","이태현","9,222","3","-10"
"33","이원영","9,221","2","33"
"34","진시영","9,218","3","13"
"35","안성준","9,211","3","39"
"36","한태희","9,198","진 입",""
"37","윤찬희","9,196","4","0"
"38","조훈현","9,193","1","15"
"39","김주호","9,185","3","0"
"40","김형우","9,172","1","3"
"41","안형준","9,166","7","-25"
"42","이원도","9,164","2","0"
"43","이춘규","9,148","1","0"
"44","온소진","9,144","3","-18"
"45","홍기표","9,130","-","12"
"46","이형진","9,125","3","0"
"47","강창배","9,119","3","0"
"48","유창혁","9,110","2","0"
"49","송태곤","9,109","1","6"
"50","김승준","9,095","3","-9"
"51","전영규","9,095","1","0"
"52","이현호","9,091","1","0"
"53","김세동","9,090","1","12"
"54","이희성","9,089","2","-1"
"55","이호범","9,084","2","0"
"56","박시열","9,075","-","0"
"57","진동규","9,072","2","-6"
"58","류민형","9,064","1","0"
"59","이정우","9,064","10","-33"
"60","서건우","9,056","2","0"
"61","박승현","9,052","2","0"
"62","최기훈","9,048","1","17"
"63","최명훈","9,033","3","-11"
"64","박진솔","9,027","1","19"
"65","류동완","9,023","3","0"
"66","박지은","9,020","2","12"
"67","주형욱","9,014","4","0"
"68","이재웅","9,003","2","0"
"69","박정근","9,002","2","0"
"70","안달훈","8,996","2","0"
"72","최원용","8,981","2","0"
"71","류재형","8,981","2","-6"
"73","허진","8,979","-","13"
"74","김수용","8,968","3","0"
"75","박병규","8,966","3","0"
"76","강지성","8,960","1","0"
"77","한종진","8,956","4","22"
"78","유재호","8,954","2","0"
"79","염정훈","8,952","2","0"
"80","위에량","8,949","6","-13"
"81","배준희","8,944","2","0"
"82","이상훈小","8,937","2","0"
"83","윤성현","8,936","5","-13"
"84","박승철","8,926","2","0"
"85","백대현","8,925","2","0"
"86","루이나이웨이","8,921","1","6"
"87","윤현석","8,910","3","-8"
"88","김영삼","8,907","2","-5"
"89","김성룡","8,896","-","10"
"90","김현섭","8,892","3","-11"
"91","서봉수","8,886","1","12"
"93","이상훈大","8,884","-","12"
"92","김형환","8,884","2","2"
"94","이성재","8,882","6","-6"
"95","조혜연","8,867","4","-12"
"96","안영길","8,863","2","0"
"97","옥득진","8,863","2","0"
"98","이용수","8,855","2","-3"
"99","윤혁","8,847","2","0"
"100","최규병","8,830","2","-6"
