"rank","name","rating","rank_change","rating_change"
"1","이창호","20,107","1","770"
"2","이세돌","19,638","1","-62"
"3","박영훈","17,338","1","895"
"4","최철한","17,036","1","-83"
"5","조한승","16,258","-","430"
"6","박정상","15,366","-","62"
"7","목진석","15,304","-","650"
"8","이영구","14,710","1","346"
"9","윤준상","14,619","1","35"
"10","강동윤","14,196","6","687"
"11","안조영","13,955","1","13"
"12","원성진","13,860","1","161"
"13","온소진","13,840","2","-15"
"14","조훈현","13,712","1","133"
"15","백홍석","13,660","1","-7"
"16","고근태","13,645","4","-61"
"17","김지석","13,585","-","306"
"18","홍민표","13,483","1","300"
"19","홍성지","13,479","1","222"
"20","김승준","13,318","-","340"
"21","이희성","13,039","-","212"
"22","김주호","12,895","1","272"
"23","허영호","12,794","1","117"
"24","송태곤","12,515","1","28"
"25","유창혁","12,489","1","-38"
"26","안달훈","12,281","1","10"
"27","최원용","12,278","1","21"
"28","한상훈","12,243","6","333"
"29","루이나이웨이","12,235","3","-78"
"30","이성재","12,232","-","244"
"31","서건우","12,147","2","96"
"32","윤성현","12,087","-","126"
"33","김성룡","11,955","2","135"
"34","김기용","11,952","8","517"
"35","이재웅","11,905","2","-32"
"36","이정우","11,902","2","194"
"37","김형우","11,826","-","43"
"38","서봉수","11,811","7","-165"
"39","최명훈","11,733","3","-83"
"40","진동규","11,661","1","3"
"41","윤현석","11,607","-","145"
"42","배준희","11,537","진 입",""
"43","홍기표","11,535","진 입",""
"44","조혜연","11,458","5","175"
"45","김영환","11,450","2","34"
"46","김만수","11,444","2","65"
"47","박승화","11,442","1","153"
"48","옥득진","11,421","2","151"
"49","류재형","11,406","9","-57"
"50","윤찬희","11,393","진 입",""
