"rank","name","rating","rank_change","rating_change"
"1","박정환","9,896","-","-41"
"2","이세돌","9,813","-","12"
"3","김지석","9,702","-","-17"
"4","강동윤","9,693","1","11"
"5","박영훈","9,688","1","4"
"6","최철한","9,668","-","37"
"7","나 현","9,565","-","12"
"8","안성준","9,535","1","9"
"9","이동훈","9,532","1","-10"
"10","윤준상","9,508","-","20"
"11","안국현","9,480","1","13"
"12","조한승","9,476","2","22"
"12","이영구","9,476","1","0"
"14","원성진","9,472","1","20"
"15","허영호","9,469","9","64"
"16","백홍석","9,459","3","1"
"17","김정현","9,453","-","9"
"18","홍성지","9,443","3","10"
"19","신진서","9,442","3","13"
"20","김승재","9,437","2","-1"
"21","김명훈","9,427","2","-9"
"22","변상일","9,422","4","43"
"23","한상훈","9,412","-","-11"
"24","이지현(남)","9,408","8","-39"
"24","목진석","9,408","5","-28"
"26","강유택","9,394","3","35"
"27","진시영","9,379","2","-15"
"28","김현찬","9,371","3","22"
"29","김세동","9,350","2","-27"
"30","신민준","9,337","9","57"
"31","박승화","9,336","3","-39"
"32","김기용","9,335","4","26"
"33","민상연","9,334","1","3"
"34","이창호","9,326","3","29"
"35","박정상","9,323","5","-30"
"36","류민형","9,319","4","40"
"37","이원영","9,311","4","-14"
"38","윤찬희","9,301","3","30"
"39","박민규","9,297","1","9"
"40","이태현","9,294","6","-30"
"41","강승민","9,292","6","-28"
"42","김동호","9,286","1","40"
"43","류수항","9,280","10","63"
"44","박진솔","9,260","7","33"
"45","송태곤","9,253","3","-5"
"46","한웅규","9,250","1","9"
"47","안조영","9,246","6","29"
"48","이호범","9,245","1","5"
"49","이춘규","9,237","3","-5"
"49","홍민표","9,237","3","13"
"51","한태희","9,228","8","-18"
"52","김성진","9,225","2","-4"
"53","김주호","9,213","8","-31"
"54","안형준","9,206","7","-35"
"55","온소진","9,186","-","-7"
"56","이원도","9,183","2","-1"
"57","고근태","9,177","1","-13"
"58","김민호","9,172","5","14"
"59","한승주","9,171","2","-14"
"60","황재연","9,165","2","-19"
"61","김형우","9,164","1","0"
"62","이형진","9,160","6","25"
"63","조훈현","9,157","2","0"
"64","홍기표","9,155","3","-6"
"65","박시열","9,150","4","-11"
"66","송상훈","9,143","3","-15"
"67","강병권","9,135","3","7"
"68","조인선","9,130","2","-6"
"69","유창혁","9,128","8","31"
"70","신윤호","9,125","2","0"
"71","김진휘","9,122","5","-14"
"72","이정우","9,119","2","1"
"73","이상헌","9,115","4","-18"
"74","이재웅","9,108","2","9"
"74","이현호","9,108","3","-18"
"76","진동규","9,105","1","-1"
"77","박준석","9,100","4","-19"
"78","최기훈","9,097","1","0"
"79","최 정","9,090","1","9"
"79","이희성","9,090","-","2"
"81","한종진","9,071","3","21"
"82","정두호","9,061","1","-9"
"83","이범진","9,056","1","-6"
"84","강창배","9,049","1","-7"
"85","김수용","9,043","5","7"
"86","박병규","9,040","1","0"
"86","백찬희","9,040","2","2"
"86","오장욱","9,040","3","3"
"89","최현재","9,036","3","-8"
"90","유병용","9,034","5","30"
"91","박영롱","9,033","7","-17"
"92","박정근","9,020","-","-7"
"93","양우석","9,016","3","16"
"94","전영규","9,012","4","17"
"94","최명훈","9,012","3","-21"
"96","주형욱","9,007","3","-7"
"97","박승현","8,995","3","16"
"98","이상훈(小)","8,990","4","-17"
"99","류재형","8,986","2","-11"
"100","유재호","8,985","진 입",""
