"rank","name","rating","rank_change","rating_change"
"1","박정환","10,036","1","21"
"2","신진서","10,018","1","-6"
"3","변상일","9,713","1","3"
"4","신민준","9,704","1","3"
"5","이동훈","9,657","2","-65"
"6","김지석","9,652","-","-14"
"7","박영훈","9,606","-","-16"
"8","강동윤","9,588","5","43"
"9","이지현(남)","9,585","1","1"
"10","안성준","9,571","1","0"
"11","이영구","9,562","1","16"
"12","홍성지","9,541","1","-14"
"13","안국현","9,527","3","0"
"14","이세돌","9,523","3","0"
"15","나 현","9,521","5","-47"
"16","원성진","9,518","1","-10"
"17","최철한","9,513","1","4"
"18","조한승","9,500","1","-3"
"19","박진솔","9,499","5","-45"
"20","김명훈","9,477","-","-10"
"21","강유택","9,466","-","0"
"22","윤준상","9,442","1","4"
"22","송지훈","9,442","-","-6"
"24","강승민","9,417","8","48"
"25","최 정","9,415","2","-23"
"25","이원영","9,415","2","0"
"27","김승재","9,412","1","0"
"28","박하민","9,401","3","-25"
"29","윤찬희","9,390","-","-6"
"30","백홍석","9,389","4","-33"
"31","김정현","9,380","1","0"
"32","박승화","9,377","2","32"
"33","박민규","9,370","2","0"
"34","한상훈","9,341","1","-14"
"35","허영호","9,338","2","18"
"36","한승주","9,337","1","3"
"37","설현준","9,332","1","-1"
"38","정서준","9,331","-","15"
"39","한태희","9,316","6","29"
"40","이창호","9,313","1","2"
"41","목진석","9,299","-","0"
"42","박건호","9,294","-","-3"
"43","민상연","9,292","1","3"
"44","문유빈","9,288","8","41"
"45","이창석","9,283","5","-19"
"46","최재영","9,282","-","3"
"46","안정기","9,282","12","53"
"48","이원도","9,280","3","22"
"49","홍기표","9,271","1","1"
"50","이태현","9,263","1","0"
"51","진시영","9,262","4","-16"
"52","송태곤","9,261","9","-30"
"53","류수항","9,255","4","-8"
"54","송규상","9,241","1","-4"
"55","김기용","9,233","1","-11"
"56","류민형","9,230","1","0"
"57","김현찬","9,223","2","-12"
"58","한웅규","9,221","1","-3"
"58","김세동","9,221","2","-2"
"60","고근태","9,217","1","0"
"61","박정상","9,214","1","0"
"62","안조영","9,203","6","-31"
"63","김주호","9,201","1","0"
"64","안형준","9,199","1","0"
"65","최광호","9,190","2","-20"
"66","이호범","9,189","-","0"
"67","박창명","9,172","1","0"
"68","박상진","9,170","1","6"
"69","이춘규","9,169","1","10"
"70","심재익","9,166","3","-9"
"71","박재근","9,157","-","0"
"72","김진휘","9,156","-","0"
"73","홍무진","9,154","-","0"
"73","홍민표","9,154","-","0"
"75","김형우","9,153","-","0"
"76","이형진","9,150","-","0"
"77","김성진","9,149","-","0"
"78","조훈현","9,144","-","0"
"78","유창혁","9,144","2","6"
"80","유병용","9,142","1","0"
"81","위태웅","9,138","1","0"
"82","온소진","9,134","1","0"
"83","이호승","9,128","1","-7"
"84","김동호","9,117","-","0"
"85","조인선","9,115","1","0"
"86","박준석","9,098","2","-19"
"87","강병권","9,088","-","0"
"88","진동규","9,080","1","0"
"89","이정우","9,078","1","0"
"90","오유진","9,071","2","-14"
"91","이현호","9,063","진 입",""
"92","이상헌","9,061","진 입",""
"93","박영롱","9,060","4","8"
"93","김남훈","9,060","2","0"
"93","김희수","9,060","2","0"
"96","백찬희","9,056","3","0"
"97","황재연","9,055","3","0"
"98","송상훈","9,054","3","0"
"99","이범진","9,053","3","0"
"100","김기범","9,052","진 입",""
