"rank","name","rating","rank_change","rating_change"
"1","이세돌","19,700","-","599"
"2","이창호","19,337","-","271"
"3","최철한","17,119","-","195"
"4","박영훈","16,443","-","212"
"5","조한승","15,828","-","127"
"6","박정상","15,304","-","156"
"7","목진석","14,654","2","607"
"8","윤준상","14,584","1","119"
"9","이영구","14,364","1","133"
"10","안조영","13,942","-","23"
"11","온소진","13,855","3","577"
"12","고근태","13,706","-","17"
"13","원성진","13,699","2","-40"
"14","백홍석","13,667","1","351"
"15","조훈현","13,579","-","376"
"16","강동윤","13,509","2","458"
"17","김지석","13,279","-","219"
"18","홍성지","13,257","1","239"
"19","홍민표","13,183","3","6"
"20","김승준","12,978","1","214"
"21","이희성","12,827","1","32"
"22","허영호","12,677","-","-11"
"23","김주호","12,623","-","-22"
"24","유창혁","12,527","-","-82"
"25","송태곤","12,487","-","79"
"26","루이나이웨이","12,313","1","21"
"27","안달훈","12,271","2","196"
"28","최원용","12,257","2","-63"
"29","서건우","12,051","1","38"
"30","이성재","11,988","2","17"
"31","서봉수","11,976","3","-107"
"32","윤성현","11,961","1","-44"
"33","이재웅","11,937","-","-26"
"34","한상훈","11,910","8","504"
"35","김성룡","11,820","1","-72"
"36","최명훈","11,816","-","62"
"37","김형우","11,783","2","1"
"38","이정우","11,708","-","22"
"39","진동규","11,658","2","-79"
"40","류재형","11,463","1","-69"
"41","윤현석","11,462","-","20"
"42","김기용","11,435","진 입",""
"43","김영환","11,416","3","-79"
"44","김만수","11,379","1","-21"
"45","최규병","11,374","1","-20"
"46","서무상","11,317","1","-56"
"47","진시영","11,314","1","-38"
"48","박승화","11,289","-","0"
"49","조혜연","11,283","2","-19"
"50","옥득진","11,270","진 입",""
