"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,797","-","67"
"2","최철한","9,650","1","38"
"3","이창호","9,592","1","-55"
"4","원성진","9,579","4","93"
"5","허영호","9,555","2","55"
"6","박정환","9,540","2","10"
"7","강동윤","9,509","1","6"
"8","박영훈","9,505","3","-14"
"9","김지석","9,493","-","21"
"10","윤준상","9,489","2","57"
"11","조한승","9,452","1","0"
"12","이영구","9,444","1","2"
"13","목진석","9,418","-","2"
"14","안조영","9,393","1","9"
"15","박정상","9,355","1","5"
"16","강유택","9,349","2","-55"
"17","한상훈","9,348","1","44"
"18","백홍석","9,314","2","26"
"19","김승재","9,303","-","11"
"20","한웅규","9,298","3","-27"
"21","홍민표","9,273","-","15"
"22","진시영","9,264","2","29"
"23","김정현","9,235","1","-21"
"24","홍성지","9,227","1","-4"
"25","안형준","9,224","5","16"
"26","이춘규","9,224","-","-7"
"27","고근태","9,219","-","-5"
"28","김기용","9,211","5","-38"
"29","김형우","9,207","-","-7"
"30","이희성","9,204","2","-15"
"31","조훈현","9,203","-","9"
"32","안성준","9,167","-","-10"
"33","이원도","9,153","-","-7"
"34","윤찬희","9,143","4","17"
"35","송태곤","9,142","1","8"
"36","강창배","9,136","2","-10"
"37","온소진","9,134","3","9"
"38","박시열","9,124","4","13"
"39","김주호","9,123","4","-12"
"40","진동규","9,114","4","17"
"41","유창혁","9,111","-","-3"
"42","이태현","9,111","3","-15"
"43","박승화","9,110","6","-20"
"44","이현호","9,097","1","0"
"45","서건우","9,083","3","21"
"46","류동완","9,081","1","-10"
"47","박승현","9,067","1","-7"
"48","이호범","9,054","1","-8"
"49","김승준","9,049","-","-6"
"50","박정근","9,044","3","15"
"51","홍기표","9,042","1","-4"
"52","최기훈","9,040","1","-4"
"53","전영규","9,031","3","18"
"54","김세동","9,030","3","21"
"55","최명훈","9,024","3","-8"
"56","이정우","9,021","2","-6"
"57","백대현","9,015","3","17"
"58","이재웅","9,005","3","-9"
"59","윤성현","8,998","-","-3"
"60","위에량","8,996","2","-7"
"61","최원용","8,992","-","0"
"62","배준희","8,991","2","9"
"63","이상훈小","8,983","-","-3"
"64","한종진","8,970","2","-16"
"65","안달훈","8,964","-","-10"
"66","박지은","8,960","2","5"
"67","김수용","8,957","-","-2"
"68","루이나이웨이","8,955","2","-7"
"69","강지성","8,951","3","9"
"70","박승철","8,945","1","-2"
"71","유재호","8,945","2","6"
"72","김성룡","8,944","3","-9"
"73","염정훈","8,944","3","-8"
"74","박병규","8,937","1","15"
"75","조혜연","8,926","2","20"
"76","이성재","8,924","2","-7"
"77","윤현석","8,902","1","4"
"78","류재형","8,900","2","-6"
"79","주형욱","8,890","3","22"
"80","서봉수","8,877","1","-9"
"81","김영삼","8,874","8","15"
"82","박진솔","8,872","2","2"
"83","윤혁","8,867","2","-2"
"84","안영길","8,863","2","0"
"85","옥득진","8,862","2","-1"
"86","이상훈大","8,860","3","-7"
"87","김진우","8,854","3","-12"
"88","최규병","8,853","3","-11"
"89","김형환","8,852","1","-10"
"90","이용수","8,832","-","1"
"91","홍장식","8,822","-","-9"
"92","김영환","8,808","-","-12"
"93","조경호","8,804","1","0"
"94","최병환","8,798","진 입",""
"95","이용찬","8,796","-","-5"
"96","권형진","8,794","2","-4"
"97","서무상","8,793","4","-13"
"98","김만수","8,792","1","-7"
"99","김현섭","8,792","-","0"
"100","양건","8,783","-","-8"
