"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,695","-","-48"
"2","이창호","9,593","-","-46"
"3","강동윤","9,561","-","-17"
"4","박영훈","9,529","-","-21"
"5","최철한","9,463","-","-39"
"6","조한승","9,454","-","6"
"7","목진석","9,436","-","2"
"8","김지석","9,432","6","87"
"9","박정상","9,389","4","36"
"10","원성진","9,383","2","-31"
"11","이영구","9,369","1","-6"
"12","허영호","9,363","3","-51"
"13","윤준상","9,363","3","-45"
"14","박정환","9,348","2","17"
"15","강유택","9,342","-","6"
"16","안형준","9,339","진 입",""
"17","한상훈","9,337","1","25"
"18","백홍석","9,331","1","1"
"19","한웅규","9,298","8","-80"
"20","홍성지","9,273","1","-22"
"21","안조영","9,268","-","-2"
"22","홍민표","9,241","-","-25"
"23","류동완","9,232","1","3"
"24","조훈현","9,227","1","-26"
"25","이춘규","9,224","5","-47"
"26","김승재","9,205","6","81"
"27","김형우","9,200","1","24"
"28","이원도","9,197","3","-25"
"29","최명훈","9,169","-","35"
"30","고근태","9,161","3","-5"
"31","김주호","9,143","-","17"
"32","박승화","9,128","4","-28"
"33","이희성","9,125","-","9"
"34","이현호","9,121","2","17"
"35","유창혁","9,114","-","9"
"36","송태곤","9,107","6","-26"
"37","이태현","9,106","6","65"
"38","온소진","9,096","1","2"
"39","윤찬희","9,080","5","-26"
"40","최원용","9,072","1","15"
"41","윤성현","9,060","8","54"
"42","진시영","9,054","3","-22"
"43","진동규","9,044","5","-33"
"44","이정우","9,044","4","-23"
"45","전영규","9,037","-","17"
"46","안달훈","9,030","-","19"
"47","김기용","9,024","5","-19"
"48","서건우","9,022","진 입",""
"49","김승준","9,016","5","-15"
"50","백대현","9,013","3","4"
