"rank","name","rating","rank_change","rating_change"
"1","이창호","9,589","2","31"
"2","이세돌","9,563","-","-11"
"3","최철한","9,563","2","-34"
"4","김지석","9,556","2","84"
"5","강동윤","9,497","-","-4"
"6","박영훈","9,479","2","-42"
"7","조한승","9,479","-","27"
"8","윤준상","9,475","-","26"
"9","목진석","9,455","-","13"
"10","원성진","9,445","1","41"
"11","허영호","9,417","1","6"
"12","박정환","9,411","4","62"
"13","이영구","9,383","1","-7"
"14","안조영","9,372","1","-3"
"15","안형준","9,341","3","27"
"16","김승재","9,319","2","-49"
"17","백홍석","9,316","2","-36"
"18","박정상","9,313","1","-17"
"19","한웅규","9,312","1","20"
"20","홍성지","9,306","2","49"
"21","강유택","9,305","2","13"
"22","한상훈","9,267","1","-13"
"23","홍민표","9,243","-","1"
"24","조훈현","9,237","-","6"
"25","김형우","9,233","-","12"
"26","이희성","9,217","-","-1"
"27","이원도","9,215","-","-2"
"28","이춘규","9,185","3","11"
"29","송태곤","9,180","4","41"
"30","안성준","9,179","2","-17"
"31","김주호","9,173","1","-4"
"32","류동완","9,166","3","-15"
"33","박시열","9,160","3","38"
"34","고근태","9,159","2","14"
"35","윤찬희","9,156","1","29"
"36","박승화","9,118","1","-3"
"37","온소진","9,114","1","-2"
"38","최명훈","9,110","3","-12"
"39","이태현","9,104","-","-9"
"40","진동규","9,087","3","16"
"41","진시영","9,081","1","-14"
"42","김승준","9,080","3","16"
"43","유창혁","9,068","1","0"
"44","이현호","9,065","2","-8"
"45","서건우","9,057","4","-19"
"46","전영규","9,047","2","-8"
"47","최원용","9,044","-","-13"
"48","김기용","9,041","진 입",""
"49","윤성현","9,039","-","4"
"50","이정우","9,037","-","2"
