"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,747","-","110"
"2","이창호","9,605","-","-30"
"3","최철한","9,570","-","-24"
"4","박정환","9,556","-","-11"
"5","박영훈","9,541","-","25"
"6","조한승","9,494","1","14"
"7","허영호","9,492","1","19"
"8","김지석","9,488","2","0"
"9","강동윤","9,482","-","15"
"10","안조영","9,430","1","3"
"11","윤준상","9,410","1","-2"
"12","목진석","9,404","2","-40"
"13","원성진","9,400","-","-2"
"14","이영구","9,380","-","-18"
"15","백홍석","9,350","-","31"
"16","박정상","9,328","1","14"
"17","한웅규","9,295","1","-14"
"18","안형준","9,288","2","-27"
"19","홍성지","9,284","1","-15"
"20","강유택","9,277","1","-23"
"21","김승재","9,257","-","-15"
"22","이희성","9,257","2","27"
"23","홍민표","9,247","-","6"
"24","한상훈","9,241","2","-1"
"25","조훈현","9,214","-","-2"
"26","이춘규","9,202","3","19"
"27","김형우","9,192","1","-15"
"28","윤찬희","9,191","6","42"
"29","이원도","9,177","2","-28"
"30","송태곤","9,171","2","-14"
"31","김기용","9,162","6","29"
"32","안성준","9,156","4","18"
"33","김주호","9,148","3","-29"
"34","유창혁","9,141","1","-13"
"35","고근태","9,138","3","-28"
"36","서건우","9,134","10","70"
"37","박승화","9,130","3","13"
"38","박시열","9,128","7","-43"
"39","온소진","9,122","-","2"
"40","이태현","9,113","2","-15"
"41","류동완","9,105","6","-36"
"42","이현호","9,102","1","11"
"43","최명훈","9,092","1","3"
"44","진동규","9,077","1","-9"
"45","박승현","9,073","1","-4"
"46","김승준","9,069","1","6"
"47","진시영","9,065","2","1"
"48","강창배","9,062","8","77"
"49","백대현","9,056","8","73"
"50","전영규","9,027","2","-12"
"51","박정근","9,024","13","64"
"52","최원용","9,016","2","-13"
"53","이정우","9,011","1","-12"
"54","최기훈","9,006","5","26"
"55","홍기표","8,996","1","4"
"56","윤성현","8,994","7","-42"
"57","안달훈","8,992","6","-34"
"58","한종진","8,980","3","11"
"59","이재웅","8,980","4","-7"
"60","배준희","8,978","7","-20"
"61","위에량","8,976","2","13"
"62","루이나이웨이","8,967","4","-13"
"63","김성룡","8,963","3","-12"
"64","박승철","8,953","2","-11"
"65","김수용","8,951","-","-7"
"66","이성재","8,949","-","5"
"67","박지은","8,940","4","27"
"68","염정훈","8,936","1","19"
"69","서봉수","8,931","3","21"
"70","이상훈小","8,923","3","-4"
"71","박병규","8,918","3","-5"
"72","류재형","8,913","15","64"
"73","유재호","8,910","12","57"
"74","조혜연","8,908","4","-8"
"75","윤현석","8,900","-","14"
"76","윤혁","8,884","1","10"
"77","강지성","8,880","4","-26"
"78","이상훈大","8,871","1","9"
"79","주형욱","8,869","3","-11"
"80","김영환","8,866","-","4"
"81","최규병","8,865","2","7"
"82","안영길","8,863","4","0"
"83","김형환","8,860","1","5"
"84","옥득진","8,854","10","-35"
"85","김진우","8,845","4","22"
"86","김영삼","8,845","5","-16"
"87","양건","8,844","1","-5"
"88","이용수","8,838","-","-9"
"89","박진솔","8,836","7","59"
"90","홍장식","8,834","8","-27"
"91","최병환","8,811","6","67"
"92","권형진","8,807","2","4"
"93","서무상","8,797","2","-3"
"94","양재호","8,791","-","7"
"95","김현섭","8,788","진 입",""
"96","조경호","8,788","진 입",""
"97","김만수","8,788","5","-12"
"98","이용찬","8,788","3","4"
"99","손근기","8,781","6","-11"
"100","김명완","8,769","1","0"
