"rank","name","rating","rank_change","rating_change"
"1","박정환","9,789","-","7"
"2","이세돌","9,747","-","-7"
"3","최철한","9,596","2","38"
"4","원성진","9,584","1","-42"
"5","강동윤","9,564","2","27"
"6","김지석","9,558","3","37"
"7","조한승","9,557","1","33"
"8","박영훈","9,551","4","-21"
"9","백홍석","9,515","3","-27"
"10","윤준상","9,465","3","34"
"11","허영호","9,464","-","9"
"12","이창호","9,453","2","-34"
"13","김승재","9,443","3","45"
"14","나현","9,431","1","23"
"15","이영구","9,424","3","-27"
"16","강유택","9,409","5","55"
"17","이지현男","9,404","3","-11"
"18","박정상","9,377","1","-14"
"19","목진석","9,371","1","-15"
"20","김기용","9,371","-","-1"
"21","홍성지","9,342","3","34"
"22","이원영","9,328","3","-47"
"23","한상훈","9,326","-","-3"
"24","안국현","9,293","2","-49"
"25","한웅규","9,279","-","7"
"26","홍민표","9,269","1","11"
"27","김정현","9,255","2","8"
"28","김동호","9,247","6","26"
"29","김세동","9,247","2","12"
"30","이동훈","9,246","2","-11"
"31","진시영","9,231","5","-37"
"32","안성준","9,228","2","-9"
"33","한태희","9,227","6","41"
"34","강승민","9,227","9","65"
"35","박승화","9,226","2","1"
"36","안조영","9,220","4","-14"
"37","홍기표","9,210","3","36"
"38","고근태","9,204","2","9"
"39","윤찬희","9,196","4","0"
"40","이원도","9,194","2","8"
"41","안형준","9,179","3","31"
"42","김주호","9,173","1","0"
"43","김형우","9,157","6","-32"
"44","이춘규","9,157","3","14"
"45","강창배","9,150","3","9"
"46","류민형","9,143","17","56"
"47","최기훈","9,139","9","31"
"48","온소진","9,137","6","-29"
"49","조훈현","9,135","4","-13"
"50","박승현","9,134","1","4"
"51","김기원","9,131","5","-13"
"52","이태현","9,131","-","13"
"53","이호범","9,127","3","-3"
"54","이형진","9,125","3","0"
"55","박준석","9,124","1","15"
"56","송태곤","9,122","1","16"
"57","박시열","9,118","2","18"
"58","유창혁","9,105","3","-4"
"59","김승준","9,105","6","-5"
"60","이희성","9,099","2","-3"
"61","이정우","9,091","5","27"
"62","이현호","9,091","-","0"
"63","전영규","9,087","2","-6"
"64","진동규","9,086","4","-11"
"65","최명훈","9,055","-","-14"
"66","박진솔","9,053","2","-20"
"67","서건우","9,043","-","-7"
"68","주형욱","9,029","1","-5"
"69","이재웅","9,015","1","-19"
"70","한종진","9,000","-","-4"
"71","류재형","8,996","1","9"
"72","박정근","8,988","2","7"
"73","류동완","8,986","2","-10"
"74","최원용","8,973","5","9"
"75","안달훈","8,970","2","-14"
"76","김수용","8,968","-","0"
"77","김형환","8,961","7","18"
"78","박병규","8,961","1","-7"
"79","박지은","8,961","4","-12"
"80","염정훈","8,955","2","-11"
"81","허진","8,955","4","16"
"82","이상훈小","8,954","1","4"
"83","위에량","8,951","3","-4"
"84","김현섭","8,949","3","25"
"85","유재호","8,946","3","-3"
"86","강지성","8,941","3","-6"
"87","강훈(小)","8,937","진 입",""
"88","김성룡","8,926","2","-6"
"89","옥득진","8,926","1","2"
"90","박승철","8,913","-","-6"
"91","윤성현","8,913","2","-8"
"92","서봉수","8,906","2","20"
"93","조혜연","8,896","2","18"
"94","백대현","8,886","2","-10"
"95","배준희","8,885","4","-12"
"96","김영삼","8,884","3","-11"
"97","안영길","8,863","1","0"
"98","윤현석","8,857","1","3"
"99","이상훈大","8,853","1","2"
"100","이성재","8,853","2","-6"
