"rank","name","rating","rank_change","rating_change"
"1","박정환","9,763","-","14"
"2","이세돌","9,694","-","-48"
"3","최철한","9,658","-","12"
"4","김지석","9,653","-","24"
"5","원성진","9,596","-","23"
"6","조한승","9,571","2","31"
"7","강동윤","9,551","-","-2"
"8","백홍석","9,544","2","-10"
"9","김승재","9,491","1","-20"
"10","박영훈","9,488","1","-35"
"11","이영구","9,475","-","26"
"12","윤준상","9,451","7","43"
"13","이지현男","9,448","-","15"
"14","이창호","9,429","-","0"
"15","허영호","9,423","3","-26"
"16","변상일","9,419","2","10"
"17","나현","9,412","2","-16"
"18","홍성지","9,410","1","-1"
"19","강유택","9,392","3","-30"
"20","안성준","9,388","1","11"
"21","안국현","9,379","5","47"
"22","목진석","9,375","2","-29"
"23","이동훈","9,330","1","-24"
"24","이원영","9,325","1","-27"
"25","박정상","9,322","2","2"
"26","한상훈","9,310","2","18"
"27","강병권","9,299","2","-33"
"28","민상연","9,294","1","3"
"29","김기용","9,283","5","-52"
"30","진시영","9,264","-","-26"
"31","김동호","9,255","4","24"
"32","홍민표","9,249","1","0"
"33","이호범","9,232","4","3"
"34","강승민","9,226","4","2"
"35","김정현","9,223","1","-16"
"36","한웅규","9,215","5","-44"
"37","이태현","9,213","7","29"
"38","안조영","9,208","7","26"
"40","한태희","9,208","8","-46"
"39","이원도","9,208","1","13"
"41","김세동","9,204","5","-25"
"42","김현찬","9,198","1","6"
"44","윤찬희","9,196","5","0"
"43","박승화","9,196","1","3"
"45","고근태","9,193","4","0"
"46","류수항","9,177","4","14"
"47","안형준","9,174","2","6"
"48","김주호","9,173","-","0"
"49","정두호","9,171","진 입",""
"50","송태곤","9,168","3","-6"
"51","김형우","9,163","5","31"
"52","박민규","9,157","1","-1"
"53","온소진","9,154","7","-23"
"54","류민형","9,146","2","0"
"55","이상헌","9,143","진 입",""
"56","황재연","9,143","진 입",""
"57","박준석","9,135","8","34"
"58","조훈현","9,134","4","-5"
"59","최기훈","9,134","4","0"
"60","이춘규","9,131","7","-8"
"61","홍기표","9,131","1","9"
"62","조인선","9,130","5","4"
"63","박진솔","9,128","1","25"
"64","이형진","9,125","6","0"
"65","박시열","9,118","4","0"
"66","강창배","9,116","7","-6"
"67","이희성","9,113","4","4"
"68","김기원","9,101","6","-11"
"69","유창혁","9,100","3","0"
"70","박승현","9,099","-","13"
"71","이현호","9,096","4","0"
"72","김성진","9,091","진 입",""
"73","진동규","9,086","2","0"
"74","이정우","9,082","5","-5"
"75","김승준","9,080","7","-14"
"76","전영규","9,080","4","0"
"77","최명훈","9,054","4","-17"
"78","이재웅","9,044","2","21"
"79","양우석","9,025","5","-7"
"80","서건우","9,023","5","0"
"81","주형욱","9,012","3","0"
"82","한종진","9,010","3","0"
"83","박영롱","9,000","6","-20"
"84","류재형","8,989","4","0"
"85","안달훈","8,974","4","0"
"86","박정근","8,973","4","0"
"87","김수용","8,968","4","0"
"88","류동완","8,968","4","0"
"89","이상훈小","8,968","4","0"
"90","박병규","8,965","4","0"
"91","염정훈","8,964","4","0"
"92","최원용","8,959","4","-2"
"93","강지성","8,957","4","0"
"94","김현섭","8,945","3","0"
"95","위에량","8,944","3","0"
"96","김형환","8,941","1","18"
"97","유재호","8,941","7","-7"
"98","박지은","8,936","5","-5"
"100","옥득진","8,920","3","0"
"99","강훈(小)","8,920","3","0"
