"rank","name","rating","rank_change","rating_change"
"1","신진서","10,242","-","9"
"2","박정환","9,961","-","-49"
"3","변상일","9,770","-","13"
"4","신민준","9,733","-","2"
"5","김지석","9,704","-","1"
"6","이동훈","9,682","-","4"
"7","안성준","9,625","1","38"
"8","강동윤","9,619","1","-24"
"9","원성진","9,567","3","40"
"10","이지현(남)","9,559","1","7"
"11","이창석","9,537","7","57"
"12","심재익","9,520","3","19"
"13","최철한","9,518","1","10"
"14","설현준","9,513","3","-15"
"15","안국현","9,512","진 입",""
"16","이영구","9,504","6","-39"
"17","나 현","9,496","4","-27"
"18","김명훈","9,484","4","29"
"19","조한승","9,477","-","1"
"20","박하민","9,476","4","32"
"21","이원영","9,475","4","-8"
"22","강승민","9,474","3","-2"
"23","한승주","9,465","-","14"
"24","박건호","9,449","2","25"
"25","홍성지","9,445","-","11"
"26","박영훈","9,430","10","-57"
"27","박진솔","9,425","6","-36"
"27","최 정","9,425","-","7"
"29","백홍석","9,415","-","6"
"30","김승재","9,414","3","26"
"31","강유택","9,400","11","53"
"32","박승화","9,399","-","-6"
"33","윤찬희","9,397","4","33"
"34","송지훈","9,393","3","-15"
"35","허영호","9,388","4","38"
"36","김정현","9,385","8","-29"
"37","윤준상","9,380","2","10"
"38","최재영","9,372","1","22"
"39","문유빈","9,371","10","-38"
"40","안정기","9,369","7","57"
"41","박민규","9,368","2","25"
"42","박상진","9,363","6","-6"
"43","홍기표","9,361","9","-15"
"44","한상훈","9,360","9","87"
"45","진시영","9,349","4","1"
"46","이원도","9,338","9","-26"
"46","김세동","9,338","4","34"
"48","박재근","9,319","1","11"
"49","김형우","9,304","2","5"
"50","이태현","9,301","2","-9"
"51","금지우","9,298","8","62"
"52","송규상","9,292","6","-21"
"53","백현우","9,281","8","-37"
"54","한태희","9,269","1","0"
"55","최광호","9,264","5","47"
"56","정서준","9,263","-","0"
"56","백찬희","9,263","15","89"
"58","한웅규","9,261","1","8"
"59","류수항","9,249","5","-23"
"60","이창호","9,248","16","-71"
"61","고근태","9,237","8","55"
"62","김진휘","9,218","4","-21"
"63","송태곤","9,196","1","-7"
"64","민상연","9,193","2","0"
"65","강지훈","9,190","1","-6"
"66","조훈현","9,184","12","31"
"67","박영롱","9,182","9","18"
"68","박종훈","9,178","2","-1"
"69","이호승","9,175","8","-31"
"70","이재성","9,174","7","-28"
"71","김기용","9,173","3","-16"
"72","이춘규","9,169","3","2"
"73","안형준","9,165","2","-9"
"74","홍무진","9,163","진 입",""
"75","홍민표","9,161","2","0"
"76","최명훈","9,157","4","22"
"77","한상조","9,153","6","42"
"78","류민형","9,152","6","44"
"79","안조영","9,147","-","11"
"79","김주호","9,147","6","-24"
"81","김상천","9,143","17","-53"
"82","김희수","9,134","6","38"
"82","허 진","9,134","5","36"
"84","위태웅","9,129","3","-1"
"85","최현재","9,127","1","19"
"86","황재연","9,115","진 입",""
"87","이현준","9,114","10","48"
"88","박창명","9,105","1","15"
"89","현유빈","9,104","11","51"
"90","유병용","9,102","-","13"
"91","송상훈","9,101","9","-24"
"92","전영규","9,093","2","10"
"93","한우진","9,090","2","11"
"94","신재원","9,085","진 입",""
"95","이호범","9,084","22","-87"
"95","김현찬","9,084","3","-3"
"97","김성진","9,082","진 입",""
"97","박진영","9,082","11","-20"
"99","오유진","9,070","6","-14"
"100","강병권","9,068","진 입",""
