"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,859","-","26"
"2","최철한","9,697","-","-5"
"3","박정환","9,676","-","13"
"4","허영호","9,637","-","31"
"5","원성진","9,587","-","-11"
"6","강동윤","9,565","-","1"
"7","김지석","9,510","1","7"
"8","이창호","9,490","1","-10"
"9","박영훈","9,483","2","-41"
"10","이영구","9,480","1","8"
"11","조한승","9,472","1","-15"
"12","윤준상","9,434","-","3"
"13","강유택","9,406","1","13"
"14","목진석","9,391","1","-6"
"15","안조영","9,340","-","-3"
"16","한상훈","9,328","1","15"
"17","안국현","9,325","1","10"
"18","김승재","9,288","1","5"
"19","박정상","9,286","1","-12"
"20","한웅규","9,283","-","2"
"21","홍민표","9,275","2","4"
"22","진시영","9,267","1","-12"
"23","백홍석","9,260","1","-12"
"24","김기용","9,238","-","-11"
"25","온소진","9,234","-","-8"
"26","김형우","9,228","5","13"
"27","박승화","9,222","1","-1"
"28","고근태","9,221","2","4"
"29","김주호","9,212","2","-15"
"30","조훈현","9,210","1","-9"
"31","홍성지","9,210","1","0"
"32","김정현","9,202","6","-32"
"33","안형준","9,189","1","17"
"34","이춘규","9,187","1","-4"
"35","이원영","9,175","-","5"
"36","이희성","9,158","1","4"
"37","이원도","9,145","1","-15"
"38","이태현","9,142","4","20"
"39","윤찬희","9,139","1","3"
"40","김기원","9,134","1","11"
"41","강창배","9,132","1","8"
"42","김승준","9,128","1","10"
"43","안성준","9,127","4","0"
"44","이호범","9,116","5","24"
"45","송태곤","9,111","-","2"
"46","진동규","9,109","1","2"
"47","유창혁","9,107","3","-10"
"48","박시열","9,102","2","-7"
"49","이현호","9,097","1","0"
"50","박승현","9,085","2","16"
"51","서건우","9,073","1","-12"
"52","류동완","9,069","1","-7"
"53","홍기표","9,065","3","20"
"54","전영규","9,064","1","-4"
"55","김세동","9,062","-","4"
"56","이재웅","9,056","2","-10"
"57","최기훈","9,027","-","-5"
"58","이정우","9,023","2","12"
"59","최명훈","9,013","-","-2"
"60","박정근","9,008","2","-12"
"61","배준희","9,002","1","2"
"62","김수용","9,001","8","30"
"63","윤성현","8,992","2","-11"
"64","안달훈","8,986","2","6"
"65","백대현","8,985","-","5"
"66","이상훈小","8,985","3","-6"
"67","최원용","8,981","3","0"
"68","루이나이웨이","8,973","-","-2"
"69","염정훈","8,965","2","-14"
"70","위에량","8,962","1","-11"
"71","박지은","8,956","1","2"
"72","강지성","8,952","1","-4"
"73","유재호","8,948","-","4"
"74","류재형","8,945","3","15"
"75","박병규","8,944","1","4"
"76","한종진","8,937","2","8"
"77","박승철","8,935","2","-3"
"78","이성재","8,931","1","3"
"79","김성룡","8,919","3","-11"
"80","주형욱","8,910","1","5"
"81","조혜연","8,904","1","-4"
"82","박진솔","8,890","-","-9"
"83","이상훈大","8,874","-","-7"
"84","윤현석","8,872","1","0"
"85","서봉수","8,870","1","-1"
"86","김영삼","8,864","2","-13"
"87","최규병","8,864","1","-2"
"88","김현섭","8,864","4","20"
"89","안영길","8,863","-","0"
"90","윤혁","8,861","3","-6"
"91","김형환","8,855","2","13"
"92","이용수","8,854","2","15"
"93","옥득진","8,851","2","-3"
"94","김진우","8,849","4","-7"
"95","서무상","8,810","4","15"
"96","김영환","8,808","-","4"
"97","홍장식","8,805","2","-1"
"98","양건","8,804","2","17"
"99","조경호","8,797","2","-7"
"100","김만수","8,793","2","-3"
