"rank","name","rating","rank_change","rating_change"
"1","이창호","9,639","-","50"
"2","이세돌","9,563","-","0"
"3","최철한","9,563","-","0"
"4","강동윤","9,497","1","0"
"5","박영훈","9,494","1","15"
"6","김지석","9,483","2","-73"
"7","조한승","9,480","-","1"
"8","박정환","9,479","4","68"
"9","윤준상","9,462","1","-13"
"10","목진석","9,455","1","0"
"11","허영호","9,425","-","8"
"12","원성진","9,415","2","-30"
"13","이영구","9,400","-","17"
"14","안조영","9,352","-","-20"
"15","안형준","9,341","-","0"
"16","한웅규","9,324","3","12"
"17","김승재","9,319","1","0"
"18","백홍석","9,316","1","0"
"19","박정상","9,313","1","0"
"20","강유택","9,311","1","6"
"21","홍성지","9,293","1","-13"
"22","한상훈","9,267","-","0"
"23","홍민표","9,243","-","0"
"24","조훈현","9,218","-","-19"
"25","이희성","9,217","1","0"
"26","이원도","9,215","1","0"
"27","김형우","9,199","2","-34"
"28","이춘규","9,185","-","0"
"29","안성준","9,181","1","2"
"30","송태곤","9,180","1","0"
"31","윤찬희","9,170","4","14"
"32","박시열","9,169","1","9"
"33","류동완","9,166","1","0"
"34","고근태","9,159","-","0"
"35","김주호","9,158","4","-15"
"36","박승화","9,118","-","0"
"37","온소진","9,114","-","0"
"38","최명훈","9,110","-","0"
"39","이태현","9,104","-","0"
"40","진동규","9,087","-","0"
"41","유창혁","9,084","2","16"
"42","진시영","9,081","1","0"
"43","김승준","9,080","1","0"
"44","이현호","9,065","-","0"
"45","서건우","9,057","-","0"
"46","전영규","9,047","-","0"
"47","최원용","9,044","-","0"
"48","김기용","9,041","-","0"
"49","윤성현","9,039","-","0"
"50","박승현","9,038","진 입",""
