"rank","name","rating","rank_change","rating_change"
"1","박정환","9,917","-","48"
"2","이세돌","9,838","-","3"
"3","김지석","9,692","2","10"
"4","박영훈","9,687","1","-25"
"5","강동윤","9,671","1","-13"
"6","신진서","9,650","1","44"
"7","이동훈","9,645","1","24"
"8","안성준","9,610","1","46"
"9","원성진","9,602","1","26"
"10","변상일","9,547","4","49"
"11","최철한","9,534","1","-5"
"12","조한승","9,530","1","0"
"13","이영구","9,524","-","24"
"14","윤준상","9,507","2","2"
"15","홍성지","9,506","-","12"
"16","목진석","9,487","4","32"
"17","나 현","9,483","1","5"
"18","김정현","9,479","1","16"
"19","백홍석","9,467","3","21"
"20","허영호","9,462","2","-4"
"21","이지현(남)","9,444","4","-29"
"22","한상훈","9,424","2","0"
"23","민상연","9,417","4","8"
"24","신민준","9,409","2","-3"
"25","진시영","9,407","3","0"
"26","강유택","9,390","1","-24"
"27","김현찬","9,385","3","0"
"28","이창호","9,382","7","49"
"29","안국현","9,378","8","-76"
"29","박민규","9,378","2","0"
"31","박진솔","9,371","5","40"
"32","박승화","9,368","-","15"
"33","김명훈","9,358","10","-67"
"34","김승재","9,344","5","-53"
"35","류민형","9,328","1","-6"
"36","김세동","9,325","2","0"
"37","김기용","9,310","4","-38"
"38","윤찬희","9,303","1","-27"
"39","박정상","9,301","-","-11"
"40","이호범","9,292","1","-20"
"41","이원영","9,291","3","24"
"42","이태현","9,284","1","-17"
"43","한태희","9,280","5","42"
"44","한웅규","9,271","1","0"
"45","강승민","9,266","3","-12"
"46","김동호","9,262","1","0"
"47","류수항","9,258","2","-4"
"48","안조영","9,250","1","8"
"49","김주호","9,215","3","10"
"49","홍기표","9,215","7","26"
"51","이춘규","9,213","-","0"
"52","송태곤","9,208","3","-11"
"53","김성진","9,204","-","0"
"54","홍민표","9,201","4","-15"
"55","안형준","9,193","-","0"
"56","고근태","9,175","2","-20"
"57","최 정","9,166","1","-23"
"58","김형우","9,164","2","0"
"59","최재영","9,163","15","43"
"59","한승주","9,163","-","-9"
"61","유병용","9,161","2","13"
"62","송상훈","9,153","4","-20"
"63","온소진","9,147","1","0"
"64","송지훈","9,146","3","5"
"65","황재연","9,144","1","2"
"65","조훈현","9,144","-","0"
"67","강병권","9,139","1","0"
"68","이창석","9,136","3","6"
"68","김민호","9,136","7","-27"
"68","유창혁","9,136","6","-16"
"71","조인선","9,135","2","0"
"72","이원도","9,129","-","0"
"73","이정우","9,110","3","0"
"74","박시열","9,106","1","-20"
"75","김진휘","9,105","-","-9"
"76","이희성","9,102","1","0"
"77","진동규","9,098","1","0"
"78","최기훈","9,097","1","0"
"79","박준석","9,089","2","0"
"80","이형진","9,088","1","-9"
"80","김수용","9,088","2","2"
"82","박영롱","9,087","-","1"
"83","박재근","9,085","13","-46"
"83","이재웅","9,085","1","0"
"85","박경근","9,084","3","10"
"86","백찬희","9,080","1","0"
"87","이상헌","9,078","1","0"
"87","이현호","9,078","1","0"
"89","박하민","9,076","-","3"
"90","신윤호","9,068","-","0"
"91","오장욱","9,062","-","12"
"92","이범진","9,046","-","0"
"93","홍무진","9,033","진 입",""
"94","강창배","9,031","1","0"
"95","한종진","9,028","1","0"
"96","설현준","9,025","2","-5"
"97","박병규","9,022","-","0"
"98","최명훈","9,019","4","-11"
"98","정두호","9,019","-","0"
"100","전영규","9,011","1","0"
