"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,753","-","0"
"2","박정환","9,733","-","0"
"3","최철한","9,719","-","0"
"4","김지석","9,643","-","0"
"5","원성진","9,627","-","0"
"6","조한승","9,550","-","0"
"7","강동윤","9,539","-","0"
"8","백홍석","9,525","-","0"
"9","박영훈","9,514","-","0"
"10","김승재","9,494","-","0"
"11","이영구","9,486","-","0"
"12","윤준상","9,485","-","0"
"13","이지현(남)","9,451","-","0"
"14","이창호","9,445","-","0"
"15","허영호","9,434","-","0"
"16","변상일","9,408","-","0"
"17","나 현","9,407","-","0"
"18","강유택","9,392","-","0"
"19","목진석","9,380","-","0"
"20","안성준","9,374","-","0"
"21","홍성지","9,372","-","0"
"22","안국현","9,366","-","0"
"23","한상훈","9,332","-","0"
"24","김기용","9,315","-","0"
"24","박정상","9,315","1","0"
"26","이원영","9,314","-","0"
"27","이동훈","9,312","-","0"
"28","강병권","9,286","-","0"
"29","진시영","9,282","-","0"
"30","민상연","9,252","-","0"
"31","김동호","9,248","-","0"
"32","홍민표","9,242","-","0"
"33","안조영","9,229","1","0"
"33","김세동","9,229","-","0"
"35","한웅규","9,227","-","0"
"35","한태희","9,227","1","0"
"37","강승민","9,225","-","0"
"38","이태현","9,224","-","0"
"39","이호범","9,215","-","0"
"40","김정현","9,213","-","0"
"41","이원도","9,199","-","0"
"42","윤찬희","9,196","1","0"
"42","김현찬","9,196","-","0"
"44","박승화","9,189","-","0"
"45","고근태","9,186","-","0"
"45","류수항","9,186","1","0"
"47","송태곤","9,178","-","0"
"48","안형준","9,176","-","0"
"49","정두호","9,168","-","0"
"50","김주호","9,164","-","0"
"51","김형우","9,161","-","0"
"51","황재연","9,161","1","0"
"53","홍기표","9,156","-","0"
"54","박준석","9,152","-","0"
"55","류민형","9,151","-","0"
"55","박민규","9,151","1","0"
"57","이춘규","9,147","-","0"
"58","온소진","9,140","-","0"
"59","이상헌","9,138","-","0"
"60","박시열","9,133","-","0"
"61","최기훈","9,130","-","0"
"62","조훈현","9,128","-","0"
"62","조인선","9,128","1","0"
"64","김성진","9,127","-","0"
"65","이형진","9,125","-","0"
"66","김기원","9,120","-","0"
"67","박진솔","9,114","-","0"
"68","이희성","9,112","-","0"
"69","유창혁","9,108","-","0"
"70","이현호","9,106","-","0"
"71","강창배","9,105","-","0"
"72","박승현","9,096","-","0"
"73","김승준","9,078","-","0"
"74","전영규","9,076","-","0"
"75","진동규","9,075","1","0"
"75","이정우","9,075","-","0"
"77","이재웅","9,056","-","0"
"78","최명훈","9,051","-","0"
"79","한종진","9,029","-","0"
"80","주형욱","9,027","1","0"
"80","양우석","9,027","-","0"
"82","서건우","9,018","-","0"
"83","박영롱","9,014","-","0"
"84","안달훈","8,989","-","0"
"85","김현섭","8,986","-","0"
"86","류재형","8,984","-","0"
"87","박정근","8,973","-","0"
"88","김수용","8,968","-","0"
"89","박병규","8,966","-","0"
"90","류동완","8,964","-","0"
"91","염정훈","8,963","-","0"
"92","이상훈(小)","8,957","-","0"
"92","최원용","8,957","1","0"
"94","강지성","8,951","-","0"
"95","박지은","8,946","-","0"
"96","유재호","8,944","-","0"
"97","웨량","8,936","-","0"
"98","옥득진","8,931","-","0"
"99","김형환","8,923","-","0"
"100","허 진","8,922","-","0"
