"rank","name","rating","rank_change","rating_change"
"1","이창호","9,615","-","-24"
"2","이세돌","9,582","-","19"
"3","최철한","9,552","-","-11"
"4","박정환","9,539","4","60"
"5","박영훈","9,498","-","4"
"6","강동윤","9,495","2","-2"
"7","김지석","9,488","1","5"
"8","조한승","9,480","1","0"
"9","목진석","9,453","1","-2"
"10","허영호","9,448","1","23"
"11","윤준상","9,431","2","-31"
"12","원성진","9,409","-","-6"
"13","안조영","9,408","1","56"
"14","이영구","9,395","1","-5"
"15","안형준","9,330","-","-11"
"16","한웅규","9,329","-","5"
"17","백홍석","9,313","1","-3"
"18","박정상","9,302","1","-11"
"19","홍성지","9,296","2","3"
"20","김승재","9,294","3","-25"
"21","강유택","9,294","1","-17"
"22","한상훈","9,259","-","-8"
"23","조훈현","9,241","1","23"
"24","홍민표","9,230","1","-13"
"25","이희성","9,213","-","-4"
"26","이원도","9,207","-","-8"
"27","김형우","9,195","-","-4"
"28","이춘규","9,179","-","-6"
"29","안성준","9,179","-","-2"
"30","송태곤","9,173","-","-7"
"31","박시열","9,172","1","3"
"32","윤찬희","9,158","1","-12"
"33","류동완","9,156","-","-10"
"34","고근태","9,151","-","-8"
"35","김주호","9,138","-","-20"
"36","유창혁","9,136","5","52"
"37","온소진","9,122","-","8"
"38","김기용","9,114","10","73"
"39","이태현","9,110","-","6"
"40","박승화","9,109","4","-9"
"41","박승현","9,104","9","66"
"42","최명훈","9,103","4","-7"
"43","진동규","9,089","3","2"
"44","김승준","9,076","1","-4"
"45","진시영","9,066","3","-15"
"46","이현호","9,061","2","-4"
"47","서건우","9,053","2","-4"
"48","윤성현","9,038","1","-1"
"49","최원용","9,038","2","-6"
"50","이정우","9,035","진 입",""
