"rank","name","rating","rank_change","rating_change"
"1","박정환","9,915","-","-35"
"2","김지석","9,860","-","45"
"3","이세돌","9,734","-","28"
"4","최철한","9,673","-","-17"
"5","박영훈","9,567","-","-19"
"6","백홍석","9,541","-","0"
"7","강동윤","9,534","1","5"
"8","원성진","9,532","1","-1"
"9","조한승","9,486","-","-15"
"10","이영구","9,476","3","0"
"10","이지현(남)","9,476","2","-2"
"12","나 현","9,473","2","-25"
"13","윤준상","9,469","1","0"
"14","목진석","9,444","3","-35"
"15","변상일","9,442","4","47"
"16","안성준","9,439","1","0"
"17","김정현","9,430","1","4"
"18","홍성지","9,406","-","0"
"19","안국현","9,403","3","18"
"20","김승재","9,390","1","2"
"20","허영호","9,390","-","0"
"22","강유택","9,376","1","4"
"23","이창호","9,375","6","-38"
"24","이원영","9,361","1","-11"
"25","진시영","9,337","4","32"
"26","이동훈","9,336","1","-13"
"27","류수항","9,314","1","5"
"28","김기용","9,311","1","0"
"29","한상훈","9,308","2","17"
"30","김세동","9,293","4","-23"
"31","김성진","9,292","2","12"
"32","안조영","9,287","2","-6"
"33","박정상","9,283","3","22"
"34","박승화","9,269","1","-2"
"35","김주호","9,264","3","-22"
"36","한웅규","9,263","2","-9"
"37","이춘규","9,259","-","0"
"38","홍민표","9,257","1","10"
"39","한태희","9,252","1","-3"
"40","민상연","9,235","-","-11"
"41","신진서","9,234","1","-1"
"42","한승주","9,231","3","25"
"43","안형준","9,224","5","23"
"44","김동호","9,221","15","61"
"45","강병권","9,213","5","13"
"45","김현찬","9,213","4","-23"
"47","강승민","9,205","1","4"
"47","이태현","9,205","4","6"
"47","박진솔","9,205","17","57"
"50","김진휘","9,204","6","-15"
"51","류민형","9,200","2","17"
"52","윤찬희","9,190","6","-15"
"53","송태곤","9,189","6","-15"
"54","온소진","9,183","1","0"
"55","이호범","9,182","3","-16"
"55","이원도","9,182","-","0"
"57","김형우","9,172","1","-8"
"58","신민준","9,158","15","-74"
"59","이형진","9,157","8","31"
"60","황재연","9,154","-","-2"
"61","박민규","9,151","1","-5"
"62","박준석","9,149","-","-5"
"62","고근태","9,149","4","-17"
"64","최기훈","9,148","-","0"
"65","조인선","9,141","2","-8"
"66","홍기표","9,140","2","15"
"67","이상헌","9,139","2","20"
"68","이희성","9,138","11","-38"
"69","조훈현","9,130","3","0"
"70","최명훈","9,116","2","25"
"71","박시열","9,111","-","19"
"72","진동규","9,092","2","-6"
"73","강창배","9,087","-","0"
"74","양우석","9,074","2","3"
"75","정두호","9,071","-","-3"
"76","유창혁","9,070","3","-17"
"77","이범진","9,062","3","0"
"78","이현호","9,061","1","-5"
"79","이정우","9,059","1","-5"
"80","전영규","9,053","2","-5"
"81","이재웅","9,049","-","-12"
"81","주형욱","9,049","2","-14"
"83","박병규","9,041","-","-1"
"84","박승현","9,023","-","-12"
"85","김승준","9,012","1","-3"
"85","한종진","9,012","4","2"
"85","박영롱","9,012","2","0"
"88","강지성","9,010","1","0"
"89","박경근","9,002","4","-17"
"90","김기원","9,001","3","-11"
"91","안달훈","8,993","4","24"
"92","최 정","8,991","1","16"
"93","류재형","8,986","2","-9"
"94","서봉수","8,983","1","14"
"95","최홍윤","8,967","3","-11"
"96","박정근","8,966","2","9"
"97","유재호","8,965","3","11"
"98","김현섭","8,959","1","-6"
"98","김대희","8,959","진 입",""
"100","이상훈(小)","8,956","6","-15"
