"rank","name","rating","rank_change","rating_change"
"1","박정환","9,869","-","2"
"2","이세돌","9,835","-","1"
"3","박영훈","9,712","-","3"
"4","강동윤","9,684","1","-2"
"5","김지석","9,682","1","-5"
"6","이동훈","9,621","-","-16"
"7","신진서","9,606","1","46"
"8","원성진","9,576","1","-2"
"9","안성준","9,564","1","15"
"10","최철한","9,539","1","-13"
"11","조한승","9,530","1","30"
"12","윤준상","9,505","1","4"
"13","이영구","9,500","-","3"
"14","변상일","9,498","2","15"
"15","홍성지","9,494","-","7"
"16","나 현","9,478","7","44"
"17","이지현(남)","9,473","3","-16"
"18","허영호","9,466","4","31"
"19","김정현","9,463","1","7"
"20","목진석","9,455","-","11"
"21","안국현","9,454","3","-2"
"22","백홍석","9,446","1","5"
"23","김명훈","9,425","6","-41"
"24","한상훈","9,424","1","0"
"25","강유택","9,414","1","7"
"26","신민준","9,412","2","-17"
"27","민상연","9,409","1","12"
"28","진시영","9,407","2","0"
"29","김승재","9,397","-","9"
"30","김현찬","9,385","-","0"
"31","박민규","9,378","1","20"
"32","박승화","9,353","1","-8"
"33","김기용","9,348","1","-3"
"34","류민형","9,334","2","-9"
"35","이창호","9,333","2","-22"
"36","박진솔","9,331","4","19"
"37","윤찬희","9,330","2","-20"
"38","김세동","9,325","-","0"
"39","이호범","9,312","-","-10"
"39","박정상","9,312","3","13"
"41","이태현","9,301","4","-26"
"42","강승민","9,278","1","-22"
"43","한웅규","9,271","-","-9"
"44","이원영","9,267","-","-7"
"45","김동호","9,262","1","-9"
"45","류수항","9,262","2","16"
"47","안조영","9,242","2","-31"
"48","한태희","9,238","-","3"
"49","송태곤","9,219","1","0"
"50","홍민표","9,216","-","-3"
"51","이춘규","9,213","2","-10"
"52","김주호","9,205","-","-8"
"53","김성진","9,204","-","0"
"54","고근태","9,195","-","-3"
"55","안형준","9,193","-","0"
"56","최 정","9,189","2","25"
"56","홍기표","9,189","-","-2"
"58","송상훈","9,173","6","30"
"59","한승주","9,172","1","11"
"60","김형우","9,164","2","0"
"61","김민호","9,163","4","-7"
"62","유창혁","9,152","2","-9"
"63","유병용","9,148","4","13"
"64","온소진","9,147","2","-10"
"65","조훈현","9,144","2","-3"
"66","황재연","9,142","5","9"
"67","송지훈","9,141","6","11"
"68","강병권","9,139","3","0"
"69","조인선","9,135","2","0"
"70","박재근","9,131","3","-4"
"71","이창석","9,130","5","-6"
"72","이원도","9,129","2","-5"
"73","박시열","9,126","2","12"
"74","최재영","9,120","2","-12"
"75","김진휘","9,114","1","-6"
"76","이정우","9,110","-","0"
"77","이희성","9,102","1","0"
"78","진동규","9,098","1","0"
"79","이형진","9,097","2","-7"
"79","최기훈","9,097","1","0"
"81","박준석","9,089","1","2"
"82","김수용","9,086","7","22"
"82","박영롱","9,086","5","11"
"84","이재웅","9,085","-","0"
"85","백찬희","9,080","4","-11"
"86","이상헌","9,078","3","-8"
"86","이현호","9,078","-","-3"
"88","박경근","9,074","3","23"
"89","박하민","9,073","5","-12"
"90","신윤호","9,068","2","-3"
"91","오장욱","9,050","1","-11"
"92","이범진","9,046","1","0"
"93","강창배","9,031","1","-12"
"94","최명훈","9,030","2","0"
"94","설현준","9,030","2","-17"
"96","한종진","9,028","1","-6"
"97","박병규","9,022","1","0"
"98","정두호","9,019","1","-6"
"99","전영규","9,011","1","0"
"100","박승현","9,008","진 입",""
