"rank","name","rating","rank_change","rating_change"
"1","이세돌","15,241","-","-73"
"2","이창호","13,414","-","136"
"3","박영훈","12,867","-","508"
"4","목진석","11,935","-","-73"
"5","조한승","11,822","-","-136"
"6","원성진","11,585","1","13"
"7","백홍석","11,557","2","206"
"8","강동윤","11,536","2","-87"
"9","박정상","11,419","1","-13"
"10","한상훈","11,291","-","-6"
"11","최철한","11,213","1","286"
"12","이영구","11,095","1","-25"
"13","조훈현","10,863","3","71"
"14","홍성지","10,834","-","-66"
"15","허영호","10,806","2","47"
"16","김지석","10,806","1","12"
"17","온소진","10,782","4","-133"
"18","유창혁","10,771","4","154"
"19","김승재","10,746","4","142"
"20","김형우","10,726","14","292"
"21","윤준상","10,677","2","-5"
"22","홍민표","10,667","1","9"
"23","최원용","10,660","3","-20"
"24","안조영","10,647","6","-74"
"25","박정환","10,582","5","68"
"26","고근태","10,564","1","23"
"27","김주호","10,561","4","49"
"28","이정우","10,544","4","-19"
"29","최명훈","10,526","-","11"
"30","송태곤","10,513","4","-32"
"31","배준희","10,506","2","41"
"32","강유택","10,497","11","151"
"33","김형환","10,486","14","157"
"34","김기용","10,480","9","-67"
"35","윤찬희","10,469","4","77"
"36","이성재","10,468","4","-37"
"37","윤성현","10,451","2","23"
"38","이상훈小","10,441","1","33"
"39","김승준","10,421","11","-100"
"40","이재웅","10,400","1","35"
"41","이원도","10,399","진 입",""
"42","최기훈","10,389","6","-23"
"43","조혜연","10,374","3","4"
"44","박승화","10,369","6","-28"
"45","류동완","10,350","진 입",""
"46","홍장식","10,341","4","52"
"47","김수장","10,339","2","5"
"48","강지성","10,332","진 입",""
"49","윤혁","10,325","진 입",""
"50","진동규","10,309","8","-49"
