"rank","name","rating","rank_change","rating_change"
"1","박정환","9,869","-","-1"
"2","신진서","9,806","-","13"
"3","최철한","9,710","2","40"
"4","이세돌","9,700","1","-25"
"5","김지석","9,627","1","-42"
"5","안성준","9,627","3","-18"
"7","박영훈","9,618","3","-58"
"8","강동윤","9,616","1","6"
"9","이동훈","9,596","2","-61"
"10","변상일","9,574","-","-10"
"11","이영구","9,547","-","-28"
"12","이지현(남)","9,544","1","-9"
"13","원성진","9,543","1","-27"
"14","조한승","9,525","1","-8"
"15","나 현","9,521","1","-16"
"16","신민준","9,515","-","10"
"17","안국현","9,499","2","3"
"18","윤준상","9,483","1","-15"
"19","강유택","9,482","1","7"
"20","허영호","9,468","2","11"
"21","홍성지","9,467","3","-30"
"22","김명훈","9,465","1","3"
"23","김정현","9,455","-","6"
"24","목진석","9,430","-","10"
"25","백홍석","9,407","1","16"
"26","한상훈","9,402","1","-9"
"27","김승재","9,399","-","16"
"28","박진솔","9,388","2","19"
"29","진시영","9,381","1","2"
"30","강승민","9,372","1","10"
"30","김현찬","9,372","1","0"
"32","이원영","9,358","6","44"
"33","한승주","9,349","2","-13"
"34","류민형","9,348","-","7"
"35","김기용","9,342","2","-3"
"36","한태희","9,336","3","26"
"37","박승화","9,333","2","0"
"38","안조영","9,324","2","0"
"39","민상연","9,316","2","0"
"40","박민규","9,308","2","15"
"41","김세동","9,307","1","0"
"42","이창호","9,296","1","-10"
"43","윤찬희","9,291","-","0"
"44","이호범","9,268","-","0"
"45","최재영","9,261","5","19"
"46","송지훈","9,250","1","-12"
"47","이태현","9,249","1","-9"
"48","한웅규","9,248","3","7"
"49","송태곤","9,246","1","0"
"50","홍기표","9,240","1","-4"
"50","류수항","9,240","3","-16"
"52","박창명","9,238","1","2"
"52","김주호","9,238","-","0"
"54","최 정","9,225","-","-4"
"55","박정상","9,222","-","0"
"56","김동호","9,198","-","-6"
"57","이춘규","9,197","-","0"
"58","김성진","9,191","1","7"
"59","안형준","9,186","1","0"
"60","김형우","9,175","-","7"
"61","고근태","9,161","-","0"
"62","홍민표","9,158","-","0"
"63","온소진","9,149","3","6"
"63","이원도","9,149","-","-7"
"65","조훈현","9,144","-","0"
"66","유병용","9,140","2","-7"
"67","김민호","9,137","-","3"
"68","박재근","9,127","5","7"
"69","송상훈","9,126","-","0"
"69","황재연","9,126","1","-7"
"71","유창혁","9,125","1","0"
"72","조인선","9,124","1","0"
"73","박시열","9,120","2","-4"
"74","최기훈","9,119","-","0"
"75","강병권","9,117","-","0"
"76","설현준","9,115","1","10"
"77","이형진","9,113","-","8"
"78","박하민","9,110","3","-7"
"79","안정기","9,106","1","7"
"80","홍무진","9,105","3","0"
"81","이창석","9,101","-","7"
"82","진동규","9,094","1","0"
"83","박준석","9,089","1","0"
"83","박건호","9,089","2","-5"
"85","이희성","9,082","-","0"
"86","이정우","9,080","-","0"
"87","박영롱","9,078","-","0"
"88","신윤호","9,071","1","0"
"89","김진휘","9,068","1","-7"
"90","이상헌","9,065","-","0"
"91","김남훈","9,052","-","0"
"91","이재웅","9,052","-","0"
"93","백찬희","9,047","-","0"
"94","박경근","9,046","-","0"
"95","이범진","9,044","-","0"
"96","김수용","9,041","-","0"
"97","이현호","9,040","-","0"
"98","최명훈","9,024","-","0"
"99","강지성","9,023","-","0"
"100","정두호","9,013","-","0"
