"rank","name","rating","rank_change","rating_change"
"1","박정환","10,024","-","-5"
"2","신진서","9,983","-","55"
"3","김지석","9,759","-","-92"
"4","변상일","9,686","-","27"
"5","이동훈","9,656","1","34"
"6","박영훈","9,611","5","9"
"6","신민준","9,611","7","15"
"8","이영구","9,600","3","-53"
"8","강동윤","9,600","-","-15"
"10","안성준","9,598","2","0"
"11","이세돌","9,591","2","-18"
"12","나 현","9,566","5","-55"
"13","김명훈","9,565","3","37"
"14","최철한","9,552","4","-51"
"15","원성진","9,538","4","53"
"16","이지현(남)","9,537","2","-29"
"17","윤준상","9,519","2","-17"
"18","박진솔","9,517","2","46"
"19","조한승","9,498","2","-20"
"20","안국현","9,477","3","30"
"21","홍성지","9,475","3","-15"
"22","강유택","9,454","-","0"
"23","이원영","9,445","3","-26"
"24","강승민","9,415","1","-1"
"25","송지훈","9,396","4","32"
"26","김정현","9,391","1","0"
"27","김승재","9,379","3","-44"
"27","백홍석","9,379","1","-35"
"29","박민규","9,374","1","14"
"30","윤찬희","9,358","3","-33"
"31","한승주","9,355","1","19"
"32","한상훈","9,343","6","33"
"33","허영호","9,341","2","-5"
"34","정서준","9,340","1","8"
"35","최 정","9,332","11","53"
"36","송태곤","9,318","1","0"
"37","민상연","9,316","1","0"
"38","김세동","9,312","3","11"
"39","이창호","9,311","3","-5"
"39","이창석","9,311","1","9"
"41","박승화","9,300","1","0"
"42","목진석","9,298","1","0"
"43","설현준","9,292","9","-39"
"44","류민형","9,290","-","-5"
"44","한태희","9,290","5","-16"
"46","진시영","9,286","1","9"
"47","홍기표","9,280","2","-11"
"48","류수항","9,272","1","12"
"49","박하민","9,267","3","33"
"50","이태현","9,263","2","0"
"51","이원도","9,255","6","35"
"52","김현찬","9,248","2","16"
"53","안형준","9,237","3","0"
"54","박정상","9,236","3","0"
"55","한웅규","9,234","3","0"
"56","이호범","9,228","1","0"
"57","박건호","9,215","1","-2"
"58","최재영","9,214","2","3"
"59","고근태","9,213","-","0"
"60","송규상","9,209","6","27"
"61","김주호","9,205","-","0"
"61","안조영","9,205","5","-17"
"63","박창명","9,201","1","0"
"64","김기용","9,199","1","13"
"65","김형우","9,185","-","0"
"66","안정기","9,181","3","-5"
"67","온소진","9,175","1","10"
"68","위태웅","9,174","3","11"
"69","김성진","9,168","2","0"
"70","박재근","9,164","1","0"
"71","심재익","9,163","-","0"
"71","홍민표","9,163","-","0"
"73","이형진","9,147","2","0"
"74","조훈현","9,144","2","0"
"75","김동호","9,143","2","0"
"76","조인선","9,142","2","-6"
"77","이춘규","9,134","8","-30"
"78","유창혁","9,125","-","0"
"79","김진휘","9,117","1","0"
"80","홍무진","9,114","1","0"
"81","김민호","9,106","2","0"
"82","박준석","9,104","-","-9"
"83","유병용","9,101","4","-23"
"84","강병권","9,088","-","0"
"85","송상훈","9,086","-","0"
"85","진동규","9,086","-","0"
"87","이정우","9,079","-","0"
"88","이상헌","9,075","-","0"
"89","최기훈","9,071","1","0"
"90","황재연","9,070","1","0"
"91","김남훈","9,065","1","0"
"92","백찬희","9,061","1","0"
"93","박영롱","9,060","1","0"
"94","오유진","9,059","5","-14"
"95","박시열","9,058","-","0"
"96","이범진","9,053","-","0"
"97","이재웅","9,050","1","0"
"98","이희성","9,048","1","0"
"99","최명훈","9,044","2","-7"
"100","신윤호","9,035","-","0"
