"rank","name","rating","rank_change","rating_change"
"1","신진서","9,945","1","-20"
"2","박정환","9,937","1","-80"
"3","김지석","9,773","-","-3"
"4","변상일","9,706","-","-3"
"4","신민준","9,706","2","45"
"6","이동훈","9,685","1","6"
"7","박영훈","9,646","-","0"
"8","강동윤","9,629","-","-2"
"9","나 현","9,610","-","12"
"10","이영구","9,596","-","1"
"11","안성준","9,589","-","0"
"12","원성진","9,556","-","-16"
"13","이세돌","9,548","-","-14"
"14","안국현","9,542","-","-6"
"15","최철한","9,538","-","1"
"16","김명훈","9,536","-","3"
"17","이지현(남)","9,535","2","18"
"18","조한승","9,529","1","1"
"19","윤준상","9,515","1","-6"
"20","박진솔","9,510","-","7"
"21","홍성지","9,494","-","-2"
"22","강유택","9,438","-","0"
"23","이원영","9,428","-","0"
"23","백홍석","9,428","2","12"
"25","강승민","9,422","1","0"
"26","김승재","9,400","-","0"
"27","송지훈","9,397","1","13"
"28","김정현","9,386","1","0"
"29","한승주","9,359","1","-2"
"30","박민규","9,357","1","0"
"31","최 정","9,354","2","-9"
"32","윤찬희","9,351","-","0"
"33","한상훈","9,343","-","0"
"34","목진석","9,335","3","19"
"35","허영호","9,333","1","-5"
"36","송태곤","9,320","1","-5"
"36","박하민","9,320","8","40"
"38","정서준","9,306","-","0"
"39","이창호","9,301","1","3"
"40","설현준","9,298","1","-3"
"41","김세동","9,297","-","0"
"42","이창석","9,295","6","-22"
"43","박승화","9,293","1","0"
"44","민상연","9,287","1","0"
"45","류수항","9,278","-","0"
"45","한태희","9,278","-","0"
"47","홍기표","9,272","3","0"
"48","진시영","9,266","1","-7"
"48","류민형","9,266","3","0"
"50","김현찬","9,265","2","0"
"51","이태현","9,263","2","0"
"52","이원도","9,258","4","-18"
"53","송규상","9,256","6","-21"
"54","박건호","9,241","-","-3"
"55","최재영","9,236","-","-6"
"56","한웅규","9,235","-","0"
"56","박정상","9,235","1","10"
"58","고근태","9,229","1","9"
"59","이호범","9,221","1","0"
"60","안형준","9,217","-","0"
"61","김주호","9,207","-","-2"
"62","김기용","9,197","-","0"
"63","박창명","9,191","-","0"
"64","안정기","9,187","3","13"
"64","안조영","9,187","1","-4"
"66","김성진","9,181","1","-5"
"67","박재근","9,168","1","-11"
"68","온소진","9,165","-","0"
"68","김형우","9,165","-","0"
"70","홍민표","9,163","3","9"
"71","홍무진","9,157","-","0"
"72","유창혁","9,156","7","31"
"72","이형진","9,156","-","0"
"74","위태웅","9,150","-","0"
"75","조훈현","9,144","-","0"
"76","김동호","9,136","-","0"
"77","조인선","9,133","-","0"
"78","김진휘","9,130","-","0"
"78","심재익","9,130","8","-31"
"80","유병용","9,115","-","0"
"81","이춘규","9,105","-","0"
"82","강병권","9,088","-","0"
"83","박준석","9,086","-","0"
"84","진동규","9,080","1","0"
"85","이정우","9,076","1","0"
"85","박상진","9,076","10","18"
"87","황재연","9,071","-","0"
"88","김민호","9,070","-","0"
"89","김남훈","9,067","1","0"
"90","백찬희","9,065","1","0"
"91","최기훈","9,063","1","0"
"92","박시열","9,061","4","-9"
"93","이상헌","9,059","1","0"
"94","오유진","9,056","1","-5"
"95","김기범","9,055","11","-26"
"96","송상훈","9,054","1","0"
"96","박영롱","9,054","1","0"
"98","이범진","9,053","1","0"
"99","이재웅","9,050","1","0"
"100","이희성","9,048","진 입",""
