"rank","name","rating","rank_change","rating_change"
"1","이세돌","9,759","-","19"
"2","강동윤","9,604","-","-13"
"3","이창호","9,591","-","-18"
"4","박영훈","9,536","-","4"
"5","최철한","9,499","2","26"
"6","조한승","9,473","3","51"
"7","원성진","9,472","2","-33"
"8","윤준상","9,446","2","-31"
"9","목진석","9,445","1","23"
"10","허영호","9,419","-","25"
"11","박정상","9,394","1","15"
"12","이영구","9,378","1","-12"
"13","박정환","9,333","-","-12"
"14","백홍석","9,333","1","-1"
"15","강유택","9,327","1","27"
"16","김지석","9,325","2","39"
"17","한상훈","9,322","3","-14"
"18","안조영","9,277","1","-17"
"19","홍성지","9,266","-","-18"
"20","이춘규","9,263","-","-1"
"21","조훈현","9,261","1","22"
"22","류동완","9,247","1","-10"
"23","이원도","9,233","-","-3"
"24","홍민표","9,222","1","54"
"25","김형우","9,185","1","-13"
"26","고근태","9,153","-","-11"
"27","송태곤","9,146","3","0"
"28","박승화","9,143","-","-9"
"29","이현호","9,129","-","-18"
"30","이희성","9,128","5","21"
"31","최명훈","9,126","4","-32"
"32","유창혁","9,121","2","10"
"33","김주호","9,121","1","-9"
"34","윤찬희","9,116","3","-17"
"35","김승재","9,114","5","63"
"36","온소진","9,113","3","-4"
"37","진시영","9,090","-","19"
"38","김기용","9,060","2","-18"
"39","진동규","9,057","-","-1"
"40","최원용","9,051","2","-18"
"41","백대현","9,039","8","67"
"42","배준희","9,024","1","-10"
"43","안달훈","9,022","-","0"
"44","이정우","9,022","2","-10"
"45","김승준","9,021","1","7"
"46","전영규","9,010","-","15"
"47","이태현","9,005","진 입",""
"48","한종진","9,000","3","-5"
"49","김성룡","8,997","1","30"
"50","박승철","8,996","3","4"
