"rank","name","rating","rank_change","rating_change"
"1","박정환","9,892","-","21"
"2","이세돌","9,752","-","-61"
"3","박영훈","9,730","-","5"
"4","강동윤","9,684","-","52"
"5","김지석","9,610","-","-7"
"5","최철한","9,610","1","2"
"7","신진서","9,531","3","19"
"8","안성준","9,530","1","-20"
"9","원성진","9,507","1","-13"
"10","윤준상","9,505","1","0"
"11","이지현(남)","9,500","2","-14"
"12","이동훈","9,498","3","31"
"13","조한승","9,493","3","28"
"14","안국현","9,480","2","0"
"15","이영구","9,476","2","0"
"16","나 현","9,472","3","11"
"17","김명훈","9,468","5","22"
"18","허영호","9,467","-","5"
"19","홍성지","9,466","5","-6"
"20","백홍석","9,456","-","0"
"21","김정현","9,454","4","-10"
"22","변상일","9,453","1","0"
"23","목진석","9,428","-","7"
"24","진시영","9,417","1","0"
"25","한상훈","9,413","1","0"
"26","신민준","9,403","2","-16"
"27","강유택","9,401","1","15"
"28","김승재","9,394","1","1"
"29","김현찬","9,385","-","0"
"29","민상연","9,385","-","0"
"31","이창호","9,358","-","0"
"32","박민규","9,351","3","11"
"33","류민형","9,343","1","0"
"34","김기용","9,341","1","0"
"35","박정상","9,338","1","0"
"36","박진솔","9,329","3","-12"
"37","박승화","9,326","-","0"
"38","김세동","9,325","-","0"
"39","김동호","9,300","-","0"
"40","강승민","9,296","-","0"
"41","이원영","9,290","-","0"
"42","윤찬희","9,282","-","-5"
"43","한웅규","9,281","-","0"
"44","한태희","9,272","1","-9"
"45","이호범","9,271","2","-10"
"46","이태현","9,267","-","0"
"47","류수항","9,253","-","-8"
"48","송태곤","9,241","-","0"
"49","홍민표","9,231","-","0"
"50","안조영","9,230","1","11"
"51","이춘규","9,229","1","0"
"52","김주호","9,214","-","-3"
"53","김성진","9,212","-","0"
"54","고근태","9,205","-","10"
"55","안형준","9,193","-","0"
"56","온소진","9,179","-","0"
"57","이원도","9,177","-","0"
"58","황재연","9,175","4","14"
"59","박재근","9,173","진 입",""
"60","한승주","9,169","2","0"
"61","김형우","9,164","1","0"
"62","홍기표","9,159","1","-4"
"63","김민호","9,158","4","-10"
"64","박시열","9,154","1","0"
"65","강병권","9,151","1","0"
"66","이형진","9,148","-","2"
"67","조훈현","9,147","2","0"
"68","송지훈","9,145","진 입",""
"69","조인선","9,138","2","0"
"70","유창혁","9,132","2","0"
"71","이희성","9,125","1","12"
"72","진동규","9,114","1","9"
"73","이정우","9,113","4","-4"
"74","김진휘","9,111","3","0"
"75","송상훈","9,104","4","-7"
"76","이재웅","9,102","-","8"
"77","최기훈","9,097","2","0"
"78","이상헌","9,092","4","-9"
"79","최 정","9,091","2","0"
"80","박하민","9,090","2","0"
"81","유병용","9,089","1","20"
"81","박준석","9,089","3","-1"
"83","최재영","9,084","-","21"
"84","신윤호","9,081","4","-6"
"85","이현호","9,071","4","-11"
"86","김수용","9,059","-","3"
"87","이범진","9,056","1","0"
"88","한종진","9,051","4","-9"
"89","정두호","9,050","4","-7"
"90","강창배","9,048","1","1"
"91","오장욱","9,040","3","-9"
"92","백찬희","9,031","2","16"
"92","박병규","9,031","2","-9"
"94","박영롱","9,029","1","13"
"95","박건호","9,025","4","0"
"95","전영규","9,025","3","16"
"95","박정근","9,025","3","1"
"98","최명훈","9,014","2","0"
"99","이상훈(小)","9,007","2","-4"
"99","최현재","9,007","5","-8"
