"rank","name","rating","rank_change","rating_change"
"1","신진서","10,233","-","-18"
"2","박정환","10,010","-","52"
"3","변상일","9,757","1","42"
"4","신민준","9,731","1","-85"
"5","김지석","9,703","3","98"
"6","이동훈","9,678","1","-4"
"7","강동윤","9,643","1","-10"
"8","안성준","9,587","1","-9"
"9","이지현(남)","9,552","1","0"
"10","이영구","9,543","3","-75"
"11","설현준","9,528","2","17"
"12","원성진","9,527","6","74"
"13","나 현","9,523","2","-21"
"14","최철한","9,508","1","25"
"15","심재익","9,501","17","106"
"16","박영훈","9,487","2","2"
"17","이원영","9,483","9","67"
"18","이창석","9,480","7","61"
"19","강승민","9,476","1","41"
"19","조한승","9,476","7","-50"
"21","박진솔","9,461","4","-8"
"22","김명훈","9,455","3","16"
"23","한승주","9,451","4","40"
"24","박하민","9,444","2","13"
"25","홍성지","9,434","4","0"
"26","박건호","9,424","9","51"
"27","최 정","9,418","1","9"
"28","김정현","9,414","10","50"
"29","백홍석","9,409","5","-13"
"29","문유빈","9,409","-","1"
"31","송지훈","9,408","8","-17"
"32","박승화","9,405","16","-67"
"33","김승재","9,388","2","-8"
"34","홍기표","9,376","1","-14"
"35","윤준상","9,370","2","-20"
"36","박상진","9,369","1","2"
"37","윤찬희","9,364","2","6"
"37","이원도","9,364","7","37"
"39","허영호","9,350","7","29"
"39","최재영","9,350","3","7"
"41","진시영","9,348","4","22"
"42","강유택","9,347","6","-22"
"43","박민규","9,343","3","-8"
"44","이창호","9,319","1","-13"
"45","백현우","9,318","15","-82"
"46","송규상","9,313","2","15"
"47","안정기","9,312","6","-34"
"48","이태현","9,310","1","-3"
"49","박재근","9,308","6","49"
"50","김세동","9,304","6","48"
"51","김형우","9,299","2","12"
"52","목진석","9,280","2","0"
"53","한상훈","9,273","4","40"
"54","류수항","9,272","1","6"
"55","한태희","9,269","4","-4"
"56","정서준","9,263","2","0"
"57","한웅규","9,253","2","43"
"58","김진휘","9,239","5","41"
"59","금지우","9,236","3","35"
"60","최광호","9,217","9","-56"
"61","이호승","9,206","11","42"
"62","송태곤","9,203","1","0"
"63","이재성","9,202","13","49"
"64","강지훈","9,196","6","-30"
"64","김상천","9,196","11","37"
"66","민상연","9,193","2","0"
"67","박정상","9,191","2","0"
"68","김기용","9,189","2","0"
"69","고근태","9,182","9","-23"
"70","박종훈","9,179","4","-10"
"71","백찬희","9,174","9","30"
"71","안형준","9,174","1","0"
"73","이호범","9,171","5","-13"
"73","김주호","9,171","2","0"
"75","이춘규","9,167","6","-14"
"76","박영롱","9,164","3","15"
"77","홍민표","9,161","3","0"
"78","조훈현","9,153","진 입",""
"79","안조영","9,136","4","18"
"80","최명훈","9,135","4","-18"
"81","위태웅","9,130","2","12"
"82","송상훈","9,125","-","-2"
"83","한상조","9,111","10","27"
"84","류민형","9,108","4","-5"
"84","최현재","9,108","6","12"
"86","박진영","9,102","진 입",""
"87","허 진","9,098","진 입",""
"88","김희수","9,096","7","-38"
"89","박창명","9,090","16","-72"
"90","유병용","9,089","1","-4"
"91","조인선","9,088","1","0"
"92","김현찬","9,087","2","8"
"93","오유진","9,084","7","-30"
"94","전영규","9,083","진 입",""
"95","한우진","9,079","2","5"
"96","진동규","9,068","2","0"
"97","이현준","9,066","19","-85"
"98","이희성","9,065","1","0"
"99","문민종","9,061","3","-17"
"100","현유빈","9,053","진 입",""
"100","유창혁","9,053","-","-6"
