"rank","name","rating","rank_change","rating_change"
"1","박정환","10,070","-","0"
"2","김지석","9,819","2","43"
"3","신진서","9,807","1","-30"
"4","이세돌","9,749","1","-32"
"5","변상일","9,660","-","34"
"6","박영훈","9,624","2","22"
"7","나 현","9,618","1","14"
"8","이동훈","9,616","2","33"
"9","안성준","9,603","2","0"
"10","최철한","9,586","1","-6"
"11","김명훈","9,584","1","8"
"12","이영구","9,575","1","5"
"13","신민준","9,532","2","-48"
"14","강동윤","9,529","3","25"
"15","이지현(남)","9,526","-","2"
"16","조한승","9,522","2","-6"
"17","원성진","9,518","1","-3"
"18","박진솔","9,507","1","13"
"19","윤준상","9,490","1","-6"
"20","허영호","9,481","3","49"
"21","홍성지","9,465","1","-15"
"22","강유택","9,454","1","-4"
"23","안국현","9,434","1","11"
"24","이원영","9,420","2","-28"
"25","류민형","9,411","5","21"
"26","강승민","9,405","2","-18"
"27","김정현","9,397","1","0"
"28","백홍석","9,394","1","-7"
"29","김승재","9,393","3","-22"
"30","한태희","9,362","1","-30"
"31","송지훈","9,355","-","-10"
"32","이창호","9,342","2","1"
"33","한승주","9,338","1","-17"
"34","김현찬","9,333","1","-20"
"35","홍기표","9,325","7","34"
"36","류수항","9,319","2","7"
"37","민상연","9,316","1","0"
"38","목진석","9,311","3","-7"
"39","박승화","9,310","2","-3"
"40","윤찬희","9,298","1","-5"
"41","이창석","9,297","3","10"
"42","박민규","9,296","3","10"
"43","송태곤","9,295","3","-2"
"44","최재영","9,289","3","-4"
"45","최 정","9,288","2","13"
"46","한상훈","9,285","3","17"
"47","설현준","9,280","2","12"
"48","김세동","9,279","2","-1"
"49","안조영","9,274","7","-17"
"50","진시영","9,270","2","-4"
"51","이태현","9,263","-","0"
"52","김기용","9,249","-","-12"
"53","이호범","9,247","-","-10"
"54","박정상","9,227","-","-12"
"55","박창명","9,226","-","0"
"56","김주호","9,223","1","-1"
"57","한웅규","9,222","2","-4"
"58","안형준","9,220","3","30"
"59","고근태","9,204","1","0"
"60","이춘규","9,194","2","19"
"61","이원도","9,193","2","-1"
"62","김형우","9,192","3","-2"
"63","안정기","9,181","2","18"
"64","온소진","9,175","-","7"
"65","송규상","9,170","2","-2"
"66","위태웅","9,165","4","31"
"66","홍민표","9,165","1","2"
"68","유병용","9,157","12","43"
"69","김성진","9,155","1","-3"
"70","김동호","9,152","5","-11"
"71","조훈현","9,144","2","0"
"72","박준석","9,136","3","14"
"73","박하민","9,128","2","-4"
"74","박건호","9,127","4","8"
"75","심재익","9,126","진 입",""
"76","유창혁","9,125","4","0"
"77","이형진","9,124","-","4"
"78","홍무진","9,121","2","0"
"79","박재근","9,117","6","-7"
"80","송상훈","9,115","2","-4"
"81","김민호","9,114","1","0"
"82","조인선","9,112","9","-12"
"83","최기훈","9,100","1","-1"
"84","강병권","9,088","-","0"
"85","박영롱","9,086","4","7"
"85","진동규","9,086","-","0"
"87","백찬희","9,081","4","-15"
"88","황재연","9,077","2","0"
"89","김진휘","9,075","4","-11"
"90","이상헌","9,074","1","10"
"90","신윤호","9,074","4","15"
"90","이정우","9,074","2","-9"
"93","박시열","9,073","6","-11"
"94","이범진","9,061","1","0"
"95","최명훈","9,060","3","-2"
"96","이재웅","9,056","-","0"
"97","이희성","9,054","2","-3"
"98","김남훈","9,053","-","12"
"99","박경근","9,033","2","-13"
"100","이현호","9,028","-","0"
