"rank","name","rating","rank_change","rating_change"
"1","이창호","19,339","1","-59"
"2","이세돌","19,307","1","-151"
"3","최철한","16,926","-","-18"
"4","박영훈","16,348","-","331"
"5","조한승","15,749","-","90"
"6","박정상","14,978","-","-81"
"7","윤준상","14,024","1","212"
"8","안조영","13,870","1","-49"
"9","이영구","13,840","2","248"
"10","목진석","13,693","2","378"
"11","고근태","13,681","1","51"
"12","원성진","13,640","3","-94"
"13","조훈현","13,290","-","132"
"14","온소진","13,142","1","131"
"15","백홍석","13,047","1","-67"
"16","홍민표","12,976","-","82"
"17","이희성","12,897","-","119"
"18","김승준","12,835","1","213"
"19","강동윤","12,828","2","237"
"20","홍성지","12,804","3","240"
"21","김주호","12,748","3","68"
"22","허영호","12,641","2","166"
"23","유창혁","12,602","3","1"
"24","김지석","12,593","1","173"
"25","송태곤","12,495","3","-82"
"26","루이나이웨이","12,252","-","-84"
"27","서봉수","12,170","-","-8"
"28","최원용","12,150","1","117"
"29","안달훈","12,104","3","307"
"30","이재웅","12,026","2","-120"
"31","윤성현","11,976","1","-22"
"32","김성룡","11,963","1","135"
"33","서건우","11,916","-","138"
"34","이성재","11,870","6","489"
"35","진동규","11,706","1","60"
"36","최명훈","11,684","-","102"
"37","김형우","11,668","2","82"
"38","류재형","11,544","-","104"
"39","이정우","11,533","2","28"
"40","김만수","11,489","1","73"
"41","김영환","11,442","-","101"
"42","서무상","11,413","-","87"
"43","윤현석","11,391","2","184"
"44","최규병","11,326","1","10"
"45","옥득진","11,326","4","208"
"46","진시영","11,304","2","134"
"47","김진우","11,263","3","52"
"48","양재호","11,228","2","35"
"49","홍기표","11,184","진 입",""
"50","한종진","11,166","진 입",""
