"rank","name","rating","rank_change","rating_change"
"1","이세돌","15,239","-","184"
"2","이창호","13,734","-","519"
"3","박영훈","12,480","-","-371"
"4","목진석","12,379","-","369"
"5","강동윤","12,034","2","396"
"6","조한승","11,885","1","-117"
"7","원성진","11,646","1","50"
"8","홍성지","11,613","6","735"
"9","박정상","11,583","3","-77"
"10","백홍석","11,458","1","-30"
"11","한상훈","11,442","1","109"
"12","최철한","11,321","1","15"
"13","이영구","11,278","1","126"
"14","윤준상","11,100","9","390"
"15","허영호","11,006","6","248"
"16","최원용","10,995","1","184"
"17","조훈현","10,945","4","52"
"18","김형우","10,927","3","95"
"19","유창혁","10,917","1","118"
"20","김지석","10,910","1","113"
"21","홍민표","10,862","1","142"
"22","온소진","10,818","6","4"
"23","고근태","10,789","4","142"
"24","박정환","10,781","2","119"
"25","김승재","10,780","5","14"
"26","강유택","10,751","1","84"
"27","한종진","10,699","20","311"
"28","최명훈","10,693","3","156"
"29","이상훈小","10,684","1","89"
"30","김승준","10,648","12","222"
"31","안조영","10,642","7","-49"
"32","송태곤","10,620","-","84"
"33","배준희","10,595","-","63"
"34","이원도","10,589","4","48"
"35","이정우","10,571","-","64"
"36","김기용","10,570","1","66"
"37","박승화","10,567","7","161"
"38","김주호","10,565","9","-10"
"39","이현호","10,551","3","45"
"40","윤혁","10,550","5","155"
"41","류동완","10,546","3","64"
"42","이재웅","10,538","1","132"
"43","윤찬희","10,535","9","5"
"44","윤성현","10,529","4","88"
"45","김형환","10,495","6","30"
"46","박승철","10,454","진 입",""
"47","전영규","10,442","진 입",""
"48","홍장식","10,420","2","31"
"49","이용찬","10,420","진 입",""
"50","박병규","10,416","진 입",""
